term,cur,prev,diff,total,ma7,z_like
애플,17,27,-10,356,12.0,1.12
폴더블,16,22,-6,271,8.857,1.796
화웨이,13,11,2,43,3.714,3.172
삼성전자,12,12,0,549,20.571,-1.548
oled,10,16,-6,327,7.0,0.823
샤오미,9,7,2,49,3.571,1.879
노트북,8,5,3,129,4.571,1.093
bmw,7,0,7,13,1.143,2.831
모니터,6,6,0,171,3.429,0.902
스마트폰,6,10,-4,97,3.429,0.902
디스플레이,6,8,-2,204,5.286,0.217
lg전자,6,8,-2,329,12.714,-1.471
벤큐,5,0,5,11,0.714,2.323
인텔,5,6,-1,42,1.714,1.423
xr,5,4,1,76,2.286,1.081
아이폰,5,6,-1,140,5.143,-0.044
tv,4,6,-2,232,9.286,-1.306
lg디스플레이,3,4,-1,71,2.286,0.284
tcl,3,1,2,66,4.0,-0.333
tsmc,2,0,2,12,0.429,0.95
퀄컴,2,0,2,23,0.714,0.697
고효율,2,1,1,13,1.429,0.26
sk하이닉스,2,1,1,55,2.0,0.0
모바일,2,1,1,54,2.286,-0.114
공급망,2,9,-7,45,2.857,-0.319
갤럭시,2,2,0,129,4.143,-0.706
고성능,1,0,1,7,0.143,0.622
주사율,1,0,1,5,0.143,0.622
아이맥,1,0,1,4,0.143,0.622
바이두,1,0,1,3,0.143,0.622
etri,1,0,1,1,0.143,0.622
jdi,1,0,1,1,0.143,0.622
증착,1,0,1,1,0.143,0.622
아이패드,1,0,1,8,0.286,0.465
필립스,1,0,1,3,0.286,0.465
카카오,1,0,1,34,0.429,0.345
올레드,1,0,1,11,0.429,0.345
boe,1,0,1,20,0.571,0.244
생산능력,1,1,0,8,0.571,0.244
amd,1,1,0,18,0.857,0.074
양산,1,0,1,61,1.0,0.0
hp,1,7,-6,29,1.143,-0.069
kaist,1,2,-1,22,1.143,-0.069
아마존,1,1,0,19,1.286,-0.134
삼성디스플레이,1,0,1,74,1.571,-0.254
레노버,1,12,-11,107,4.857,-1.204
엔비디아,1,1,0,200,6.714,-1.591
