term,cur,prev,diff,ma7,z_like,total
tv,24,5,19,8.0,4.179,388
ar,5,1,4,1.286,1.741,47
삼성전자,16,8,8,9.286,1.659,411
oled,15,2,13,9.429,1.369,296
애플,9,9,0,6.0,0.87,166
vr,3,4,-1,1.286,0.803,26
명암비,1,0,1,0.143,0.622,1
해상도,1,0,1,0.143,0.622,2
bmw,1,0,1,0.286,0.465,4
기아,1,0,1,0.286,0.465,19
갤럭시,4,5,-1,3.143,0.309,85
구글,2,1,1,1.429,0.26,45
맥북,2,6,-4,1.429,0.26,28
인텔,1,0,1,0.571,0.244,71
모바일,1,1,0,0.857,0.074,28
스마트폰,2,2,0,2.143,-0.058,84
아이폰,1,3,-2,1.429,-0.195,65
카카오,2,2,0,3.0,-0.366,41
노트북,2,3,-1,3.143,-0.412,113
엔비디아,1,2,-1,2.286,-0.512,57
lg전자,2,0,2,4.571,-0.819,223
디스플레이,2,4,-2,4.571,-0.819,187
