org,topic,base_score,topic_share,company_focus,hybrid_score
AMD,0,224.9692,0.0131,0.6551,224.9692
AMD,2,202.3990,0.0185,0.5893,202.3990
AMD,1,131.4040,0.0097,0.3826,131.4040
AMD,7,54.7389,0.0181,0.1594,54.7389
AMD,4,47.1671,0.0087,0.1373,47.1671
AMD,5,46.4525,0.0125,0.1353,46.4525
AMD,6,29.7842,0.0081,0.0867,29.7842
AMD,3,26.2462,0.0145,0.0764,26.2462
AMD,8,10.2789,0.0163,0.0299,10.2789
AMD,9,6.3491,0.0115,0.0185,6.3491
AMD,10,2.0673,0.0078,0.0060,2.0673
ASUS,0,61.9181,0.0036,0.6301,61.9181
ASUS,1,61.2301,0.0045,0.6231,61.2301
ASUS,2,34.6574,0.0032,0.3527,34.6574
ASUS,5,15.0077,0.0040,0.1527,15.0077
ASUS,6,14.8921,0.0041,0.1516,14.8921
ASUS,3,14.3161,0.0079,0.1457,14.3161
ASUS,7,13.6847,0.0045,0.1393,13.6847
ASUS,4,5.0026,0.0009,0.0509,5.0026
ASUS,9,2.7211,0.0049,0.0277,2.7211
AUO,1,51.5984,0.0038,0.6664,51.5984
AUO,0,48.1585,0.0028,0.6220,48.1585
AUO,2,22.1807,0.0020,0.2865,22.1807
AUO,6,16.3104,0.0044,0.2106,16.3104
AUO,4,10.0051,0.0018,0.1292,10.0051
AUO,5,9.2905,0.0025,0.1200,9.2905
AUO,7,7.9227,0.0026,0.1023,7.9227
AUO,3,2.3860,0.0013,0.0308,2.3860
AUO,9,0.9070,0.0016,0.0117,0.9070
Acer,0,51.5984,0.0030,0.6412,51.5984
Acer,1,47.4706,0.0035,0.5899,47.4706
Acer,2,31.8848,0.0029,0.3962,31.8848
Acer,6,12.7647,0.0035,0.1586,12.7647
Acer,7,11.5240,0.0038,0.1432,11.5240
Acer,5,11.4345,0.0031,0.1421,11.4345
Acer,3,9.5441,0.0053,0.1186,9.5441
Acer,4,4.2879,0.0008,0.0533,4.2879
Acer,9,2.7211,0.0049,0.0338,2.7211
BMW,5,95.7636,0.0257,0.6774,95.7636
BMW,2,60.9970,0.0056,0.4314,60.9970
BMW,0,57.7903,0.0034,0.4088,57.7903
BMW,1,46.7826,0.0034,0.3309,46.7826
BMW,7,25.9290,0.0086,0.1834,25.9290
BMW,4,21.4396,0.0039,0.1516,21.4396
BMW,6,20.5653,0.0056,0.1455,20.5653
BMW,9,2.7211,0.0049,0.0192,2.7211
BMW,3,2.3860,0.0013,0.0169,2.3860
BOE,0,769.8487,0.0449,0.6980,769.8487
BOE,1,672.1557,0.0495,0.6094,672.1557
BOE,2,345.1873,0.0315,0.3130,345.1873
BOE,6,166.6497,0.0453,0.1511,166.6497
BOE,7,100.8349,0.0333,0.0914,100.8349
BOE,4,90.0463,0.0166,0.0816,90.0463
BOE,5,67.1774,0.0180,0.0609,67.1774
BOE,3,48.5156,0.0268,0.0440,48.5156
BOE,9,9.0702,0.0164,0.0082,9.0702
BOE,10,3.1010,0.0116,0.0028,3.1010
BOE,8,2.2842,0.0036,0.0021,2.2842
BYD,0,85.9974,0.0050,0.5356,85.9974
BYD,2,76.9393,0.0070,0.4792,76.9393
BYD,5,76.4679,0.0205,0.4762,76.4679
BYD,1,72.2378,0.0053,0.4499,72.2378
BYD,7,27.3695,0.0090,0.1705,27.3695
BYD,6,18.4378,0.0050,0.1148,18.4378
BYD,4,16.4370,0.0030,0.1024,16.4370
BYD,3,4.7720,0.0026,0.0297,4.7720
BYD,9,3.6281,0.0066,0.0226,3.6281
BYD,10,2.0673,0.0078,0.0129,2.0673
BYD,8,1.1421,0.0018,0.0071,1.1421
Bosch,2,7.6246,0.0007,0.6004,7.6246
Bosch,0,6.8798,0.0004,0.5417,6.8798
Bosch,1,5.5038,0.0004,0.4334,5.5038
Bosch,3,3.9767,0.0022,0.3131,3.9767
Bosch,5,2.8586,0.0008,0.2251,2.8586
Bosch,7,0.7202,0.0002,0.0567,0.7202
Bosch,4,0.7147,0.0001,0.0563,0.7147
Bosch,6,0.7091,0.0002,0.0558,0.7091
CES,0,214.6495,0.0125,0.6485,214.6495
CES,1,200.8899,0.0148,0.6069,200.8899
CES,2,111.5967,0.0102,0.3371,111.5967
CES,4,60.7455,0.0112,0.1835,60.7455
CES,6,55.3135,0.0151,0.1671,55.3135
CES,7,45.3757,0.0150,0.1371,45.3757
CES,5,32.1594,0.0086,0.0972,32.1594
CES,3,27.8368,0.0154,0.0841,27.8368
CES,9,6.3491,0.0115,0.0192,6.3491
CES,10,5.1683,0.0194,0.0156,5.1683
CSOT,0,445.1225,0.0260,0.6939,445.1225
CSOT,1,407.9717,0.0301,0.6360,407.9717
CSOT,2,166.3553,0.0152,0.2593,166.3553
CSOT,6,98.5715,0.0268,0.1537,98.5715
CSOT,7,61.2212,0.0202,0.0954,61.2212
CSOT,4,59.3162,0.0109,0.0925,59.3162
CSOT,5,35.7327,0.0096,0.0557,35.7327
CSOT,3,29.4275,0.0163,0.0459,29.4275
CSOT,9,8.1632,0.0148,0.0127,8.1632
CSOT,8,2.2842,0.0036,0.0036,2.2842
CSOT,10,1.0337,0.0039,0.0016,1.0337
Corning,0,4.8159,0.0003,0.5874,4.8159
Corning,2,4.1589,0.0004,0.5072,4.1589
Corning,1,4.1279,0.0003,0.5034,4.1279
Corning,6,2.8366,0.0008,0.3460,2.8366
Corning,3,0.7953,0.0004,0.0970,0.7953
Corning,4,0.7147,0.0001,0.0872,0.7147
Corning,5,0.7147,0.0002,0.0872,0.7147
Counterpoint,3,10.3394,0.0057,0.7571,10.3394
Counterpoint,0,5.5038,0.0003,0.4030,5.5038
Counterpoint,1,4.8159,0.0004,0.3526,4.8159
Counterpoint,4,3.5733,0.0007,0.2617,3.5733
Counterpoint,2,3.4657,0.0003,0.2538,3.4657
Counterpoint,9,0.9070,0.0016,0.0664,0.9070
Counterpoint,5,0.7147,0.0002,0.0523,0.7147
DELL,2,2.0794,0.0002,0.7422,2.0794
DELL,7,1.4405,0.0005,0.5142,1.4405
DELL,6,0.7091,0.0002,0.2531,0.7091
DELL,0,0.6880,0.0000,0.2456,0.6880
DELL,1,0.6880,0.0001,0.2456,0.6880
DSCC,0,4.8159,0.0003,0.6422,4.8159
DSCC,1,4.8159,0.0004,0.6422,4.8159
DSCC,2,2.7726,0.0003,0.3697,2.7726
DSCC,3,0.7953,0.0004,0.1061,0.7953
DSCC,7,0.7202,0.0002,0.0960,0.7202
DSCC,4,0.7147,0.0001,0.0953,0.7147
DSCC,6,0.7091,0.0002,0.0946,0.7091
Dell,0,58.4782,0.0034,0.6294,58.4782
Dell,1,56.4143,0.0042,0.6072,56.4143
Dell,2,33.9642,0.0031,0.3656,33.9642
Dell,6,15.6012,0.0042,0.1679,15.6012
Dell,3,15.1114,0.0083,0.1627,15.1114
Dell,5,14.2931,0.0038,0.1538,14.2931
Dell,7,12.2442,0.0040,0.1318,12.2442
Dell,4,6.4319,0.0012,0.0692,6.4319
Dell,9,2.7211,0.0049,0.0293,2.7211
Dell,10,1.0337,0.0039,0.0111,1.0337
ETRI,1,25.4552,0.0019,0.5692,25.4552
ETRI,0,24.7673,0.0014,0.5538,24.7673
ETRI,6,19.8561,0.0054,0.4440,19.8561
ETRI,2,16.6355,0.0015,0.3720,16.6355
ETRI,5,5.7172,0.0015,0.1278,5.7172
ETRI,7,5.0417,0.0017,0.1127,5.0417
ETRI,3,2.3860,0.0013,0.0534,2.3860
ETRI,4,1.4293,0.0003,0.0320,1.4293
ETRI,10,1.0337,0.0039,0.0231,1.0337
ETRI,9,0.9070,0.0016,0.0203,0.9070
HMI,2,8.3178,0.0008,0.6223,8.3178
HMI,0,6.8798,0.0004,0.5147,6.8798
HMI,7,4.3215,0.0014,0.3233,4.3215
HMI,5,4.2879,0.0012,0.3208,4.2879
HMI,1,4.1279,0.0003,0.3088,4.1279
HMI,6,2.1274,0.0006,0.1592,2.1274
HMI,4,1.4293,0.0003,0.1069,1.4293
HMI,9,0.9070,0.0016,0.0679,0.9070
HMI,3,0.7953,0.0004,0.0595,0.7953
HP,0,121.0843,0.0071,0.6602,121.0843
HP,1,113.5166,0.0084,0.6189,113.5166
HP,2,54.7586,0.0050,0.2986,54.7586
HP,6,31.2025,0.0085,0.1701,31.2025
HP,3,27.0415,0.0149,0.1474,27.0415
HP,5,23.5836,0.0063,0.1286,23.5836
HP,7,22.3277,0.0074,0.1217,22.3277
HP,4,17.8663,0.0033,0.0974,17.8663
HP,9,3.6281,0.0066,0.0198,3.6281
HP,8,1.1421,0.0018,0.0062,1.1421
Harman,0,26.1432,0.0015,0.6594,26.1432
Harman,2,20.7944,0.0019,0.5245,20.7944
Harman,1,17.8875,0.0013,0.4512,17.8875
Harman,6,9.2189,0.0025,0.2325,9.2189
Harman,5,5.0026,0.0013,0.1262,5.0026
Harman,4,4.2879,0.0008,0.1082,4.2879
Harman,7,2.1607,0.0007,0.0545,2.1607
Harman,8,1.1421,0.0018,0.0288,1.1421
Harman,10,1.0337,0.0039,0.0261,1.0337
Harman,3,0.7953,0.0004,0.0201,0.7953
IEC,1,37.1509,0.0027,0.6371,37.1509
IEC,0,28.8951,0.0017,0.4955,28.8951
IEC,2,20.1013,0.0018,0.3447,20.1013
IEC,4,18.5810,0.0034,0.3186,18.5810
IEC,7,15.1252,0.0050,0.2594,15.1252
IEC,6,9.9281,0.0027,0.1703,9.9281
IEC,9,9.0702,0.0164,0.1555,9.0702
IEC,5,4.2879,0.0012,0.0735,4.2879
IEC,10,2.0673,0.0078,0.0355,2.0673
IEC,3,1.5907,0.0009,0.0273,1.5907
IEC,8,1.1421,0.0018,0.0196,1.1421
IEEE,2,5.5452,0.0005,0.5358,5.5452
IEEE,0,5.5038,0.0003,0.5318,5.5038
IEEE,1,5.5038,0.0004,0.5318,5.5038
IEEE,7,2.1607,0.0007,0.2088,2.1607
IEEE,9,1.8140,0.0033,0.1753,1.8140
IEEE,4,1.4293,0.0003,0.1381,1.4293
