date,topic_id,avg_sentiment,article_count
2025-10-19,0,0.489,26
2025-10-19,1,0.489,25
2025-10-19,2,0.4884,26
2025-10-19,3,0.4884,26
2025-10-19,4,0.4881,28
2025-10-19,5,0.4881,28
2025-10-19,6,0.4882,24
2025-10-19,7,0.4887,24
