term,cur,prev,diff,ma7,z_like,total
삼성전자,45,3,42,15.143,6.104,395
tv,36,2,34,12.0,5.376,321
lg전자,21,1,20,6.857,3.908,220
jdi,6,0,6,0.857,2.67,7
알파벳,4,0,4,0.571,1.953,6
구글,6,1,5,2.143,1.565,67
파나소닉,3,0,3,0.571,1.383,16
디스플레이,12,3,9,8.0,1.045,245
현대모비스,3,0,3,1.429,0.716,18
woled,1,0,1,0.143,0.622,1
올레드tv,1,0,1,0.143,0.622,1
태블릿,1,0,1,0.143,0.622,4
폭스바겐,1,0,1,0.143,0.622,1
lg디스플레이,2,0,2,1.143,0.414,110
ar,2,1,1,1.143,0.414,34
tsmc,1,0,1,0.429,0.345,12
소니,1,0,1,0.429,0.345,7
고해상도,2,0,2,1.571,0.19,11
스마트폰,5,4,1,4.571,0.137,99
아이폰,2,0,2,1.714,0.124,52
고성능,1,0,1,0.857,0.074,15
공급망,1,1,0,1.0,0.0,21
메타,1,2,-1,1.0,0.0,22
xr,4,3,1,4.286,-0.093,79
노트북,3,3,0,4.429,-0.46,114
hp,1,0,1,2.571,-0.604,51
모바일,1,1,0,3.143,-0.773,53
맥북,3,1,2,6.429,-0.97,67
갤럭시,2,4,-2,5.714,-1.096,236
애플,4,1,3,10.429,-1.52,212
oled,4,0,4,12.286,-1.839,333
