term,cur,prev,diff,ma7,z_like,total
엔비디아,13,15,-2,4.143,2.918,37
올레드,7,0,7,1.571,2.409,15
tv,17,5,12,8.714,2.097,99
현대차,6,2,4,1.714,1.856,35
스마트폰,6,1,5,1.857,1.753,49
디스플레이,8,4,4,5.286,0.823,122
아마존,2,0,2,0.571,0.814,6
ltps,1,0,1,0.143,0.622,1
노키아,1,0,1,0.143,0.622,1
마이크로소프트,1,0,1,0.143,0.622,1
스마트워치,1,0,1,0.143,0.622,1
애플워치,1,0,1,0.143,0.622,1
하이센스,1,0,1,0.143,0.622,1
현대모비스,1,0,1,0.143,0.622,21
lg전자,9,4,5,6.857,0.592,132
노트북,4,3,1,2.714,0.486,28
퀄컴,3,8,-5,1.857,0.484,27
벤츠,1,0,1,0.286,0.465,4
수율,1,0,1,0.286,0.465,5
8k,1,1,0,0.286,0.465,2
카카오,1,0,1,0.429,0.345,8
화웨이,1,1,0,0.429,0.345,8
메타,1,0,1,0.571,0.244,11
인텔,1,0,1,0.571,0.244,12
공급망,1,3,-2,0.571,0.244,17
구글,3,1,2,2.429,0.223,31
lg디스플레이,2,3,-1,1.571,0.19,73
갤럭시,6,4,2,5.429,0.172,65
bmw,1,0,1,0.714,0.155,7
boe,1,0,1,0.714,0.155,15
한화솔루션,1,2,-1,0.714,0.155,6
모바일,1,2,-1,0.857,0.074,12
ar,1,0,1,1.0,0.0,39
hp,1,1,0,1.0,0.0,9
xr,8,5,3,8.286,-0.074,94
oled,11,20,-9,12.0,-0.224,202
아이폰,2,0,2,2.714,-0.27,51
폴더블,3,1,2,4.0,-0.333,61
레노버,2,18,-16,3.429,-0.501,25
sk하이닉스,1,1,0,2.429,-0.558,42
고성능,1,4,-3,2.714,-0.648,28
애플,9,3,6,12.0,-0.672,185
amd,1,1,0,2.857,-0.69,26
모니터,1,1,0,4.714,-1.171,51
삼성전자,10,22,-12,27.143,-2.761,358
