term,cur,prev,diff,ma7,z_like,total
tv,13,5,8,7.0,1.646,229
iphone,3,1,2,0.571,1.383,4
sk하이닉스,4,0,4,1.429,1.171,52
엔비디아,5,3,2,2.143,1.16,201
tcl,5,1,4,2.286,1.081,74
모니터,9,8,1,5.571,1.02,174
xr,6,4,2,3.286,0.965,79
byd,2,0,2,0.429,0.95,14
apple,2,2,0,0.571,0.814,9
아이폰,20,29,-9,16.286,0.738,223
기아,1,0,1,0.143,0.622,12
스마트워치,1,0,1,0.143,0.622,4
맥북,2,0,2,0.857,0.593,19
폭스바겐,1,0,1,0.286,0.465,3
vr,1,1,0,0.286,0.465,13
삼성전자,9,2,7,7.429,0.422,511
갤럭시,4,4,0,3.0,0.366,121
메타,1,0,1,0.429,0.345,19
현대모비스,1,1,0,0.429,0.345,9
amd,1,0,1,0.571,0.244,19
etri,1,1,0,0.571,0.244,4
애플,22,23,-1,21.143,0.153,398
고성능,1,2,-1,0.857,0.074,10
oled,5,3,2,6.429,-0.404,313
공급망,2,3,-1,3.143,-0.412,47
스마트폰,3,1,2,4.286,-0.419,96
디스플레이,4,10,-6,5.714,-0.506,210
노트북,1,2,-1,4.286,-1.07,127
레노버,1,8,-7,5.857,-1.42,132
폴더블,7,20,-13,14.286,-1.524,276
lg전자,1,8,-7,7.571,-1.752,316
