term,cur,prev,diff,ma7,z_like,total
tv,25,1,24,7.714,4.576,221
oled,28,0,28,11.0,3.938,256
모니터,13,3,10,3.429,3.356,104
lg전자,14,6,8,9.286,1.165,199
불량률,1,0,1,0.143,0.622,1
ar,3,0,3,1.714,0.557,41
sharp,1,0,1,0.571,0.244,11
xr,5,2,3,4.429,0.184,95
vr,1,0,1,0.714,0.155,15
갤럭시,1,1,0,0.714,0.155,64
노트북,2,3,-1,1.857,0.06,91
sk하이닉스,2,0,2,2.143,-0.058,40
인텔,2,6,-4,2.143,-0.058,49
아이패드,1,0,1,1.143,-0.069,9
공급망,1,2,-1,1.429,-0.195,28
구글,1,1,0,2.143,-0.464,40
폴더블,2,0,2,3.429,-0.501,89
삼성전자,8,6,2,11.571,-0.811,431
lg디스플레이,1,1,0,3.429,-0.852,86
스마트폰,1,0,1,3.714,-0.927,83
애플,7,11,-4,11.571,-1.039,225
디스플레이,1,0,1,6.0,-1.449,184
