term,cur,prev,diff,total,ma7,z_like
디스플레이,55,2,53,288,12.714,9.262
현대모비스,17,2,15,51,3.714,4.539
lg전자,25,3,22,374,13.0,2.606
폴더블,5,0,5,60,1.286,1.741
고효율,5,0,5,13,1.429,1.627
hp,4,0,4,74,1.0,1.5
아이폰,6,3,3,62,2.571,1.317
xr,4,0,4,48,1.286,1.272
엔비디아,4,1,3,85,1.714,0.99
카카오,2,0,2,10,0.429,0.95
선익시스템,2,0,2,11,0.429,0.95
알파벳,2,0,2,17,0.429,0.95
사이니지,2,0,2,19,0.429,0.95
signage,1,0,1,1,0.143,0.622
sharp,1,0,1,3,0.143,0.622
아이패드,1,0,1,5,0.143,0.622
샤오미,1,0,1,13,0.143,0.622
boe,1,0,1,18,0.143,0.622
인텔,9,0,9,103,7.143,0.506
증착기,1,0,1,3,0.286,0.465
태블릿,1,0,1,14,0.286,0.465
갤럭시,4,3,1,89,2.857,0.425
모니터,4,1,3,121,2.857,0.425
공급망,1,0,1,17,0.429,0.345
asus,1,0,1,17,0.571,0.244
lcd,1,0,1,30,0.571,0.244
아마존,1,0,1,10,0.714,0.155
ar,2,1,1,38,1.714,0.124
sk하이닉스,2,1,1,54,1.714,0.124
기아,1,0,1,68,0.857,0.074
vr,1,0,1,22,1.0,0.0
소니,1,0,1,87,1.0,0.0
모바일,1,1,0,43,1.143,-0.069
구글,1,1,0,64,1.429,-0.195
애플,4,3,1,169,5.0,-0.309
고성능,1,1,0,33,1.857,-0.363
양산,3,0,3,53,4.286,-0.419
