term,cur,prev,diff,ma7,z_like,total,date
tcl,25,1,24,3.714,7.272,129,2026-02-20
디스플레이,29,11,18,7.857,5.559,223,2026-02-20
tv,40,18,22,14.143,5.431,372,2026-02-20
삼성디스플레이,15,0,15,2.429,4.914,70,2026-02-20
boe,14,0,14,2.571,4.39,39,2026-02-20
oled,23,11,12,8.857,3.557,274,2026-02-20
양산,7,1,6,1.571,2.409,66,2026-02-20
선익시스템,6,1,5,1.143,2.348,28,2026-02-20
lg전자,14,25,-11,7.0,1.92,241,2026-02-20
삼성전자,18,10,8,10.286,1.834,410,2026-02-20
한화솔루션,3,0,3,0.429,1.554,10,2026-02-20
모니터,6,0,6,2.286,1.479,74,2026-02-20
tsmc,2,0,2,0.286,1.117,15,2026-02-20
고성능,2,0,2,0.286,1.117,27,2026-02-20
아이패드,2,0,2,0.286,1.117,10,2026-02-20
fhd,3,0,3,0.857,1.113,6,2026-02-20
노트북,6,3,3,3.0,1.098,100,2026-02-20
메타,2,0,2,0.429,0.95,24,2026-02-20
qled,2,1,1,0.429,0.95,4,2026-02-20
lg디스플레이,2,0,2,0.571,0.814,117,2026-02-20
asus,1,0,1,0.143,0.622,16,2026-02-20
jdi,1,0,1,0.143,0.622,1,2026-02-20
벤츠,1,0,1,0.143,0.622,42,2026-02-20
생산능력,1,0,1,0.143,0.622,4,2026-02-20
샤오미,1,0,1,0.143,0.622,3,2026-02-20
세미파이브,1,0,1,0.143,0.622,10,2026-02-20
스마트워치,1,0,1,0.143,0.622,1,2026-02-20
퓨리오사,1,0,1,0.143,0.622,2,2026-02-20
스마트폰,4,2,2,2.429,0.614,78,2026-02-20
바이두,1,1,0,0.286,0.465,2,2026-02-20
애플,10,13,-3,8.286,0.442,177,2026-02-20
아마존,2,5,-3,1.143,0.414,18,2026-02-20
hp,1,0,1,0.429,0.345,53,2026-02-20
설비투자,1,0,1,0.429,0.345,5,2026-02-20
byd,1,0,1,0.571,0.244,17,2026-02-20
lcd,1,0,1,0.571,0.244,55,2026-02-20
아이폰,2,1,1,1.571,0.19,63,2026-02-20
구글,2,5,-3,1.714,0.124,49,2026-02-20
ar,2,3,-1,1.857,0.06,48,2026-02-20
xr,2,5,-3,1.857,0.06,67,2026-02-20
sk하이닉스,1,0,1,1.429,-0.195,51,2026-02-20
맥북,1,0,1,1.571,-0.254,25,2026-02-20
엔비디아,1,0,1,1.714,-0.309,52,2026-02-20
vr,1,3,-2,1.857,-0.363,24,2026-02-20
폴더블,1,1,0,2.0,-0.414,50,2026-02-20
갤럭시,1,6,-5,3.286,-0.813,83,2026-02-20
lg디스플레이,16,2,14,2.714,5.018,132,2026-02-21
삼성전자,24,18,6,12.286,2.6,427,2026-02-21
sk온,4,0,4,0.571,1.953,5,2026-02-21
디스플레이,17,29,-12,9.429,1.86,232,2026-02-21
구글,7,2,5,2.571,1.701,56,2026-02-21
삼성디스플레이,7,15,-8,3.286,1.321,61,2026-02-21
한화시스템,2,0,2,0.286,1.117,5,2026-02-21
공급망,2,0,2,0.429,0.95,15,2026-02-21
인텔,2,0,2,0.429,0.95,69,2026-02-21
lcd,2,1,1,0.714,0.697,57,2026-02-21
sk하이닉스,3,1,2,1.571,0.634,53,2026-02-21
sfa,1,0,1,0.143,0.622,1,2026-02-21
그램,1,0,1,0.143,0.622,4,2026-02-21
레노버,1,0,1,0.143,0.622,17,2026-02-21
비보,1,0,1,0.143,0.622,1,2026-02-21
샤프,1,0,1,0.143,0.622,3,2026-02-21
갤럭시,5,1,4,3.429,0.551,82,2026-02-21
폴더블,2,1,1,1.0,0.5,50,2026-02-21
amd,1,0,1,0.286,0.465,11,2026-02-21
알파벳,1,0,1,0.286,0.465,6,2026-02-21
벤츠,1,1,0,0.286,0.465,43,2026-02-21
세미파이브,1,1,0,0.286,0.465,11,2026-02-21
스마트워치,1,1,0,0.286,0.465,2,2026-02-21
노트북,4,6,-2,3.0,0.366,100,2026-02-21
hp,1,1,0,0.429,0.345,54,2026-02-21
모바일,1,0,1,0.571,0.244,24,2026-02-21
메타,1,2,-1,0.571,0.244,25,2026-02-21
한화솔루션,1,3,-2,0.571,0.244,11,2026-02-21
byd,1,1,0,0.714,0.155,18,2026-02-21
tcl,4,25,-21,4.286,-0.093,114,2026-02-21
아마존,1,2,-1,1.286,-0.134,19,2026-02-21
선익시스템,1,6,-5,1.286,-0.134,29,2026-02-21
lg전자,7,14,-7,7.571,-0.152,238,2026-02-21
모니터,1,6,-5,1.571,-0.254,74,2026-02-21
oled,8,23,-15,9.286,-0.318,255,2026-02-21
ar,1,2,-1,1.857,-0.363,49,2026-02-21
xr,1,2,-1,1.857,-0.363,66,2026-02-21
애플,6,10,-4,8.0,-0.522,178,2026-02-21
스마트폰,1,4,-3,2.429,-0.558,78,2026-02-21
boe,1,14,-13,2.571,-0.604,39,2026-02-21
tv,10,40,-30,14.857,-1.001,349,2026-02-21
구글,6,7,-1,3.286,0.965,61,2026-02-22
corning,1,0,1,0.143,0.622,1,2026-02-22
소니,1,0,1,0.143,0.622,28,2026-02-22
메타,2,1,1,0.857,0.593,26,2026-02-22
byd,2,1,1,1.0,0.5,20,2026-02-22
한화시스템,1,2,-1,0.429,0.345,6,2026-02-22
아이폰,2,0,2,1.429,0.26,58,2026-02-22
lcd,1,2,-1,0.571,0.244,58,2026-02-22
공급망,1,2,-1,0.571,0.244,15,2026-02-22
인텔,1,2,-1,0.571,0.244,70,2026-02-22
엔비디아,1,0,1,0.714,0.155,51,2026-02-22
모바일,1,1,0,0.714,0.155,24,2026-02-22
sk온,1,4,-3,0.714,0.155,6,2026-02-22
선익시스템,1,1,0,1.429,-0.195,30,2026-02-22
아마존,1,1,0,1.429,-0.195,19,2026-02-22
sk하이닉스,1,3,-2,1.429,-0.195,53,2026-02-22
