term,cur,prev,diff,total,ma7,z_like
삼성전자,10,15,-5,400,11.0,-0.232
폴더블,9,4,5,55,2.857,2.283
엔비디아,8,1,7,60,3.143,1.752
애플,8,6,2,163,5.571,0.723
모니터,6,17,-11,90,4.286,0.558
디스플레이,6,13,-7,218,4.714,0.405
tv,5,10,-5,374,5.571,-0.17
oled,5,27,-22,304,9.143,-1.03
갤럭시,4,2,2,75,2.429,0.614
노트북,4,5,-1,118,3.143,0.309
kaist,3,0,3,22,0.429,1.554
레노버,3,0,3,34,0.571,1.383
양산,3,3,0,66,1.714,0.557
lg전자,3,9,-6,236,5.571,-0.765
fhd,2,0,2,2,0.286,1.117
공급망,2,0,2,14,0.857,0.593
sk하이닉스,2,3,-1,63,2.571,-0.219
설비투자,1,0,1,5,0.143,0.622
그램,1,0,1,4,0.143,0.622
google,1,0,1,1,0.143,0.622
원익ips,1,0,1,4,0.286,0.465
nvidia,1,1,0,3,0.429,0.345
시스코,1,1,0,3,0.429,0.345
퀄컴,1,1,0,8,0.571,0.244
boe,1,0,1,28,0.714,0.155
맥북,1,0,1,20,0.714,0.155
hp,1,0,1,60,0.857,0.074
ar,1,0,1,43,1.429,-0.195
스마트폰,1,2,-1,82,1.714,-0.309
xr,1,1,0,62,1.714,-0.309
구글,1,4,-3,52,2.0,-0.414
삼성디스플레이,1,14,-13,60,2.429,-0.558
한미반도체,1,2,-1,22,2.714,-0.648
카카오,1,16,-15,38,2.857,-0.69
lg디스플레이,1,1,0,125,5.429,-1.33
lcd,1,1,0,60,6.429,-1.535
