term,cur,prev,diff,ma7,z_like,total
lg전자,13,4,9,10.0,0.721,273
qualcomm,1,0,1,0.143,0.622,1
bmw,1,1,0,0.286,0.465,16
4k,1,0,1,0.429,0.345,4
픽셀,2,0,2,1.286,0.335,14
소니,1,0,1,0.571,0.244,12
sk하이닉스,2,1,1,1.571,0.19,92
tsmc,1,0,1,0.714,0.155,18
샤오미,1,0,1,0.714,0.155,13
퀄컴,1,2,-1,1.143,-0.069,39
공급망,1,0,1,1.286,-0.134,52
엔비디아,4,5,-1,4.429,-0.138,88
노트북,2,2,0,2.571,-0.219,99
수율,1,0,1,1.571,-0.254,15
갤럭시,3,0,3,3.857,-0.289,285
구글,2,1,1,3.857,-0.627,88
애플,9,10,-1,12.0,-0.672,286
lg디스플레이,2,2,0,4.143,-0.706,156
인텔,1,0,1,3.0,-0.732,32
스마트폰,1,3,-2,3.143,-0.773,94
아이폰,1,0,1,3.571,-0.89,73
tv,2,4,-2,6.714,-1.313,158
디스플레이,1,2,-1,5.857,-1.42,228
삼성전자,7,9,-2,14.571,-1.572,331
oled,1,2,-1,7.143,-1.673,345
폴더블,2,0,2,9.429,-1.825,212
