term,cur,prev,diff,ma7,z_like,total
bmw,2,0,2,0.429,0.95,10
폭스바겐,1,0,1,0.143,0.622,6
알파벳,1,0,1,0.286,0.465,6
한미반도체,1,0,1,0.286,0.465,4
엔비디아,3,4,-1,2.286,0.284,105
기아,1,0,1,0.571,0.244,28
dell,1,2,-1,0.571,0.244,10
스마트폰,5,3,2,4.429,0.184,95
메타,1,0,1,0.857,0.074,25
tcl,1,4,-3,0.857,0.074,24
샤오미,2,8,-6,1.857,0.06,18
sk하이닉스,2,0,2,2.0,0.0,42
애플,3,3,0,3.143,-0.052,178
폴더블,2,4,-2,2.143,-0.058,59
아이폰,1,1,0,1.429,-0.195,36
amd,1,6,-5,1.571,-0.254,30
갤럭시,1,2,-1,1.857,-0.363,63
구글,1,0,1,2.286,-0.512,119
xr,1,3,-2,2.286,-0.512,95
노트북,2,6,-4,3.857,-0.627,123
퀄컴,1,16,-15,2.857,-0.69,36
레노버,1,8,-7,3.286,-0.813,57
lg디스플레이,1,1,0,3.571,-0.89,77
삼성디스플레이,1,0,1,3.714,-0.927,59
디스플레이,3,10,-7,6.857,-1.066,182
lg전자,5,17,-12,10.143,-1.229,261
tv,4,11,-7,9.286,-1.306,310
삼성전자,2,9,-7,14.286,-2.57,608
oled,1,8,-7,14.286,-2.78,299
