term,cur,prev,diff,ma7,z_like,total
lg디스플레이,10,0,10,2.714,2.752,58
벤츠,3,1,2,0.714,1.239,43
기아,2,0,2,0.429,0.95,14
갤럭시,5,0,5,2.857,0.797,121
tv,10,5,5,7.571,0.647,234
lg전자,8,2,6,5.857,0.627,303
dell,1,0,1,0.143,0.622,13
lg화학,1,0,1,0.143,0.622,3
구글,1,0,1,0.286,0.465,58
올레드,1,0,1,0.286,0.465,7
카카오,1,1,0,0.429,0.345,35
bmw,2,0,2,1.286,0.335,15
노트북,4,1,3,3.286,0.254,125
byd,1,0,1,0.571,0.244,15
삼성디스플레이,1,0,1,0.571,0.244,73
양산,1,0,1,0.571,0.244,31
vr,1,1,0,0.571,0.244,14
kaist,1,1,0,0.714,0.155,23
벤큐,1,2,-1,1.286,-0.134,14
oled,6,0,6,7.0,-0.274,303
tcl,1,0,1,1.857,-0.363,75
디스플레이,5,1,4,6.286,-0.367,196
스마트폰,3,2,1,4.143,-0.377,92
샤오미,1,0,1,2.714,-0.648,48
공급망,1,0,1,2.857,-0.69,46
삼성전자,4,2,2,6.571,-0.722,485
모니터,2,1,1,5.143,-0.962,162
xr,1,5,-4,3.857,-0.964,78
폴더블,11,9,2,16.143,-1.025,282
애플,15,14,1,22.857,-1.359,407
아이폰,6,7,-1,17.0,-2.147,224
