term,cur,prev,diff,total,ma7,z_like
삼성전자,26,6,20,502,17.857,1.558
삼성디스플레이,13,2,11,80,4.429,2.761
모니터,13,8,5,158,5.714,2.149
애플,12,19,-7,270,10.571,0.336
레노버,11,0,11,92,3.286,2.743
아이폰,9,4,5,108,5.286,1.126
lg전자,8,9,-1,175,4.714,1.036
asus,7,2,5,22,1.286,2.678
tv,7,2,5,278,4.857,0.669
응답속도,6,1,5,7,1.0,2.5
갤럭시,5,2,3,240,2.429,1.005
xr,5,2,3,120,3.286,0.609
폴더블,5,12,-7,100,5.714,-0.211
디스플레이,5,3,2,269,8.0,-0.784
oled,5,10,-5,366,9.571,-1.117
bmw,3,3,0,14,1.286,0.803
퀄컴,3,0,3,54,2.857,0.053
vr,3,3,0,44,3.857,-0.289
노트북,3,5,-2,143,6.0,-0.87
lg디스플레이,3,12,-9,155,8.714,-1.446
선익시스템,2,3,-1,32,0.857,0.593
맥북,2,3,-1,96,1.143,0.414
sk하이닉스,2,3,-1,68,2.143,-0.058
스마트폰,2,0,2,116,2.429,-0.168
모바일,2,1,1,62,2.714,-0.27
양산,2,11,-9,64,7.286,-1.429
원익ips,1,0,1,3,0.143,0.622
벤츠,1,1,0,18,0.286,0.465
카카오,1,0,1,11,0.286,0.465
오포,1,0,1,14,0.429,0.345
올레드,1,0,1,9,0.429,0.345
화웨이,1,2,-1,18,0.571,0.244
boe,1,0,1,23,0.714,0.155
공급망,1,0,1,36,0.857,0.074
기아,1,3,-2,15,0.857,0.074
구글,1,1,0,49,1.0,0.0
tcl,1,1,0,67,1.429,-0.195
엔비디아,1,5,-4,222,7.143,-1.673
