term,cur,prev,diff,ma7,z_like,total,date
모니터,29,12,17,7.571,5.712,191,2026-04-03
기아,13,1,12,2.143,4.407,34,2026-04-03
삼성전자,34,12,22,15.286,3.812,508,2026-04-03
갤럭시,9,7,2,3.571,1.879,108,2026-04-03
xr,8,4,4,3.143,1.752,118,2026-04-03
퀄컴,3,0,3,0.571,1.383,50,2026-04-03
tcl,6,9,-3,2.571,1.317,89,2026-04-03
디스플레이,9,3,6,5.0,1.236,213,2026-04-03
애플,13,10,3,8.571,1.128,273,2026-04-03
lg디스플레이,6,14,-8,3.143,1.03,135,2026-04-03
nvidia,2,0,2,0.429,0.95,3,2026-04-03
카카오,2,0,2,0.429,0.95,11,2026-04-03
lcd,2,1,1,0.714,0.697,36,2026-04-03
아마존,2,1,1,0.714,0.697,12,2026-04-03
아이폰,5,1,4,3.143,0.67,116,2026-04-03
에어팟,1,0,1,0.143,0.622,5,2026-04-03
터치id,1,0,1,0.143,0.622,2,2026-04-03
소니,5,10,-5,3.286,0.609,34,2026-04-03
고성능,2,1,1,1.0,0.5,23,2026-04-03
sk하이닉스,2,3,-1,1.0,0.5,68,2026-04-03
엔비디아,4,7,-3,2.714,0.486,179,2026-04-03
한화시스템,1,0,1,0.286,0.465,4,2026-04-03
boe,1,0,1,0.429,0.345,19,2026-04-03
게이밍모니터,1,0,1,0.429,0.345,6,2026-04-03
양산,1,0,1,0.429,0.345,62,2026-04-03
화웨이,1,0,1,0.429,0.345,14,2026-04-03
인텔,1,1,0,0.429,0.345,39,2026-04-03
삼성디스플레이,1,0,1,0.714,0.155,84,2026-04-03
노트북,3,4,-1,3.143,-0.052,126,2026-04-03
레노버,1,7,-6,1.286,-0.134,73,2026-04-03
폴더블,3,5,-2,3.429,-0.15,114,2026-04-03
kaist,1,0,1,1.429,-0.195,14,2026-04-03
lg전자,3,2,1,3.571,-0.198,230,2026-04-03
스마트폰,3,3,0,3.714,-0.244,104,2026-04-03
vr,1,1,0,1.857,-0.363,56,2026-04-03
oled,7,20,-13,8.571,-0.4,301,2026-04-03
tv,10,10,0,12.286,-0.507,365,2026-04-03
ar,1,9,-8,2.857,-0.69,50,2026-04-03
구글,2,14,-12,5.0,-0.927,80,2026-04-03
lg화학,1,0,1,3.857,-0.964,27,2026-04-03
모바일,1,1,0,3.857,-0.964,69,2026-04-03
lg화학,11,1,10,5.429,1.673,38,2026-04-04
디스플레이,9,9,0,5.857,0.919,209,2026-04-04
갤럭시,7,9,-2,4.429,0.828,111,2026-04-04
hp,2,0,2,0.571,0.814,15,2026-04-04
sk하이닉스,3,2,1,1.286,0.803,69,2026-04-04
asus,2,0,2,0.714,0.697,26,2026-04-04
삼성전자,16,34,-18,13.0,0.651,513,2026-04-04
8k,1,0,1,0.143,0.622,3,2026-04-04
ald,1,0,1,0.143,0.622,1,2026-04-04
qned,1,0,1,0.143,0.622,2,2026-04-04
삼성디스플레이,2,1,1,0.857,0.593,86,2026-04-04
아마존,2,2,0,1.0,0.5,14,2026-04-04
xr,5,8,-3,3.571,0.494,118,2026-04-04
4k,1,0,1,0.286,0.465,5,2026-04-04
sharp,1,0,1,0.286,0.465,11,2026-04-04
맥북,1,0,1,0.286,0.465,63,2026-04-04
샤오미,1,0,1,0.286,0.465,13,2026-04-04
선익시스템,1,0,1,0.286,0.465,16,2026-04-04
한화시스템,1,1,0,0.286,0.465,4,2026-04-04
모니터,10,29,-19,8.571,0.364,198,2026-04-04
공급망,1,0,1,0.429,0.345,36,2026-04-04
amd,1,0,1,0.571,0.244,26,2026-04-04
양산,1,1,0,0.571,0.244,63,2026-04-04
인텔,1,1,0,0.571,0.244,40,2026-04-04
화웨이,1,1,0,0.571,0.244,13,2026-04-04
lcd,1,2,-1,0.571,0.244,37,2026-04-04
lg디스플레이,4,6,-2,3.714,0.098,138,2026-04-04
구글,5,2,3,5.286,-0.087,84,2026-04-04
스마트폰,4,3,1,4.286,-0.093,101,2026-04-04
메타,1,0,1,1.429,-0.195,26,2026-04-04
폴더블,2,3,-1,2.857,-0.319,114,2026-04-04
엔비디아,2,4,-2,2.857,-0.319,177,2026-04-04
모바일,1,1,0,1.857,-0.363,65,2026-04-04
vr,1,1,0,2.0,-0.414,55,2026-04-04
oled,6,7,-1,7.571,-0.419,289,2026-04-04
기아,1,13,-12,2.286,-0.512,33,2026-04-04
tv,8,10,-2,10.429,-0.574,362,2026-04-04
lg전자,1,3,-2,2.571,-0.604,224,2026-04-04
tcl,1,6,-5,2.714,-0.648,89,2026-04-04
ar,1,1,0,3.0,-0.732,48,2026-04-04
애플,5,13,-8,7.857,-0.751,253,2026-04-04
소니,1,5,-4,3.429,-0.852,33,2026-04-04
현대모비스,2,0,2,0.714,0.697,35,2026-04-05
터치id,1,0,1,0.286,0.465,3,2026-04-05
애플워치,1,0,1,0.429,0.345,4,2026-04-05
샤오미,1,1,0,0.429,0.345,13,2026-04-05
애플,10,5,5,8.857,0.287,250,2026-04-05
메타,2,1,1,1.429,0.26,27,2026-04-05
카카오,1,0,1,0.571,0.244,10,2026-04-05
갤럭시,4,7,-3,4.571,-0.182,113,2026-04-05
sk하이닉스,1,3,-2,1.429,-0.195,70,2026-04-05
아이폰,2,0,2,2.571,-0.219,114,2026-04-05
노트북,2,0,2,2.714,-0.27,117,2026-04-05
모바일,1,1,0,1.714,-0.309,62,2026-04-05
폴더블,2,2,0,3.0,-0.366,115,2026-04-05
vr,1,1,0,2.143,-0.464,55,2026-04-05
lg전자,1,1,0,2.571,-0.604,218,2026-04-05
tcl,1,1,0,2.857,-0.69,58,2026-04-05
구글,2,5,-3,4.714,-0.856,83,2026-04-05
xr,1,5,-4,3.571,-0.89,115,2026-04-05
lg디스플레이,1,4,-3,3.857,-0.964,139,2026-04-05
스마트폰,1,4,-3,4.143,-1.035,98,2026-04-05
lg화학,1,11,-10,5.571,-1.36,39,2026-04-05
디스플레이,1,9,-8,5.714,-1.39,206,2026-04-05
삼성전자,6,16,-10,13.143,-1.544,511,2026-04-05
tv,2,8,-6,10.714,-2.039,343,2026-04-05
기아,11,0,11,3.857,2.41,44,2026-04-06
host,1,0,1,0.143,0.622,1,2026-04-06
올레드,1,0,1,0.143,0.622,70,2026-04-06
모바일,2,1,1,1.0,0.5,59,2026-04-06
현대모비스,2,2,0,1.0,0.5,30,2026-04-06
8k,1,0,1,0.286,0.465,4,2026-04-06
맥북,1,0,1,0.429,0.345,53,2026-04-06
노트북,4,2,2,3.143,0.309,117,2026-04-06
lg전자,3,1,2,2.286,0.284,218,2026-04-06
인텔,1,0,1,0.571,0.244,41,2026-04-06
ar,2,0,2,2.143,-0.058,49,2026-04-06
삼성전자,13,6,7,13.571,-0.122,519,2026-04-06
레노버,1,0,1,1.286,-0.134,62,2026-04-06
