cluster_id,keywords
0,"모니터, 노트북, 반도체, 갤럭시"
1,"애플, 스마트폰, 구글, 미국, 폴더블, 광학용, 소재, 솔루션, 하루, 아이폰, 계획, 구조, 증가, 자체, 전환, 실시간, 서비스, 소니, 시스템, 전년, 유럽, 2026년형, 적용, 기아, 투명, 이벤트, 분석, 개발, 제조, 일부, 챔피언십, 공격, 확장, 전력, 예정, 흐름, 위치, 신제품, 게임, 업데이트, 레벨업, 이유, 있었다, 집중, 품질, 자동차, 기술력, 시간, 라인업, 현대차, 경험, 신규, 성공, 설계, 하만, 플랫폼, 메모리, 관리, 환경, 안전, 시리즈, 소통"
2,이란
3,티켓
4,"가격, 매출, 달러, 생산, 효율, 투자"
5,탄소
6,"중국, 대만"
7,"에너지, 전기차, 전기, 배터리"
