term,cur,prev,diff,total,ma7,z_like
애플,11,14,-3,298,13.286,-0.492
폴더블,9,7,2,114,5.286,1.126
아이폰,7,3,4,80,2.857,1.54
디스플레이,7,26,-19,210,10.714,-0.869
삼성전자,6,6,0,380,6.857,-0.237
갤럭시,4,1,3,54,2.571,0.549
oled,4,20,-16,254,7.286,-0.888
구글,3,3,0,51,1.429,0.716
xr,3,1,2,136,1.714,0.557
sk하이닉스,3,9,-6,87,3.429,-0.15
tv,3,8,-5,280,4.286,-0.419
lg전자,3,7,-4,270,6.0,-0.87
sharp,2,1,1,19,0.714,0.697
모바일,2,1,1,30,1.143,0.414
양산,2,3,-1,37,1.286,0.335
노트북,2,1,1,103,2.429,-0.168
lg디스플레이,2,1,1,121,3.143,-0.412
도우인시스,1,0,1,7,0.143,0.622
아마존,1,0,1,5,0.143,0.622
딥엑스,1,0,1,4,0.143,0.622
에어팟,1,0,1,13,0.286,0.465
샤오미,1,0,1,7,0.286,0.465
오포,1,0,1,7,0.286,0.465
노키아,1,1,0,2,0.286,0.465
카카오,1,2,-1,11,0.571,0.244
현대모비스,1,1,0,7,0.571,0.244
boe,1,2,-1,36,1.0,0.0
삼성디스플레이,1,0,1,38,1.286,-0.134
hp,1,2,-1,24,1.286,-0.134
tcl,1,0,1,31,1.429,-0.195
엔비디아,1,4,-3,127,2.286,-0.512
스마트폰,1,1,0,78,3.0,-0.732
