org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13
P-Complex,1,1,1,8,1,1,1,1,0,1,1,2,0,0
PC,1,2,6,9,3,3,3,5,6,2,3,1,7,2
PCB,2,1,8,2,6,4,2,1,3,2,4,2,0,2
PCB를,2,1,8,2,6,4,2,1,3,2,4,2,0,2
PD,6,2,2,3,2,2,4,4,4,1,4,0,2,0
PDF,0,0,2,1,0,0,0,0,1,0,0,0,0,0
PECVD,3,5,3,2,7,10,1,6,3,1,5,1,5,0
PEMFC,0,0,5,2,3,1,0,1,2,0,3,2,0,1
PID,5,5,6,1,7,6,1,2,6,1,6,6,3,0
PLPM7,1,4,4,2,4,5,2,4,4,0,5,4,1,0
PPC,1,2,3,3,3,4,2,3,5,0,1,2,2,0
PS,6,8,1,0,4,4,4,8,5,8,4,0,4,40
Pin,7,4,6,35,4,4,5,3,2,5,5,6,0,1
Power,1,4,4,2,4,5,2,4,4,0,5,4,1,0
President,0,0,2,3,1,1,2,2,3,0,0,0,1,0
ProArt,6,2,2,3,2,2,4,4,4,1,4,0,2,0
QD-OLED,4,8,6,8,6,8,11,14,12,4,6,2,5,3
QHD,3,3,5,5,2,4,5,5,5,1,1,1,3,1
QNED,2,1,3,1,3,3,2,5,8,3,3,2,1,2
ROG,3,3,6,7,3,5,6,6,6,1,1,1,4,1
RPG,1,1,3,5,3,3,3,5,5,2,3,1,5,2
Regarding,0,0,2,3,1,1,2,2,3,0,0,0,1,0
Research,0,0,2,1,0,0,0,0,1,0,0,0,0,0
S11,0,0,2,1,0,0,0,0,1,0,0,0,0,0
S23은,0,1,2,2,6,2,4,2,3,1,4,1,3,1
SCAN,2,6,6,3,7,6,2,4,10,2,8,3,3,1
SEBI,1,0,1,1,1,0,2,0,2,0,0,0,0,0
SID,2,4,6,1,6,5,7,3,7,1,4,3,6,1
SK증권,2,2,2,1,1,2,1,1,2,3,1,1,1,0
SK하이닉스,14,15,12,3,11,11,8,14,13,14,10,6,8,44
SNS,0,0,2,1,0,0,0,0,1,0,0,0,0,0
SSH,5,1,4,1,1,3,0,0,4,1,3,2,0,0
STAR,1,1,3,5,3,3,3,5,5,2,3,1,5,2
SUV,9,9,10,14,17,16,8,10,12,6,14,13,7,1
Saint,0,0,2,2,0,0,0,0,1,0,0,0,0,0
Samsung,2,2,8,9,4,3,3,4,6,3,3,5,1,2
She,0,0,2,2,0,0,0,0,1,0,0,0,0,0
Shot,7,4,6,35,4,4,5,3,2,5,5,6,0,1
Signage,2,2,6,6,3,2,1,2,3,3,3,5,0,2
Silicon,0,5,12,13,13,11,4,6,12,0,13,0,4,0
Smart,2,2,6,6,3,2,1,2,3,3,3,5,0,2
South,0,0,2,1,0,0,0,0,1,0,0,0,0,0
Strix,3,3,6,7,3,5,6,6,6,1,1,1,4,1
Sun-joo,0,0,2,2,0,0,0,0,1,0,0,0,0,0
Sync,3,3,5,5,2,4,5,5,5,1,1,1,3,1
TCL,2,1,3,1,3,3,2,5,8,3,3,2,1,2
TDI,2,6,6,3,7,6,2,4,10,2,8,3,3,1
TFSI,1,2,3,3,3,4,2,3,5,0,1,2,2,0
TFT,3,5,3,1,8,7,3,4,4,1,4,1,3,0
TFT-LCD,5,5,6,5,5,5,4,5,7,3,10,6,5,3
TFT가,3,5,3,1,8,7,3,4,4,1,4,1,3,0
TSMC,1,2,2,1,0,0,0,2,1,2,0,0,1,2
Technical,2,2,6,6,3,2,1,2,3,3,3,5,0,2
Technology,5,5,6,5,5,5,4,5,7,3,10,6,5,3
The,0,0,2,1,0,0,0,0,1,0,0,0,0,0
Toyota,2,2,6,6,3,2,1,2,3,3,3,5,0,2
Type-C,6,2,2,3,2,2,4,4,4,1,4,0,2,0
UHD,6,2,2,3,2,2,4,4,4,1,4,0,2,0
USB,9,5,7,8,4,6,9,9,9,2,5,1,5,1
V-Labs,4,1,6,7,3,1,3,2,4,1,2,1,3,0
V5,13,21,15,8,28,40,4,22,16,3,19,6,20,0
VESA,9,5,7,8,4,6,9,9,9,2,5,1,5,1
VLabs,4,1,6,7,3,1,3,2,4,1,2,1,3,0
VR헤드셋,3,5,6,4,4,3,2,1,1,5,5,1,1,1
Vegalas,1,4,4,2,4,5,2,4,4,0,5,4,1,0
Visionox,10,16,12,6,21,30,3,16,13,2,14,5,15,0
WOLED,1,5,1,3,4,4,6,9,7,3,5,1,2,2
We,0,0,2,3,1,1,2,2,3,0,0,0,1,0
X7,6,6,6,10,12,10,2,6,6,4,10,8,4,0
XG27ACDMS,0,0,1,2,1,1,1,1,1,0,0,0,1,0
XG27AQDPG는,3,3,5,5,2,4,5,5,5,1,1,1,3,1
XG32UCWG,0,0,1,2,1,1,1,1,1,0,0,0,1,0
Yves,0,0,2,2,0,0,0,0,1,0,0,0,0,0
a-Si,3,5,4,2,7,10,1,5,4,0,4,2,5,0
about,0,0,2,3,1,1,2,2,3,0,0,0,1,0
adding,0,0,2,3,1,1,2,2,3,0,0,0,1,0
advertisement,6,4,6,4,6,5,5,8,7,1,5,2,4,3
after,0,0,2,2,0,0,0,0,1,0,0,0,0,0
al,0,0,2,2,0,0,0,0,1,0,0,0,0,0
also,2,2,8,7,3,2,1,2,4,3,3,5,0,2
ams,1,4,4,2,4,5,2,4,4,0,5,4,1,0
and,6,3,18,19,7,4,6,6,12,4,5,6,4,2
announced,0,0,2,3,1,1,2,2,3,0,0,0,1,0
appointed,0,0,2,2,0,0,0,0,1,0,0,0,0,0
are,0,0,2,3,1,1,2,2,3,0,0,0,1,0
as,4,1,12,13,4,2,5,4,9,1,2,1,4,0
at,0,0,4,5,1,1,2,2,4,0,0,0,1,0
attention,0,0,2,1,0,0,0,0,1,0,0,0,0,0
avec,4,1,6,7,3,1,3,2,4,1,2,1,3,0
bas,4,1,6,7,3,1,3,2,4,1,2,1,3,0
board,0,0,2,2,0,0,0,0,1,0,0,0,0,0
brand,0,0,2,2,0,0,0,0,1,0,0,0,0,0
business,0,0,2,2,0,0,0,0,1,0,0,0,0,0
by,0,0,2,1,0,0,0,0,1,0,0,0,0,0
chief,0,0,2,2,0,0,0,0,1,0,0,0,0,0
company,0,0,2,3,1,1,2,2,3,0,0,0,1,0
compenses,4,1,6,7,3,1,3,2,4,1,2,1,3,0
consommateurs,4,1,6,7,3,1,3,2,4,1,2,1,3,0
consommation,4,1,6,7,3,1,3,2,4,1,2,1,3,0
consumers,4,1,6,7,3,1,3,2,4,1,2,1,3,0
consumption,4,1,6,7,3,1,3,2,4,1,2,1,3,0
cosmetics,0,0,2,2,0,0,0,0,1,0,0,0,0,0
cumulative,0,0,2,1,0,0,0,0,1,0,0,0,0,0
customers,0,0,2,3,1,1,2,2,3,0,0,0,1,0
de,4,1,6,7,3,1,3,2,4,1,2,1,3,0
des,4,1,6,7,3,1,3,2,4,1,2,1,3,0
design,2,2,6,6,3,2,1,2,3,3,3,5,0,2
digital,2,2,6,6,3,2,1,2,3,3,3,5,0,2
diodes,0,0,2,3,1,1,2,2,3,0,0,0,1,0
displays,2,2,6,6,3,2,1,2,3,3,3,5,0,2
division,0,0,2,2,0,0,0,0,1,0,0,0,0,0
downloads,0,0,2,1,0,0,0,0,1,0,0,0,0,0
email,4,6,5,1,5,5,7,8,7,5,3,1,2,6
emphasized,0,0,2,3,1,1,2,2,3,0,0,0,1,0
en,4,1,6,7,3,1,3,2,4,1,2,1,3,0
est,4,1,6,7,3,1,3,2,4,1,2,1,3,0
et,4,1,6,7,3,1,3,2,4,1,2,1,3,0
executive,0,0,2,2,0,0,0,0,1,0,0,0,0,0
e스포츠,3,3,5,5,2,4,5,5,5,1,1,1,3,1
fair,0,0,2,3,1,1,2,2,3,0,0,0,1,0
first,0,0,2,3,1,1,2,2,3,0,0,0,1,0
for,4,1,10,12,4,2,5,4,8,1,2,1,4,0
general,0,0,2,2,0,0,0,0,1,0,0,0,0,0
generation,0,0,2,3,1,1,2,2,3,0,0,0,1,0
global,0,0,4,3,0,0,0,0,2,0,0,0,0,0
government,0,0,2,3,1,1,2,2,3,0,0,0,1,0
has,2,2,8,9,4,3,3,4,6,3,3,5,1,2
he,0,0,2,3,1,1,2,2,3,0,0,0,1,0
if,2,1,4,1,0,1,2,0,2,1,1,0,1,0
in,6,3,18,19,7,4,6,6,12,4,5,6,4,2
including,2,2,6,6,3,2,1,2,3,3,3,5,0,2
institute,0,0,2,1,0,0,0,0,1,0,0,0,0,0
into,0,0,2,2,0,0,0,0,1,0,0,0,0,0
investing,0,0,2,3,1,1,2,2,3,0,0,0,1,0
is,4,1,12,13,4,2,5,4,9,1,2,1,4,0
it,0,0,2,1,0,0,0,0,1,0,0,0,0,0
its,4,1,10,10,3,1,3,2,6,1,2,1,3,0
kakao,2,1,4,1,0,1,2,0,2,1,1,0,1,0
la,4,1,6,7,3,1,3,2,4,1,2,1,3,0
later,0,0,2,2,0,0,0,0,1,0,0,0,0,0
le,4,1,6,7,3,1,3,2,4,1,2,1,3,0
les,4,1,6,7,3,1,3,2,4,1,2,1,3,0
light-emitting,0,0,2,3,1,1,2,2,3,0,0,0,1,0
line,0,0,2,3,1,1,2,2,3,0,0,0,1,0
mAh,0,1,2,2,6,2,4,2,3,1,4,1,3,1
mass-produce,0,0,2,3,1,1,2,2,3,0,0,0,1,0
meeting,0,0,2,2,0,0,0,0,1,0,0,0,0,0
million,0,0,2,1,0,0,0,0,1,0,0,0,0,0
million.,0,0,2,1,0,0,0,0,1,0,0,0,0,0
model,0,0,2,1,0,0,0,0,1,0,0,0,0,0
next,0,0,2,3,1,1,2,2,3,0,0,0,1,0
nits,0,1,2,2,6,2,4,2,3,1,4,1,3,1
o1,0,0,2,1,0,0,0,0,1,0,0,0,0,0
of,6,3,18,19,7,4,6,6,12,4,5,6,4,2
okjebo,0,0,0,0,0,0,6,6,0,12,0,0,0,60
on,4,6,24,26,17,13,9,10,21,1,15,1,8,0
open.,0,0,2,3,1,1,2,2,3,0,0,0,1,0
pace,0,0,2,1,0,0,0,0,1,0,0,0,0,0
par,4,1,6,7,3,1,3,2,4,1,2,1,3,0
plateforme,4,1,6,7,3,1,3,2,4,1,2,1,3,0
plus,4,1,6,7,3,1,3,2,4,1,2,1,3,0
possibility,0,0,2,3,1,1,2,2,3,0,0,0,1,0
president,0,0,2,2,0,0,0,0,1,0,0,0,0,0
product,4,1,6,7,3,1,3,2,4,1,2,1,3,0
produits,4,1,6,7,3,1,3,2,4,1,2,1,3,0
protected,4,6,5,1,5,5,7,8,7,5,3,1,2,6
quarter,0,0,2,3,1,1,2,2,3,0,0,0,1,0
re,4,1,6,7,3,1,3,2,4,1,2,1,3,0
release,0,0,2,1,0,0,0,0,1,0,0,0,0,0
released,0,0,2,1,0,0,0,0,1,0,0,0,0,0
sRGB,6,2,2,3,2,2,4,4,4,1,4,0,2,0
said,0,0,2,3,1,1,2,2,3,0,0,0,1,0
second,0,0,2,3,1,1,2,2,3,0,0,0,1,0
second-largest,0,0,2,2,0,0,0,0,1,0,0,0,0,0
she,0,0,2,2,0,0,0,0,1,0,0,0,0,0
showrooms,2,2,6,6,3,2,1,2,3,3,3,5,0,2
signage,2,2,6,6,3,2,1,2,3,3,3,5,0,2
simple,4,1,6,7,3,1,3,2,4,1,2,1,3,0
smart,2,2,6,6,3,2,1,2,3,3,3,5,0,2
so,0,0,2,3,1,1,2,2,3,0,0,0,1,0
stores,2,2,6,6,3,2,1,2,3,3,3,5,0,2
structure,4,1,6,7,3,1,3,2,4,1,2,1,3,0
subsidiary,0,0,2,2,0,0,0,0,1,0,0,0,0,0
supplied,2,2,6,6,3,2,1,2,3,3,3,5,0,2
sur,4,1,6,7,3,1,3,2,4,1,2,1,3,0
surpassed,0,0,2,1,0,0,0,0,1,0,0,0,0,0
that,0,0,4,4,1,1,2,2,4,0,0,0,1,0
the,6,3,18,19,7,4,6,6,12,4,5,6,4,2
this,0,0,2,3,1,1,2,2,3,0,0,0,1,0
time,0,0,2,1,0,0,0,0,1,0,0,0,0,0
to,6,3,18,19,7,4,6,6,12,4,5,6,4,2
two,0,0,2,1,0,0,0,0,1,0,0,0,0,0
un,4,1,6,7,3,1,3,2,4,1,2,1,3,0
une,4,1,6,7,3,1,3,2,4,1,2,1,3,0
use,2,2,6,6,3,2,1,2,3,3,3,5,0,2
valeur,4,1,6,7,3,1,3,2,4,1,2,1,3,0
vehicle,2,2,6,6,3,2,1,2,3,3,3,5,0,2
was,0,0,2,1,0,0,0,0,1,0,0,0,0,0
where,4,1,8,9,3,1,3,2,5,1,2,1,3,0
with,4,1,10,11,4,2,5,4,8,1,2,1,4,0
won,0,0,2,3,1,1,2,2,3,0,0,0,1,0
x2,3,3,5,5,2,4,5,5,5,1,1,1,3,1
year,0,0,2,1,0,0,0,0,1,0,0,0,0,0
가격,10,13,8,7,13,12,14,21,16,8,12,5,8,7
가격에,7,6,6,2,4,8,2,10,5,0,9,2,1,1
가격으로,6,6,6,2,4,8,2,9,4,0,8,1,0,0
가격은,2,1,2,3,1,2,2,1,2,5,5,0,1,1
가격인상,3,4,1,0,3,3,3,4,2,4,2,2,2,2
가공,5,5,6,5,5,5,4,5,7,3,10,6,5,3
가공식품,1,0,0,0,0,0,0,1,1,0,1,1,1,1
가능성,5,1,4,1,1,3,0,0,4,1,3,2,0,0
가능성도,4,4,9,4,7,5,1,3,4,1,5,3,3,2
