topic_id,word,prob
0,lg전자,1.0
0,장비,0.7178550998004639
0,투자,0.6941034879861419
0,관리,0.6162640636398672
0,기능을,0.5591388202912159
0,다시,0.5395016552269735
0,경우,0.5049389785408314
0,반도체,0.46448678363364765
0,노트북,0.39361382449838944
0,것이,0.337951266705119
1,디스플레이,1.0
1,장비,0.7622011479935047
1,반도체,0.608744445925369
1,애플,0.5851438146165191
1,전기차,0.4793811624709825
1,패널,0.47320044032183717
1,조기,0.3944835305402094
1,프리미엄,0.38744984804400945
1,3분기,0.37495006108290074
1,투자,0.3700040693553198
2,ai,1.0
2,기술,0.2890865771433347
2,기업,0.22089881677936157
2,ar,0.17701567219249426
2,한국,0.1393164149211518
2,대표는,0.13521970022802024
2,것이다,0.12217230438977512
2,핵심,0.11861299652830058
2,기업들이,0.11061403229376739
2,차세대,0.10634284767158
3,led,1.0
3,마이크로,0.7832198634066302
3,ar,0.4500028646498418
3,브랜드,0.4197056392326877
3,프리미엄,0.31388341247822904
3,새로운,0.30765611791261965
3,시스템,0.2896721681714078
3,시장에,0.2843871760719605
3,게임,0.2756843044205211
3,micro,0.2676454480071672
4,ltpo,1.0
4,메모리,0.6018957325647949
4,공급,0.5216757800273698
4,oled,0.49661662062049333
4,산업,0.4691942708220219
4,핵심,0.443137787389215
4,차세대,0.427143012817091
4,생산,0.4050146452571819
4,디스플레이,0.39061845414535784
4,크게,0.3867171578379953
5,oled,1.0
5,장비,0.7282918430999304
5,레이저,0.48855401776770724
5,디스플레이,0.26189710842014985
5,차세대,0.2543793480823412
5,ap시스템,0.24554151051457898
5,라인,0.22509046358453524
5,반도체,0.22067106410479748
5,중국,0.21898026963791903
5,공급,0.19410881135440072
6,oled,1.0
6,lg디스플레이,0.24326685451320226
6,수익성,0.21878371113695197
6,개선,0.16735229556703798
6,빠른,0.16730280349837653
6,lcd,0.1425772937487035
6,하지만,0.12086275177148752
6,삼성디스플레이는,0.1091329473483731
6,크게,0.10321900695455306
6,모니터,0.09577265538677102
7,oled,1.0
7,패널,0.42126716638765827
7,oled 패널,0.3677072956618307
7,모니터,0.35764586327587744
7,대형,0.3391297297456852
7,삼성전자,0.3387019965711949
7,가격,0.3357894572850065
7,hbm,0.31503429802041144
7,tv,0.30948733426012776
7,디스플레이,0.3015876902521691
8,lg,1.0
8,기술,0.4604958676369443
8,기술을,0.3985592950801847
8,oled,0.29756216271419134
8,미래,0.26994377863272917
8,tv,0.26794565607527404
8,사업,0.2640878789075089
8,중국,0.25877110701895406
8,이에,0.2170506349225079
8,고객사,0.17751744900364555
9,스마트폰,1.0
9,브랜드,0.8201787246379441
9,상승,0.44828786009944555
9,삼성전자,0.4339800493412413
9,2025년,0.2841296018451884
9,lg디스플레이,0.2685727287033318
9,삼성sdi,0.22005637376816206
9,상향,0.2040868264841468
9,분석했다,0.1472818219832943
9,상반기,0.1389889967185816
10,중국,1.0
10,부품,0.38608428400328376
10,기기,0.3732271721228271
10,스마트폰,0.29498686813197283
10,분야,0.2896813763248423
10,장비,0.2867864753902252
10,디스플레이,0.2732323242454853
10,제품,0.26791456050010226
10,2024년,0.21524577978659298
10,산업,0.21354783268381405
11,반도체,1.0
11,차량용,0.5822636595674415
11,미국,0.3730614075448859
11,전기차,0.22432087827938846
11,한국,0.19011164888719356
11,가전,0.15842775519792915
11,설계,0.14591613937245976
11,자동차,0.13796842371869408
11,특허,0.1216176151454467
11,배터리,0.1066272059730499
12,모바일,1.0
12,oled,0.9464011754364431
12,6세대,0.8660360997950306
12,게임,0.8652216150209296
12,일본,0.7122008914932297
12,it용,0.5648403530143233
12,양산,0.5594165935294954
12,투자,0.5508007763200077
12,가장,0.5044642494757375
12,투자에,0.360769019973258
13,성과급,1.0
13,삼성,0.6038868745386936
13,삼성전자,0.4504541324688673
13,개선을,0.3694528184759601
13,서초사옥,0.35512630057862665
13,제도,0.3551263002493136
13,성과급 제도,0.3551263002493136
13,투명한,0.33432392376370657
13,투명한 성과급,0.3343239231804766
13,앞에서,0.3343239231804766
