term,cur,prev,diff,ma7,z_like,total
삼성전자,76,11,65,22.571,9.29,473
lg전자,14,2,12,7.286,1.815,326
lg디스플레이,12,30,-18,7.0,1.371,120
엔비디아,4,0,4,1.429,1.171,86
양산,8,19,-11,4.429,1.15,62
애플,9,5,4,5.286,1.126,170
공급망,2,0,2,0.571,0.814,19
bmw,1,0,1,0.143,0.622,11
meta,1,0,1,0.143,0.622,1
uhd,1,0,1,0.143,0.622,1
한미반도체,1,0,1,0.143,0.622,4
xr,2,1,1,0.857,0.593,47
아이폰,3,1,2,1.857,0.484,59
마이크로소프트,1,0,1,0.286,0.465,3
구글,3,2,1,2.0,0.414,62
lcd,1,1,0,0.429,0.345,30
스마트폰,5,4,1,4.0,0.333,104
amd,1,0,1,0.571,0.244,31
hp,1,0,1,0.571,0.244,71
모바일,1,0,1,0.571,0.244,42
아마존,1,1,0,0.571,0.244,11
sk하이닉스,2,3,-1,1.714,0.124,55
tv,16,9,7,16.0,0.0,460
tsmc,1,1,0,1.0,0.0,28
kaist,1,6,-5,1.0,0.0,32
vr,1,3,-2,1.143,-0.069,19
삼성디스플레이,2,2,0,2.286,-0.114,162
세미파이브,1,0,1,1.286,-0.134,10
기아,1,4,-3,1.429,-0.195,67
모니터,2,4,-2,2.714,-0.27,128
디스플레이,6,16,-10,7.0,-0.274,265
인텔,5,32,-27,6.429,-0.404,93
벤츠,1,12,-11,2.0,-0.414,27
oled,9,29,-20,11.143,-0.494,498
노트북,3,3,0,4.714,-0.541,155
갤럭시,1,7,-6,2.857,-0.69,93
