term,cur,prev,diff,total,ma7,z_like
현대모비스,6,0,6,27,1.286,2.209
아이폰,6,8,-2,90,4.0,0.667
애플,6,16,-10,245,9.0,-0.75
삼성전자,5,6,-1,508,22.0,-2.987
갤럭시,4,2,2,246,3.0,0.366
스마트폰,3,7,-4,116,2.714,0.108
ar,2,0,2,33,1.714,0.124
모니터,2,8,-6,138,4.714,-0.856
폴더블,2,4,-2,81,5.0,-0.927
디스플레이,2,7,-5,283,7.143,-1.4
hp,1,0,1,49,0.143,0.622
에릭슨,1,0,1,5,0.143,0.622
카카오,1,0,1,10,0.286,0.465
에어팟,1,0,1,3,0.286,0.465
양산,1,0,1,16,0.429,0.345
sharp,1,0,1,11,0.429,0.345
아마존,1,2,-1,9,0.429,0.345
고성능,1,0,1,17,0.571,0.244
맥북,1,1,0,90,1.0,0.0
메타,1,2,-1,23,1.0,0.0
tcl,1,0,1,72,1.857,-0.363
sk하이닉스,1,0,1,62,1.857,-0.363
amd,1,1,0,34,1.857,-0.363
레노버,1,8,-7,81,2.286,-0.512
인텔,1,0,1,32,2.571,-0.604
모바일,1,3,-2,63,2.714,-0.648
lg전자,1,2,-1,180,3.143,-0.773
xr,1,4,-3,116,5.714,-1.39
엔비디아,1,10,-9,222,16.0,-3.0
