term,cur,prev,diff,ma7,z_like,total
레노버,9,0,9,1.571,3.296,53
tv,32,2,30,17.714,2.743,434
노트북,15,8,7,6.143,2.546,168
태블릿,6,0,6,1.0,2.5,20
xr,8,1,7,3.0,1.83,122
kaist,4,1,3,0.714,1.781,20
한미반도체,2,0,2,0.286,1.117,4
삼성전자,36,10,26,30.571,0.831,621
tcl,3,0,3,1.571,0.634,39
4k,1,0,1,0.143,0.622,15
8k,1,0,1,0.143,0.622,3
tsmc,1,0,1,0.143,0.622,19
모니터,4,1,3,2.571,0.549,85
amd,1,1,0,0.286,0.465,10
스마트폰,3,0,3,2.0,0.414,112
asus,1,0,1,0.429,0.345,13
ar,1,0,1,0.571,0.244,35
양산,1,0,1,0.571,0.244,48
기아,1,3,-2,0.714,0.155,39
메타,2,1,1,1.714,0.124,31
lg전자,9,7,2,8.714,0.072,248
인텔,1,0,1,1.0,0.0,38
구글,2,2,0,2.0,0.0,50
공급망,1,1,0,1.0,0.0,46
갤럭시,3,4,-1,3.143,-0.052,77
폴더블,1,0,1,1.143,-0.069,151
디스플레이,7,1,6,7.857,-0.225,245
엔비디아,1,2,-1,2.0,-0.414,85
hp,3,1,2,5.143,-0.656,66
애플,4,4,0,7.286,-0.888,251
oled,2,2,0,8.0,-1.567,337
