term,cur,prev,diff,ma7,z_like,total
아이폰,12,3,9,3.857,2.747,91
애플,20,5,15,9.571,2.547,306
asus,5,0,5,1.143,1.864,17
ar,6,2,4,2.714,1.241,70
nvidia,2,0,2,0.286,1.117,5
기아,3,0,3,0.857,1.113,24
vr,2,0,2,0.429,0.95,13
노트북,5,5,0,3.143,0.67,97
amoled,1,0,1,0.143,0.622,1
postech,1,0,1,0.143,0.622,2
고성능,1,0,1,0.143,0.622,7
벤큐,1,0,1,0.143,0.622,11
설비투자,1,0,1,0.143,0.622,10
아이맥,1,0,1,0.143,0.622,2
알파벳,1,0,1,0.143,0.622,10
현대모비스,1,0,1,0.143,0.622,2
인텔,2,1,1,0.857,0.593,33
갤럭시,6,5,1,4.429,0.506,172
샤오미,2,0,2,1.0,0.5,17
생산능력,1,0,1,0.286,0.465,5
아마존,1,0,1,0.429,0.345,33
lg전자,10,4,6,8.857,0.287,289
스마트폰,5,6,-1,4.143,0.282,103
맥북,1,0,1,0.714,0.155,15
메타,1,0,1,0.714,0.155,28
구글,4,3,1,3.571,0.148,95
폴더블,10,6,4,9.429,0.14,199
xr,3,1,2,2.857,0.053,66
양산,1,1,0,1.0,0.0,66
엔비디아,6,8,-2,6.714,-0.199,128
lg디스플레이,1,0,1,2.0,-0.414,109
벤츠,2,2,0,3.286,-0.457,30
모니터,1,3,-2,2.143,-0.464,96
tv,8,5,3,11.286,-0.754,204
삼성전자,11,4,7,16.143,-1.025,357
삼성디스플레이,1,1,0,4.143,-1.035,42
디스플레이,4,3,1,8.0,-1.045,167
oled,9,2,7,16.286,-1.447,295
