term,cur,diff,z_like
모니터,18,17,4.57
삼성전자,36,33,3.32
tcl,5,5,2.32
뷰소닉,4,4,1.95
oled,15,15,1.83
현대모비스,7,7,1.70
tv,14,8,1.62
아이씨디,3,3,1.55
