org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11
생태계가,5,3,1,1,4,3,2,1,3,4,1,2
샤오미,8,14,6,4,7,1,2,7,3,11,1,6
서버,3,6,3,3,1,4,2,7,2,3,0,2
서비스는,1,1,0,0,0,0,0,2,0,0,0,4
서비스를,1,1,0,0,0,0,0,2,0,0,0,4
서초사옥,4,1,3,2,0,4,16,3,0,2,1,0
선보이면서,6,5,6,4,2,4,1,5,2,3,2,2
선수,5,6,8,1,2,1,2,5,3,3,2,3
선익시스템,6,4,2,2,1,3,1,2,1,7,2,0
선점하고,8,4,4,4,2,3,1,3,2,5,4,1
선정,6,4,4,2,5,0,1,6,1,5,4,2
선제적으로,6,4,3,0,1,3,0,5,1,4,1,2
설계,13,15,7,6,9,10,6,14,6,11,2,5
설계하고,2,4,0,2,0,3,2,3,3,2,0,0
설명했다.,5,7,2,2,3,0,0,3,1,3,1,0
설명했습니다.,7,7,5,4,4,12,4,8,3,3,2,3
성과급,24,10,11,8,4,18,73,11,3,12,5,1
성과급을,5,1,1,2,0,4,20,3,2,1,1,1
성능,6,5,4,1,4,0,1,4,3,3,3,7
성능과,5,2,4,1,3,2,0,3,2,2,1,0
성능을,8,8,5,1,3,1,2,5,3,2,4,9
성분이,4,1,7,2,3,0,0,2,3,0,1,0
성장,22,24,10,14,5,13,5,22,7,25,6,7
성장세를,6,5,6,4,2,4,1,5,2,3,2,2
성장을,6,5,6,4,2,4,1,5,2,3,2,2
성장이,6,5,6,4,2,4,1,5,2,3,2,2
성장할,5,6,3,2,4,3,2,6,1,4,1,1
세계,27,21,13,14,15,13,7,14,15,20,16,11
세계관을,4,1,1,1,3,0,0,2,1,2,3,0
세닉은,3,2,1,1,0,0,1,2,1,0,2,2
세무조사,3,0,3,2,1,1,3,0,4,1,2,0
세무조사에,3,0,3,2,1,1,3,0,4,1,2,0
세탁,7,8,5,0,2,0,0,7,0,2,0,8
세탁기,3,3,2,0,1,0,0,3,0,1,0,3
세탁기와,4,5,3,0,1,0,0,4,0,1,0,5
센서,9,7,4,0,3,0,0,5,2,5,1,4
소니,5,6,8,1,2,1,2,5,3,3,2,3
소비자들의,3,2,2,6,1,1,2,2,2,3,1,0
소셜미디어,3,3,1,1,2,0,0,2,0,1,0,0
소재,17,20,11,6,8,5,2,14,5,17,3,8
소통지수,10,5,5,21,2,3,6,6,5,6,2,0
소폭,8,4,4,4,2,3,1,3,2,5,4,1
소프트웨어,12,10,10,2,4,2,0,6,6,10,14,2
소프트웨어를,8,13,2,0,2,0,0,11,2,10,0,10
속도를,9,7,6,5,6,6,2,9,2,6,5,4
속에,3,5,3,1,3,2,2,6,0,0,1,1
손절가,1,2,1,2,2,1,0,2,2,1,1,0
솔루션으로,5,6,8,1,2,1,2,5,3,3,2,3
솔루션은,5,7,2,2,3,0,0,3,1,3,1,0
솔루션을,15,23,7,4,9,0,0,12,3,11,3,0
숏폼,3,3,1,1,2,0,0,2,0,1,0,0
수는,3,1,2,1,0,2,10,1,0,1,1,0
수랭,5,6,4,0,3,1,1,3,2,2,2,7
수면,2,1,2,2,1,1,1,1,3,0,0,1
수면무호흡,2,1,2,2,1,1,1,1,3,0,0,1
수비,2,2,0,1,2,0,1,1,1,1,0,1
수요,5,6,2,2,1,1,1,3,1,5,1,1
수익,5,6,8,1,2,1,2,5,3,3,2,3
수익률,1,2,1,2,2,1,0,2,2,1,1,0
수익성,24,13,15,16,14,21,7,11,7,17,12,2
수익성이,13,6,7,8,6,8,3,6,3,9,6,1
수주,9,7,5,7,3,7,1,7,3,10,3,0
수주를,6,5,1,0,2,2,0,3,1,9,1,0
수준으로,5,2,3,4,4,5,2,3,1,4,2,0
수준의,3,1,2,0,0,0,0,4,0,0,1,1
수준이다.,3,0,1,2,0,1,0,2,1,0,1,4
수직,4,1,1,1,0,2,10,2,2,1,0,1
순으로,8,7,5,10,3,7,4,6,3,7,1,0
순이익,2,3,3,4,0,2,0,5,1,2,3,3
스리시티,2,3,3,4,0,2,0,5,1,2,3,3
스마일게이트,5,3,4,3,7,1,2,4,2,3,3,3
스마트글라스,4,6,4,2,3,2,1,6,1,1,1,2
스마트글라스가,4,6,4,2,3,2,1,6,1,1,1,2
스마트글라스와,4,6,4,2,3,2,1,6,1,1,1,2
스마트글래스,6,5,6,4,2,4,1,5,2,3,2,2
스마트워치,26,15,21,8,14,4,4,10,23,9,5,4
스마트워치를,18,8,13,4,8,2,2,4,13,7,4,2
스마트폰,33,34,27,47,15,18,15,33,24,26,9,12
스마트폰과,3,6,3,3,1,4,2,7,2,3,0,2
스위치,3,2,1,1,0,0,1,2,1,0,2,2
스위칭,6,5,3,1,4,0,0,2,1,7,2,0
스코어보드,5,6,8,1,2,1,2,5,3,3,2,3
스탠드,4,3,5,1,3,0,1,4,2,4,4,3
스팀,1,1,2,0,6,0,0,1,1,0,1,1
스퍼터,5,4,1,1,2,3,0,4,1,9,2,0
스페셜,5,3,4,3,7,1,2,4,2,3,3,3
스페인,5,6,8,1,2,1,2,5,3,3,2,3
스포츠,5,6,8,1,2,1,2,5,3,3,2,3
승인,4,1,3,3,2,3,0,3,1,2,4,3
승인을,4,1,3,3,2,3,0,3,1,2,4,3
승점,2,2,0,1,2,0,1,1,1,1,0,1
시가총액은,3,0,1,2,0,1,0,2,1,0,1,4
시간,2,1,3,0,11,0,0,1,2,0,1,1
시간이,12,10,10,2,4,2,0,6,6,10,14,2
시노펙스,3,6,3,3,1,4,2,7,2,3,0,2
시리즈,18,21,8,0,11,0,0,17,5,15,2,15
시리즈는,13,19,6,0,5,1,1,14,4,12,2,17
시리즈의,18,14,8,0,6,0,0,9,4,10,2,8
시세의,1,2,1,2,2,1,0,2,2,1,1,0
시스템,6,4,4,2,5,0,1,6,1,5,4,2
시장에,9,4,7,2,5,1,1,2,7,3,2,1
시장에서,23,25,19,11,7,13,5,21,13,18,16,6
시장에서는,5,3,1,4,0,5,2,2,1,5,0,1
시장에서의,6,5,6,4,2,4,1,5,2,3,2,2
시장은,14,7,8,3,9,4,3,3,10,7,3,3
시장을,21,17,12,10,8,13,4,15,9,14,12,8
시장의,2,3,3,4,0,2,0,5,1,2,3,3
시장이,6,5,6,4,2,4,1,5,2,3,2,2
시장지수,10,5,5,21,2,3,6,6,5,6,2,0
시장컨센서스,4,2,2,3,1,10,2,2,3,3,1,2
시장확대,8,4,4,4,2,3,1,3,2,5,4,1
시점을,6,4,2,3,4,1,2,4,4,8,2,1
시청하실,1,2,1,2,2,1,0,2,2,1,1,0
신규,24,21,9,12,9,16,6,22,9,34,6,4
신뢰성을,3,6,3,3,1,4,2,7,2,3,0,2
신입사원,1,1,1,2,0,1,2,2,0,0,1,0
신작,5,3,4,3,7,1,2,4,2,3,3,3
신제품들의,3,3,2,0,1,0,0,3,0,1,0,3
신한투자증권은,4,2,2,3,1,10,2,2,3,3,1,2
신호가,1,0,2,1,4,1,0,1,0,0,0,0
실리콘,6,5,1,0,2,2,0,3,1,9,1,0
실적,14,13,12,15,9,32,9,22,9,13,3,6
실적을,2,1,2,3,0,3,0,3,0,2,0,0
실제,20,14,14,6,6,5,1,9,8,15,18,3
실증과,3,1,2,0,0,0,0,4,0,0,1,1
실질적,3,1,2,0,0,0,0,4,0,0,1,1
싱글,26,19,11,0,9,0,0,12,7,15,3,11
쓰라린,2,2,0,1,2,0,1,1,1,1,0,1
아나패스,6,4,2,2,1,3,1,2,1,7,2,0
아니라,4,5,8,2,3,1,1,6,3,1,2,2
아닌,6,5,4,1,4,4,8,5,0,5,0,0
아들인,3,0,3,2,1,1,3,0,4,1,2,0
아레나,5,6,8,1,2,1,2,5,3,3,2,3
아마존,6,5,6,4,2,4,1,5,2,3,2,2
아시아타임즈,9,5,4,3,4,9,2,5,5,5,8,5
아시안컵,2,2,0,1,2,0,1,1,1,1,0,1
아이오닉,6,4,4,2,5,0,1,6,1,5,4,2
아이패드,5,2,3,4,4,5,2,3,1,4,2,0
아이폰,14,18,11,6,12,5,3,16,4,9,5,3
아이폰 17,6,5,3,1,4,0,0,2,1,7,2,0
아직,6,6,6,2,5,1,1,5,7,2,1,1
아카이브,6,4,4,2,5,0,1,6,1,5,4,2
안정성을,9,10,6,3,2,7,2,12,3,7,1,4
안정적,3,6,3,3,1,4,2,7,2,3,0,2
안정적인,9,8,6,3,4,11,3,5,5,5,3,9
알려졌다.,6,5,1,0,2,2,0,3,1,9,1,0
앞당겨,6,4,2,3,4,1,2,4,4,8,2,1
앞두고,6,4,2,3,4,1,2,4,4,8,2,1
앞에서,10,6,7,3,4,8,24,8,0,7,1,0
앞으로도,6,4,4,2,5,0,1,6,1,5,4,2
애니메이션,7,6,4,2,6,2,2,8,1,2,4,1
애플,53,47,39,26,59,26,11,38,24,42,17,10
애플리케이션을,18,14,8,0,6,0,0,9,4,10,2,8
애플을,4,6,4,2,3,2,1,6,1,1,1,2
애플의,9,8,7,6,7,7,3,9,2,5,3,2
애플이,5,2,4,1,3,2,0,3,2,2,1,0
액상,6,4,3,0,1,3,0,5,1,4,1,2
액션,5,3,4,3,7,1,2,4,2,3,3,3
액추에이터를,2,4,0,2,0,3,2,3,3,2,0,0
액티언,9,5,4,3,4,9,2,5,5,5,8,5
앱을,1,0,2,1,4,1,0,1,0,0,0,0
야외에서도,6,6,6,2,5,1,1,5,7,2,1,1
양산,9,5,3,5,5,1,3,4,7,12,3,1
양산을,18,14,12,5,8,3,2,10,10,18,16,3
양수도,3,0,3,2,1,1,3,0,4,1,2,0
양우혁,1,1,0,0,0,0,1,0,0,2,1,0
어떤,10,8,9,2,7,0,2,8,5,7,7,10
어떻게,6,5,4,1,4,4,8,5,0,5,0,0
얼마가,7,5,4,2,4,6,18,6,0,5,1,0
업계,5,5,2,2,1,2,2,3,2,5,5,1
업계에,14,8,5,4,8,12,4,6,8,9,9,7
업계의,5,3,1,1,4,3,2,1,3,4,1,2
업그레이드,7,5,3,1,4,1,1,2,4,2,1,4
업데이트,4,4,3,1,8,0,0,3,1,1,1,1
업데이트를,3,3,1,1,2,0,0,2,0,1,0,0
업데이트에,3,3,1,1,2,0,0,2,0,1,0,0
업체,14,7,8,3,9,4,3,3,10,7,3,3
업체들도,12,10,10,2,4,2,0,6,6,10,14,2
업체들이,5,6,2,2,1,1,1,3,1,5,1,1
업황,9,6,4,8,1,24,5,8,3,10,0,3
없다.,4,1,3,3,2,3,0,3,1,2,4,3
없이,19,5,9,9,2,12,39,6,3,7,9,7
에너지,7,7,9,3,3,2,4,7,4,3,2,6
에디션,3,1,4,0,16,0,0,1,3,0,1,1
에서,11,11,10,5,14,3,5,15,2,5,7,4
에스컬레이드,12,10,10,2,4,2,0,6,6,10,14,2
에어컨,4,1,3,3,2,3,0,3,1,2,4,3
에이엔피,3,6,3,3,1,4,2,7,2,3,0,2
엑스리얼,6,5,6,4,2,4,1,5,2,3,2,2
엑스박스,1,1,2,0,6,0,0,1,1,0,1,1
엑시머,6,5,1,0,2,2,0,3,1,9,1,0
엔비디아,13,13,11,5,10,9,11,14,6,8,3,9
엔씨소프트,5,3,4,3,7,1,2,4,2,3,3,3
엔터테인먼트,5,6,8,1,2,1,2,5,3,3,2,3
엘디티,6,4,2,2,1,3,1,2,1,7,2,0
엘리아스,2,2,0,1,2,0,1,1,1,1,0,1
엘코스,5,7,2,2,3,0,0,3,1,3,1,0
여기에,8,8,5,1,3,1,2,5,3,2,4,9
여러,4,6,4,2,3,2,1,6,1,1,1,2
역량을,2,4,0,2,0,3,2,3,3,2,0,0
역임하며,5,3,1,1,3,1,1,1,1,5,2,1
역할을,5,8,2,7,0,4,3,4,9,4,2,1
연간,18,13,13,6,8,7,3,9,7,16,17,2
연결해,6,5,4,1,4,0,1,4,3,3,3,7
연구를,3,5,3,1,3,2,2,6,0,0,1,1
연구원,2,1,2,3,0,3,0,3,0,2,0,0
연구원은,26,16,17,18,13,44,9,19,11,20,14,8
연구위원은,3,5,3,1,3,2,2,6,0,0,1,1
연대,1,0,1,1,0,2,6,2,0,1,0,0
연도별,8,4,4,4,2,3,1,3,2,5,4,1
연속,6,4,4,2,5,0,1,6,1,5,4,2
연합,4,1,3,2,0,4,16,3,0,2,1,0
연휴를,2,2,3,4,3,4,2,6,4,1,1,2
열고,1,0,1,1,0,2,6,2,0,1,0,0
열기를,2,1,2,3,0,3,0,3,0,2,0,0
열리는,4,4,3,5,5,4,3,7,5,2,1,3
열린,2,2,0,1,2,0,1,1,1,1,0,1
영국,5,6,8,1,2,1,2,5,3,3,2,3
영상,1,1,1,2,0,1,2,2,0,0,1,0
영상을,5,7,2,2,3,0,0,3,1,3,1,0
영업비밀,4,3,1,2,2,0,1,0,2,4,1,0
영업이익,14,8,8,6,8,11,20,8,2,10,3,0
영업이익과,8,4,4,4,2,3,1,3,2,5,4,1
영업이익은,9,5,6,7,5,16,4,4,5,7,4,3
영업이익을,8,4,4,4,2,3,1,3,2,5,4,1
영업이익의,16,8,8,5,4,12,47,7,0,9,4,0
영업이익이,7,4,4,6,5,14,3,6,2,7,2,1
영업익,4,2,2,3,1,10,2,2,3,3,1,2
영우디에스피,6,4,2,2,1,3,1,2,1,7,2,0
영우디에스피는,6,4,2,2,1,3,1,2,1,7,2,0
영우디에스피의,6,4,2,2,1,3,1,2,1,7,2,0
영위하고,6,6,4,3,3,6,2,4,2,5,1,0
영풍,24,14,10,3,8,3,1,9,11,18,4,5
영향을,6,4,2,2,1,3,1,2,1,7,2,0
영화,3,5,3,1,3,2,2,6,0,0,1,1
예상했습니다.,4,2,2,3,1,10,2,2,3,3,1,2
예약,1,1,2,0,6,0,0,1,1,0,1,1
예측했다.,6,5,6,4,2,4,1,5,2,3,2,2
오너,3,0,3,2,1,1,3,0,4,1,2,0
오늘경제,1,1,2,0,6,0,0,1,1,0,1,1
오래,3,2,1,1,0,0,1,2,1,0,2,2
오리진,5,3,4,3,7,1,2,4,2,3,3,3
오상훈,6,5,4,1,4,4,8,5,0,5,0,0
오전,12,11,8,4,7,10,10,9,2,10,1,0
오준호,2,4,0,2,0,3,2,3,3,2,0,0
오프,6,5,1,0,2,2,0,3,1,9,1,0
오후,1,3,0,0,0,0,1,1,0,1,0,1
올해,43,27,21,18,20,23,8,24,14,34,27,11
올해는,6,4,4,2,5,0,1,6,1,5,4,2
완성차,5,3,1,1,4,3,2,1,3,4,1,2
왓츠앱,0,0,0,0,1,0,0,0,0,1,0,0
왔다.,6,5,5,1,2,1,0,3,3,5,7,1
외관검사,6,7,2,3,2,0,1,5,2,6,2,1
외에,7,5,3,1,4,1,1,2,4,2,1,4
요구했다.,10,6,5,2,4,6,18,7,2,6,0,1
용도,6,10,6,4,6,1,1,6,3,8,1,5
우리기술투자,6,6,4,3,3,6,2,4,2,5,1,0
우리나라를,5,4,1,1,2,3,0,4,1,9,2,0
우수한,7,5,3,1,4,1,1,2,4,2,1,4
우위를,5,6,2,2,1,1,1,3,1,5,1,1
우주,1,1,0,0,0,0,1,0,0,2,1,0
울산,12,10,10,2,4,2,0,6,6,10,14,2
울트라,6,9,4,0,3,1,2,4,2,3,2,8
웃도는,6,4,4,4,4,7,2,3,2,4,3,0
웃돌,5,2,3,4,4,5,2,3,1,4,2,0
워시콤보,7,8,5,0,2,0,0,7,0,2,0,8
워시타워,3,3,2,0,1,0,0,3,0,1,0,3
워치,6,6,6,2,5,1,1,5,7,2,1,1
원가,4,2,2,3,1,10,2,2,3,3,1,2
원가율,8,4,4,4,2,3,1,3,2,5,4,1
원격,5,6,8,1,2,1,2,5,3,3,2,3
원유운반선,1,1,0,0,0,0,1,0,0,2,1,0
원으로,5,3,4,4,4,6,2,2,2,4,3,1
월드컵,2,2,0,1,2,0,1,1,1,1,0,1
월드투어,2,1,2,3,0,3,0,3,0,2,0,0
웨어러블,21,20,18,8,14,3,3,13,16,14,4,7
웨어러블의,18,8,13,4,8,2,2,4,13,7,4,2
웨이브가이드,6,5,6,4,2,4,1,5,2,3,2,2
웸블리,5,6,8,1,2,1,2,5,3,3,2,3
웹드라마,1,1,1,2,0,1,2,2,0,0,1,0
위기,1,1,0,0,0,0,1,0,0,2,1,0
위닝,2,3,3,4,0,2,0,5,1,2,3,3
위상을,6,5,6,4,2,4,1,5,2,3,2,2
위안,10,8,3,2,4,6,0,9,2,18,4,0
위지트,6,4,2,2,1,3,1,2,1,7,2,0
위한,36,25,26,12,15,17,14,23,14,24,29,11
위해,61,51,30,15,23,12,8,34,21,45,27,16
위해서는,7,8,1,3,3,0,2,4,2,5,1,1
위험을,2,1,2,2,1,1,1,1,3,0,0,1
유럽,10,9,9,2,6,4,4,6,6,7,3,5
유리,6,10,6,4,6,1,1,6,3,8,1,5
유명,5,3,4,3,7,1,2,4,2,3,3,3
유비리서치,15,10,13,4,10,2,2,7,14,5,3,2
유비리서치에,6,6,6,2,5,1,1,5,7,2,1,1
유일무이,1,1,1,2,0,1,2,2,0,0,1,0
유지경성,1,1,0,0,0,0,1,0,0,2,1,0
유튜브,7,6,5,4,7,1,1,8,3,6,5,2
윤진웅,3,1,2,1,0,2,10,1,0,1,1,0
응답속도,4,3,5,1,3,0,1,4,2,4,4,3
응답속도를,6,5,4,1,4,0,1,4,3,3,3,7
의료,1,0,2,1,4,1,0,1,0,0,0,0
의장은,1,0,0,1,0,2,10,1,0,0,1,0
이규석,5,3,1,1,4,3,2,1,3,4,1,2
이끈다,3,5,3,1,3,2,2,6,0,0,1,1
이는,29,21,22,10,13,13,3,18,14,24,21,11
이달,3,1,2,1,0,2,10,1,0,1,1,0
이라는,8,4,4,4,2,3,1,3,2,5,4,1
이러한,18,14,8,0,6,0,0,9,4,10,2,8
이뤄졌다.,5,6,1,2,1,0,1,3,1,4,1,0
이뤄질,12,10,10,2,4,2,0,6,6,10,14,2
이르기까지,18,14,8,0,6,0,0,9,4,10,2,8
이르면,3,0,1,2,0,1,0,2,1,0,1,4
이를,5,4,3,4,1,4,5,3,7,3,2,0
이미터,9,7,4,0,3,0,0,5,2,5,1,4
이번,46,38,23,15,15,9,6,39,14,36,18,26
이벤트,5,3,4,3,7,1,2,4,2,3,3,3
이사회를,4,1,3,3,2,3,0,3,1,2,4,3
이상,10,7,7,5,6,2,4,7,7,3,3,11
이상으로,5,3,1,1,4,3,2,1,3,4,1,2
이상을,3,2,1,1,0,0,1,2,1,0,2,2
이상의,8,5,3,0,3,0,0,3,3,5,1,3
이어,11,8,3,4,3,4,13,6,5,7,5,3
이어갈,2,1,2,3,0,3,0,3,0,2,0,0
이에,4,1,3,3,2,3,0,3,1,2,4,3
이와,4,2,2,3,1,10,2,2,3,3,1,2
이용자,3,3,1,1,2,0,0,2,0,1,0,0
이용하는,6,6,4,3,3,6,2,4,2,5,1,0
이유다.,5,5,2,2,1,2,2,3,2,5,5,1
이익,6,5,4,1,4,4,8,5,0,5,0,0
이재용,6,5,4,1,4,4,8,5,0,5,0,0
이전,3,3,1,1,2,0,0,2,0,1,0,0
이제,18,14,8,0,6,0,0,9,4,10,2,8
이창원,2,2,0,1,2,0,1,1,1,1,0,1
이창원호,2,2,0,1,2,0,1,1,1,1,0,1
이틀,1,3,0,0,0,0,1,1,0,1,0,1
이하였던,5,3,1,1,4,3,2,1,3,4,1,2
이호길,2,4,0,2,0,3,2,3,3,2,0,0
이후,25,12,15,17,12,12,7,17,13,11,12,11
인간,3,5,3,1,3,2,2,6,0,0,1,1
인간과,3,5,3,1,3,2,2,6,0,0,1,1
인기,5,3,4,3,8,1,2,4,2,4,3,3
인도,9,4,7,9,2,6,0,10,3,4,8,10
인도를,2,3,3,4,0,2,0,5,1,2,3,3
인도법인,9,4,7,9,2,6,0,10,3,4,8,10
인도법인은,6,4,6,7,2,5,0,8,2,4,7,6
인도법인의,3,0,1,2,0,1,0,2,1,0,1,4
인디,2,1,2,3,0,3,0,3,0,2,0,0
인텔,14,15,9,1,7,3,1,12,5,9,3,12
인플루언서,5,3,4,3,7,1,2,4,2,3,3,3
인해,6,5,6,4,2,4,1,5,2,3,2,2
일곱,5,3,4,3,7,1,2,4,2,3,3,3
일반,8,13,2,0,2,0,0,11,2,10,0,10
일본,11,5,8,4,21,1,2,7,5,5,7,4
일부,3,0,3,2,1,1,3,0,4,1,2,0
잃어버린,8,4,4,4,2,3,1,3,2,5,4,1
입지를,6,5,6,4,2,4,1,5,2,3,2,2
있게,5,6,8,1,2,1,2,5,3,3,2,3
있기,18,14,8,0,6,0,0,9,4,10,2,8
있는,82,74,49,29,42,28,19,59,29,57,50,30
있다,31,23,13,12,13,13,44,18,11,19,9,5
있다.,270,225,156,98,124,96,103,182,106,196,99,96
있다.2025.9.30,1,0,1,1,0,2,6,2,0,1,0,0
있다고,9,12,9,6,6,7,3,15,1,3,2,3
있다는,4,6,4,2,3,2,1,6,1,1,1,2
있다면,6,5,4,1,4,0,1,4,3,3,3,7
있던,3,0,3,2,1,1,3,0,4,1,2,0
있도록,6,4,9,4,3,1,3,4,3,0,2,1
있습니다.,5,7,6,4,9,4,2,9,2,1,2,1
있어,10,8,6,3,4,3,1,6,3,7,2,1
있었다.,3,0,3,2,1,1,3,0,4,1,2,0
있으며,11,13,6,3,4,8,4,14,4,6,2,3
있으면,6,5,4,1,4,0,1,4,3,3,3,7
있지만,12,10,10,2,4,2,0,6,6,10,14,2
잉크젯,5,6,1,2,1,0,1,3,1,4,1,0
자금,4,1,3,3,2,3,0,3,1,2,4,3
자금을,2,3,3,4,0,2,0,5,1,2,3,3
자동차,25,25,14,4,12,1,2,15,7,20,4,13
자료,6,10,6,4,6,1,1,6,3,8,1,5
자본,6,5,4,1,4,4,8,5,0,5,0,0
자사주,9,5,4,3,4,9,2,5,5,5,8,5
자유의지,3,5,3,1,3,2,2,6,0,0,1,1
자체,5,3,4,3,7,1,2,4,2,3,3,3
작업을,5,7,2,2,3,0,0,3,1,3,1,0
작용했다.,8,4,4,4,2,3,1,3,2,5,4,1
작은,7,5,3,1,4,1,1,2,4,2,1,4
잔고,1,2,1,2,2,1,0,2,2,1,1,0
잠금해제,1,2,1,2,2,1,0,2,2,1,1,0
잡을,5,6,3,2,4,3,2,6,1,4,1,1
장기,3,6,3,3,1,4,2,7,2,3,0,2
장비,46,42,16,16,17,19,5,31,12,62,11,8
장비다.,6,5,1,0,2,2,0,3,1,9,1,0
장비를,18,16,3,3,5,4,1,10,4,22,3,1
장비수주전에는,5,4,1,1,2,3,0,4,1,9,2,0
장비와,6,7,2,3,2,0,1,5,2,6,2,1
장비용,3,6,3,3,1,4,2,7,2,3,0,2
장비제조사가,5,4,1,1,2,3,0,4,1,9,2,0
재고는,4,2,2,3,1,10,2,2,3,3,1,2
재원으로,6,5,4,1,4,4,8,5,0,5,0,0
재활용,3,2,1,1,0,0,1,2,1,0,2,2
저가,3,4,2,5,0,1,1,1,6,2,2,1
저렴하게,0,0,0,0,2,0,0,0,0,0,0,0
저하,6,6,6,2,5,1,1,5,7,2,1,1
적극,3,1,2,1,0,2,10,1,0,1,1,0
적용해,9,5,4,3,4,9,2,5,5,5,8,5
적자,4,2,4,5,0,13,2,6,1,4,0,1
적자를,4,6,4,2,3,2,1,6,1,1,1,2
전공정,6,7,2,3,2,0,1,5,2,6,2,1
전국,1,1,0,0,0,0,0,2,0,0,0,4
전국삼성전자노동조합,1,0,0,1,0,2,10,1,0,0,1,0
전기,9,6,5,3,5,0,2,8,2,5,6,4
전기차,26,22,17,7,10,3,3,17,9,20,21,7
전년,20,10,14,15,14,21,6,11,6,14,12,4
전년동기비,6,5,6,4,2,4,1,5,2,3,2,2
전략,10,12,7,11,4,6,4,10,11,8,4,4
전략을,5,6,2,2,1,1,1,3,1,5,1,1
전력,43,36,23,5,22,4,3,25,16,28,7,13
전력반도체,5,6,2,2,1,1,1,3,1,5,1,1
전망,11,8,8,5,8,10,10,7,2,9,3,1
전망이다.,19,14,15,13,11,14,7,18,13,12,5,5
전망했습니다.,6,3,4,6,1,13,2,5,3,5,1,2
전분기대비,4,2,2,3,1,10,2,2,3,3,1,2
전삼노,4,1,1,1,0,2,10,2,2,1,0,1
전삼노는,4,1,1,1,0,2,10,2,2,1,0,1
전세계,5,7,2,2,3,0,0,3,1,3,1,0
전시회,6,5,2,1,3,1,1,5,2,6,2,1
전용,4,3,5,1,3,0,1,4,2,4,4,3
전원,5,6,4,0,3,1,1,3,2,2,2,7
전자기판,3,6,3,3,1,4,2,7,2,3,0,2
전자제품,6,10,6,4,6,1,1,6,3,8,1,5
전자칠판,8,13,2,0,2,0,0,11,2,10,0,10
전장부품,5,6,2,2,1,1,1,3,1,5,1,1
전체,9,9,5,6,4,1,1,3,7,9,4,1
전해졌다.,5,4,1,1,2,3,0,4,1,9,2,0
전했다.,5,2,4,1,3,2,0,3,2,2,1,0
전환,5,2,3,4,4,5,2,3,1,4,2,0
전환에,5,2,3,4,4,5,2,3,1,4,2,0
절반,3,4,2,5,0,1,1,1,6,2,2,1
절차를,4,1,3,3,2,3,0,3,1,2,4,3
점검에,2,2,3,4,3,4,2,6,4,1,1,2
점유율,6,5,6,4,2,4,1,5,2,3,2,2
점유율을,5,5,2,2,1,2,2,3,2,5,5,1
점유율이,3,4,2,5,0,1,1,1,6,2,2,1
정도,6,5,4,1,4,0,1,4,3,3,3,7
정보,6,10,6,4,6,1,1,6,3,8,1,5
정보를,1,1,1,2,0,1,2,2,0,0,1,0
정부,1,1,0,0,0,0,1,0,0,2,1,0
정부의,4,1,3,3,2,3,0,3,1,2,4,3
정철동,8,4,4,4,2,3,1,3,2,5,4,1
제1회,5,3,1,1,4,3,2,1,3,4,1,2
제공하며,8,5,3,0,3,0,0,3,3,5,1,3
제공한다.,31,33,14,0,11,1,1,23,8,22,4,25
제기한,4,3,1,2,2,0,1,0,2,4,1,0
제네시스,12,10,10,2,4,2,0,6,6,10,14,2
제도,13,4,6,5,0,10,45,3,1,6,4,0
제도를,4,1,1,1,0,2,10,2,2,1,0,1
제로,5,3,4,3,7,1,2,4,2,3,3,3
제시했다.,11,7,5,5,8,10,4,4,5,8,4,2
제어,6,10,6,4,6,1,1,6,3,8,1,5
제조,7,12,7,6,8,2,1,8,5,9,2,5
제품,19,28,15,8,13,3,2,19,5,13,3,12
제품은,4,7,1,0,1,0,0,6,1,5,0,5
제품을,25,20,14,4,8,4,1,16,6,13,4,14
제품이,2,1,1,2,1,1,2,2,1,0,0,3
조기에,2,1,2,2,1,1,1,1,3,0,0,1
조달,8,8,4,3,3,3,0,9,2,7,4,8
조명,4,3,5,1,3,0,1,4,2,4,4,3
조별리그,2,2,0,1,2,0,1,1,1,1,0,1
조별리그에서는,2,2,0,1,2,0,1,1,1,1,0,1
조사,1,1,1,2,0,1,2,2,0,0,1,0
조선,1,2,1,2,2,1,0,2,2,1,1,0
조주완,4,1,3,3,2,3,0,3,1,2,4,3
조합원,3,1,2,1,0,2,10,1,0,1,1,0
조해연,1,1,2,0,6,0,0,1,1,0,1,1
조회수,7,5,5,4,5,1,3,8,1,5,5,2
종목으로,5,3,1,4,0,5,2,2,1,5,0,1
종목은,6,6,4,3,3,6,2,4,2,5,1,0
종속기업,6,6,4,3,3,6,2,4,2,5,1,0
좋다.,6,5,4,1,4,0,1,4,3,3,3,7
좋은,2,2,0,1,2,0,1,1,1,1,0,1
좌우명,3,2,1,2,1,1,3,2,1,2,1,3
주가,5,3,1,4,0,5,2,2,1,5,0,1
주가가,5,3,1,4,0,5,2,2,1,5,0,1
주가는,5,3,1,4,0,5,2,2,1,5,0,1
주단조품,6,6,4,3,3,6,2,4,2,5,1,0
주당,3,0,3,2,1,1,3,0,4,1,2,0
주당순이익은,1,0,2,1,4,1,0,1,0,0,0,0
주도로,1,1,0,0,0,0,1,0,0,2,1,0
주류,6,5,6,4,2,4,1,5,2,3,2,2
