org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11
구축,6,4,2,3,4,1,2,4,4,8,2,1
구현하는,3,5,3,1,3,2,2,6,0,0,1,1
국가,6,10,6,4,6,1,1,6,3,8,1,5
국내외,5,3,1,4,0,5,2,2,1,5,0,1
국민,2,3,3,4,0,2,0,5,1,2,3,3
국산화율을,5,3,1,1,4,3,2,1,3,4,1,2
국세청은,3,0,3,2,1,1,3,0,4,1,2,0
국제무역위원회,4,3,1,2,2,0,1,0,2,4,1,0
국제축구연맹,2,2,0,1,2,0,1,1,1,1,0,1
군함,1,2,1,2,2,1,0,2,2,1,1,0
규모,5,6,8,1,2,1,2,5,3,3,2,3
규모는,18,19,9,7,12,4,3,13,8,25,4,6
규모로,18,8,13,4,8,2,2,4,13,7,4,2
규모의,17,13,4,3,6,8,0,13,4,27,5,1
규제,1,0,1,1,0,2,6,2,0,1,0,0
균열,6,4,3,0,1,3,0,5,1,4,1,2
그는,9,15,7,5,6,7,5,15,4,3,2,3
그러나,4,6,4,2,3,2,1,6,1,1,1,2
그룹,3,0,3,2,1,1,3,0,4,1,2,0
그룹사,1,1,1,2,0,1,2,2,0,0,1,0
글라스,5,6,3,2,4,3,2,6,1,4,1,1
글라스를,4,6,4,2,3,2,1,6,1,1,1,2
글래스,5,7,2,2,3,0,0,3,1,3,1,0
글래스를,5,7,2,2,3,0,0,3,1,3,1,0
글로벌사우스,2,3,3,4,0,2,0,5,1,2,3,3
금지,5,8,3,1,3,0,0,5,1,4,1,0
금호석유화학,9,5,4,3,4,9,2,5,5,5,8,5
급격히,5,6,3,2,4,3,2,6,1,4,1,1
긍정적,6,4,2,2,1,3,1,2,1,7,2,0
기간,8,4,4,4,2,3,1,3,2,5,4,1
기기,15,22,13,8,13,6,4,18,5,13,3,8
기기가,4,6,4,2,3,2,1,6,1,1,1,2
기기로,1,3,0,0,0,0,1,1,0,1,0,1
기능,15,10,13,3,10,2,2,11,7,9,8,10
기능과,6,5,4,1,4,0,1,4,3,3,3,7
기능성,4,1,7,2,3,0,0,2,3,0,1,0
기능으로,2,1,1,2,1,1,2,2,1,0,0,3
기능은,6,5,4,1,4,0,1,4,3,3,3,7
기능을,16,19,7,3,7,1,3,17,6,13,3,20
기대,1,2,1,2,2,1,0,2,2,1,1,0
기대된다.,11,7,9,8,6,9,3,8,3,7,4,2
기대치를,5,2,3,4,4,5,2,3,1,4,2,0
기록하며,2,2,0,1,2,0,1,1,1,1,0,1
기록했다.,12,10,8,6,5,5,2,9,3,6,5,3
기반,24,19,14,4,8,4,1,14,6,13,4,10
기반으로,17,10,7,3,7,9,2,8,8,10,9,8
기반을,3,6,3,3,1,4,2,7,2,3,0,2
기본,5,6,4,0,3,1,1,3,2,2,2,7
기사제휴,4,2,7,1,3,0,1,2,2,1,0,0
기술로,5,6,3,2,4,3,2,6,1,4,1,1
기술을,20,19,8,8,9,9,3,13,8,14,11,6
기술이,13,11,8,5,7,11,3,11,6,6,9,7
기술적,6,6,6,2,5,1,1,5,7,2,1,1
기업과,5,3,1,1,4,3,2,1,3,4,1,2
기업들이,11,11,4,3,4,2,2,8,3,11,3,2
기자,28,16,20,14,16,19,17,20,11,19,15,9
기자회견을,10,6,7,3,4,8,24,8,0,7,1,0
기조를,4,2,2,3,1,10,2,2,3,3,1,2
기존,79,57,44,24,32,40,10,48,29,56,18,28
기준,20,11,11,11,6,12,22,12,6,11,12,10
기준으로,13,4,5,5,0,10,49,2,1,5,5,0
기준을,22,10,10,6,4,14,57,8,3,11,4,1
기준의,6,5,4,1,4,4,8,5,0,5,0,0
기판,6,4,3,0,1,3,0,5,1,4,1,2
김민수,1,2,1,2,2,1,0,2,2,1,1,0
김민수의,1,2,1,2,2,1,0,2,2,1,1,0
김보라,4,1,7,2,3,0,0,2,3,0,1,0
김영재,3,5,3,1,3,2,2,6,0,0,1,1
김은선,1,1,1,2,0,1,2,2,0,0,1,0
김주형,3,5,3,1,3,2,2,6,0,0,1,1
김현용,2,1,2,3,0,3,0,3,0,2,0,0
꾸준하게,2,2,0,1,2,0,1,1,1,1,0,1
나갈,1,1,0,0,0,0,1,0,0,2,1,0
나라장터,8,13,2,0,2,0,0,11,2,10,0,10
나병현,6,5,4,1,4,4,8,5,0,5,0,0
나섰다.,3,0,3,2,1,1,3,0,4,1,2,0
나온다.,10,10,6,5,7,3,3,10,5,9,3,3
납품,5,5,2,2,1,2,2,3,2,5,5,1
낮은,11,12,10,2,8,2,2,8,9,4,3,8
내년,46,29,27,20,20,35,10,24,23,37,29,12
내년도,12,10,10,2,4,2,0,6,6,10,14,2
내부,5,6,4,0,3,1,1,3,2,2,2,7
내수,9,5,4,3,4,9,2,5,5,5,8,5
내실,6,5,2,1,3,1,1,5,2,6,2,1
내장,7,5,3,1,4,1,1,2,4,2,1,4
내장힌지,1,2,1,2,2,1,0,2,2,1,1,0
내줬다.,2,2,0,1,2,0,1,1,1,1,0,1
냉장고는,2,1,1,2,1,1,2,2,1,0,0,3
넓히는,2,3,3,4,0,2,0,5,1,2,3,3
네이버,1,2,1,2,2,1,0,2,2,1,1,0
넷마블,5,3,4,3,7,1,2,4,2,3,3,3
넷마블은,5,3,4,3,7,1,2,4,2,3,3,3
노동자의,3,1,2,1,0,2,10,1,0,1,1,0
노동조합,2,1,1,1,0,1,4,0,0,1,0,0
노바,3,4,2,5,0,1,1,1,6,2,2,1
노인,1,0,2,1,4,1,0,1,0,0,0,0
노조,23,11,10,7,4,15,59,8,3,12,4,1
노조는,9,3,4,3,0,6,29,1,1,4,3,0
노조와,3,1,2,1,0,2,10,1,0,1,1,0
노조인,1,0,1,1,0,2,6,2,0,1,0,0
노트북,23,23,10,4,10,9,3,20,10,18,11,22
노트북을,6,5,4,1,4,0,1,4,3,3,3,7
논란이,3,0,3,2,1,1,3,0,4,1,2,0
높은,45,34,25,14,15,18,5,25,23,26,11,15
높이는,3,4,2,5,0,1,1,1,6,2,2,1
높인다는,5,3,1,1,4,3,2,1,3,4,1,2
누적,7,5,5,4,5,1,3,8,1,5,5,2
눈에,4,6,4,2,3,2,1,6,1,1,1,2
뉴스1,1,0,1,1,0,2,6,2,0,1,0,0
뉴스웨이,3,1,1,1,0,2,9,0,0,2,1,0
뉴시스,5,8,3,1,3,0,0,5,1,4,1,0
뉴프렉스,3,6,3,3,1,4,2,7,2,3,0,2
능력을,6,7,2,3,2,0,1,5,2,6,2,1
다른,5,3,1,1,4,3,2,1,3,4,1,2
다만,4,1,3,3,2,3,0,3,1,2,4,3
다시,1,3,0,0,0,0,1,1,0,1,0,1
다양한,63,62,38,12,32,6,9,49,22,45,18,43
다올투증,2,1,2,3,0,3,0,3,0,2,0,0
다운받기,1,0,2,1,4,1,0,1,0,0,0,0
다음달,3,0,1,2,0,1,0,2,1,0,1,4
다지기에,6,5,2,1,3,1,1,5,2,6,2,1
단가를,5,5,2,2,1,2,2,3,2,5,5,1
단계의,2,1,2,2,1,1,1,1,3,0,0,1
단독,17,13,4,3,6,8,0,13,4,27,5,1
단순한,2,3,3,4,0,2,0,5,1,2,3,3
단일,6,4,2,2,1,3,1,2,1,7,2,0
단자가,6,5,4,1,4,0,1,4,3,3,3,7
단자는,6,5,4,1,4,0,1,4,3,3,3,7
단장은,2,4,0,2,0,3,2,3,3,2,0,0
달러로,1,0,2,1,4,1,0,1,0,0,0,0
달러에,1,0,2,1,4,1,0,1,0,0,0,0
담당분야,3,2,1,2,1,1,3,2,1,2,1,3
당시,5,3,1,1,4,3,2,1,3,4,1,2
대거,5,3,4,3,7,1,2,4,2,3,3,3
대규모,8,9,9,6,5,3,1,10,8,4,4,4
대규모의,4,6,4,2,3,2,1,6,1,1,1,2
대덕전자,10,5,5,21,2,3,6,6,5,6,2,0
대량,5,2,4,1,3,2,0,3,2,2,1,0
대로,8,4,4,4,2,3,1,3,2,5,4,1
대만,6,5,2,1,3,1,1,5,2,6,2,1
대비,44,38,32,27,22,35,13,28,20,35,18,13
대상으로,10,16,5,2,6,0,0,9,2,8,2,0
대신증권은,11,6,7,8,8,12,4,6,3,8,5,0
대응해,1,1,0,0,0,0,1,0,0,2,1,0
대죄,5,3,4,3,7,1,2,4,2,3,3,3
대중화의,3,5,3,1,3,2,2,6,0,0,1,1
대표팀은,2,2,0,1,2,0,1,1,1,1,0,1
대한,20,14,10,14,9,5,9,11,12,18,10,2
대해,4,3,1,2,2,0,1,0,2,4,1,0
대형,15,10,7,7,8,9,4,8,5,11,11,1
대회,2,2,0,1,2,0,1,1,1,1,0,1
더욱,4,7,1,0,1,0,0,6,1,5,0,5
덕분에,4,3,5,1,3,0,1,4,2,4,4,3
덧붙였다.,6,5,1,0,2,2,0,3,1,9,1,0
데이터가,3,5,3,1,3,2,2,6,0,0,1,1
데이터를,2,1,2,2,1,1,1,1,3,0,0,1
데이터와,3,5,3,1,3,2,2,6,0,0,1,1
덱스,7,5,3,1,4,1,1,2,4,2,1,4
덱스를,7,5,3,1,4,1,1,2,4,2,1,4
도원암귀,5,3,4,3,7,1,2,4,2,3,3,3
도쿄게임쇼,6,4,6,3,13,1,2,5,3,3,4,4
도쿄게임쇼는,5,3,4,3,7,1,2,4,2,3,3,3
독자,6,7,2,3,2,0,1,5,2,6,2,1
동시에,24,30,16,8,7,9,3,34,8,23,8,24
동안,5,9,4,2,3,2,2,7,1,2,1,3
됐다.,5,6,8,1,2,1,2,5,3,3,2,3
되면서,10,5,5,21,2,3,6,6,5,6,2,0
된다.,9,5,2,2,2,3,0,5,2,9,2,4
두산밥캣,12,10,8,5,8,6,3,10,3,10,5,2
두산에너빌리티,6,6,4,3,3,6,2,4,2,5,1,0
뒤인,1,3,0,0,0,0,1,1,0,1,0,1
듀얼,9,5,4,3,4,9,2,5,5,5,8,5
들어갈,12,10,10,2,4,2,0,6,6,10,14,2
들이,6,6,4,3,3,6,2,4,2,5,1,0
등에서,6,6,4,3,3,6,2,4,2,5,1,0
등을,7,5,5,4,5,1,3,8,1,5,5,2
등의,6,6,4,3,3,6,2,4,2,5,1,0
등이,13,6,8,7,2,7,11,9,5,4,3,7
디바이스,7,3,14,3,6,0,1,3,5,2,1,0
디스플레이와,11,9,6,4,5,2,1,8,4,8,3,1
디일렉,17,17,6,3,9,2,0,8,3,19,4,0
디즈니리서치,3,5,3,1,3,2,2,6,0,0,1,1
딜사이트경제TV,3,0,3,2,1,1,3,0,4,1,2,0
따라,17,20,10,8,8,5,3,11,5,20,4,6
따르면,47,38,24,17,29,20,12,29,26,36,20,12
따른,11,9,8,7,7,12,4,6,4,9,4,1
때까지,3,1,2,1,0,2,10,1,0,1,1,0
때문에,18,14,8,0,6,0,0,9,4,10,2,8
때의,3,1,4,0,16,0,0,1,3,0,1,1
떠안은,2,2,0,1,2,0,1,1,1,1,0,1
또는,19,16,9,2,8,1,0,11,6,11,3,8
또한,20,30,13,3,11,5,4,26,5,13,4,20
뛰어난,4,3,5,1,3,0,1,4,2,4,4,3
라고,4,1,1,1,0,2,10,2,2,1,0,1
라며,1,0,0,1,0,2,10,1,0,0,1,0
라온텍,5,8,3,1,3,0,0,5,1,4,1,0
라온텍은,15,23,7,4,9,0,0,12,3,11,3,0
라온텍의,5,7,2,2,3,0,0,3,1,3,1,0
라온텍이,15,23,7,4,9,0,0,12,3,11,3,0
라이트,5,7,2,2,3,0,0,3,1,3,1,0
라인,34,27,9,8,13,13,4,23,11,49,13,3
라인업,8,6,7,4,2,4,0,6,3,7,7,1
라인업과,5,6,8,1,2,1,2,5,3,3,2,3
라인업을,12,10,10,2,4,2,0,6,6,10,14,2
라인은,5,5,2,2,1,2,2,3,2,5,5,1
램프를,18,14,8,0,6,0,0,9,4,10,2,8
러시까지...,1,1,0,0,0,0,1,0,0,2,1,0
레몬리서치,1,2,1,2,2,1,0,2,2,1,1,0
레이네오,6,5,6,4,2,4,1,5,2,3,2,2
레이밴,10,11,10,6,5,6,2,11,3,4,3,4
레이저,49,37,16,3,17,10,0,28,12,51,9,12
레이저는,9,7,4,0,3,0,0,5,2,5,1,4
레인보우로보틱스,2,4,0,2,0,3,2,3,3,2,0,0
렌즈에,4,6,4,2,3,2,1,6,1,1,1,2
로보티즈,6,6,4,3,3,6,2,4,2,5,1,0
로봇,8,10,5,3,3,5,4,13,3,2,2,2
로봇으로,3,5,3,1,3,2,2,6,0,0,1,1
로봇을,3,5,3,1,3,2,2,6,0,0,1,1
로봇의,3,5,3,1,3,2,2,6,0,0,1,1
로봇이,3,5,3,1,3,2,2,6,0,0,1,1
르노의,3,2,1,1,0,0,1,2,1,0,2,2
리밋,5,3,4,3,7,1,2,4,2,3,3,3
리본보드,5,6,8,1,2,1,2,5,3,3,2,3
리얼리티랩스,4,6,4,2,3,2,1,6,1,1,1,2
리페어,6,7,2,3,2,0,1,5,2,6,2,1
리포트를,2,1,2,3,0,3,0,3,0,2,0,0
리프트,6,5,1,0,2,2,0,3,1,9,1,0
리프팅,19,10,35,9,15,0,2,9,14,3,4,2
마무리,3,0,1,2,0,1,0,2,1,0,1,4
마이크로,20,16,16,6,14,5,4,13,15,9,4,3
마이크로디스플레이,15,23,7,4,9,0,0,12,3,11,3,0
막대한,4,6,4,2,3,2,1,6,1,1,1,2
만에,11,6,7,10,4,9,5,10,2,6,5,2
만큼,5,5,2,2,1,2,2,3,2,5,5,1
만화,8,8,7,4,10,3,4,10,2,3,4,4
만화와,3,5,3,1,3,2,2,6,0,0,1,1
많이,6,6,4,3,3,6,2,4,2,5,1,0
말했다.,22,16,8,9,14,12,27,14,10,16,8,6
맞춤형,6,4,4,2,5,0,1,6,1,5,4,2
매각하는,4,1,3,3,2,3,0,3,1,2,4,3
매력을,5,3,4,3,7,1,2,4,2,3,3,3
매수,9,7,8,7,7,10,2,8,2,7,1,0
매수한,6,6,4,3,3,6,2,4,2,5,1,0
매일경제,1,0,2,1,4,1,0,1,0,0,0,0
매출,28,24,19,24,14,40,10,26,13,27,12,9
매출액은,1,0,2,1,4,1,0,1,0,0,0,0
매출원가율,8,4,4,4,2,3,1,3,2,5,4,1
매출원가율은,8,4,4,4,2,3,1,3,2,5,4,1
매출은,4,2,2,3,1,10,2,2,3,3,1,2
맥북,17,11,10,5,11,3,3,11,9,13,6,8
맺어,5,4,1,1,2,3,0,4,1,9,2,0
머니투데이방송,1,2,1,2,2,1,0,2,2,1,1,0
먼저,6,4,2,3,4,1,2,4,4,8,2,1
멀티-다이,8,5,3,0,3,0,0,3,3,5,1,3
멀티플랫폼,5,3,4,3,7,1,2,4,2,3,3,3
메모리,9,9,7,8,2,24,6,12,6,8,1,5
메쉬,5,6,8,1,2,1,2,5,3,3,2,3
메이트,3,4,2,5,0,1,1,1,6,2,2,1
메인,4,7,3,3,2,4,2,7,2,5,0,2
메인보드,5,6,4,0,3,1,1,3,2,2,2,7
메타,25,33,18,10,15,9,4,26,6,16,6,5
메타가,4,6,4,2,3,2,1,6,1,1,1,2
메타는,10,11,10,6,5,6,2,11,3,4,3,4
메타의,4,6,4,2,3,2,1,6,1,1,1,2
모니터,26,26,13,6,10,11,5,23,11,24,17,19
모니터가,4,3,5,1,3,0,1,4,2,4,4,3
모니터다.,6,5,4,1,4,0,1,4,3,3,3,7
모니터에,6,5,4,1,4,0,1,4,3,3,3,7
모델이,5,2,4,1,3,2,0,3,2,2,1,0
모델인,12,10,10,2,4,2,0,6,6,10,14,2
모두,4,7,1,0,1,0,0,6,1,5,0,5
모듈,14,23,11,9,10,5,3,16,6,14,2,7
모듈과,5,7,2,2,3,0,0,3,1,3,1,0
모듈은,5,7,2,2,3,0,0,3,1,3,1,0
모든,18,14,8,0,6,0,0,9,4,10,2,8
모바일,17,11,9,7,21,5,6,10,10,15,7,7
모바일용,6,4,4,4,4,7,2,3,2,4,3,0
모습을,7,5,3,1,4,1,1,2,4,2,1,4
모습이,2,2,0,1,2,0,1,1,1,1,0,1
목표,1,1,0,0,0,0,1,0,0,2,1,0
목표가,3,3,3,5,2,4,0,5,2,3,1,0
목표가를,4,2,2,3,1,10,2,2,3,3,1,2
목표로,7,2,5,3,2,3,0,7,1,2,5,4
목표주가,2,1,2,3,0,3,0,3,0,2,0,0
목표주가를,6,6,4,3,3,6,2,4,2,5,1,0
몬길,5,3,4,3,7,1,2,4,2,3,3,3
무디스,2,3,3,4,0,2,0,5,1,2,3,3
무려,2,2,0,1,2,0,1,1,1,1,0,1
무쏘,9,5,4,3,4,9,2,5,5,5,8,5
무호흡,2,1,2,2,1,1,1,1,3,0,0,1
무효심판을,4,3,1,2,2,0,1,0,2,4,1,0
문의,4,2,7,1,3,0,1,2,2,1,0,0
문제를,2,2,0,1,2,0,1,1,1,1,0,1
물량을,5,5,2,2,1,2,2,3,2,5,5,1
물론,12,10,6,2,7,1,2,9,5,9,5,8
미국,22,18,17,7,16,3,5,17,8,18,9,6
미국발,2,2,3,4,3,4,2,6,4,1,1,2
미디어,8,11,7,11,6,2,3,8,4,10,1,5
미디어지수,10,5,5,21,2,3,6,6,5,6,2,0
미래,3,5,3,1,3,2,2,6,0,0,1,1
미리,6,5,4,1,4,4,8,5,0,5,0,0
미성년자,3,3,1,1,2,0,0,2,0,1,0,0
미세화가,6,4,3,0,1,3,0,5,1,4,1,2
민지혜,5,4,1,1,2,3,0,4,1,9,2,0
믿고,3,2,1,1,0,0,1,2,1,0,2,2
밀도,12,6,22,5,9,0,2,5,8,2,2,1
바탕으로,20,25,17,10,9,4,4,24,7,13,7,11
박종현,2,1,2,3,0,3,0,3,0,2,0,0
반기,2,1,2,3,0,3,0,3,0,2,0,0
반도체,47,36,18,13,20,36,16,33,12,52,9,8
반드시,2,2,0,1,2,0,1,1,1,1,0,1
반면,6,5,6,4,2,4,1,5,2,3,2,2
반사형,10,16,5,2,6,0,0,9,2,8,2,0
반영해,7,5,3,4,3,10,2,4,3,4,1,2
받는,4,1,3,3,2,3,0,3,1,2,4,3
받았다.,4,3,1,2,2,0,1,0,2,4,1,0
발전설비,6,6,4,3,3,6,2,4,2,5,1,0
발표한,6,4,2,3,4,1,2,4,4,8,2,1
밝혔다.,42,40,30,10,23,5,2,30,12,29,11,5
방산,1,1,0,0,0,0,1,0,0,2,1,0
방식,6,5,6,4,2,4,1,5,2,3,2,2
방식으로,6,4,6,7,2,5,0,8,2,4,7,6
방식의,6,5,6,4,2,4,1,5,2,3,2,2
방지,6,10,6,4,6,1,1,6,3,8,1,5
배터리,30,25,12,10,11,11,6,17,13,18,14,13
배터리를,3,2,1,1,0,0,1,2,1,0,2,2
버드배스,6,5,6,4,2,4,1,5,2,3,2,2
버추얼,5,3,4,3,7,1,2,4,2,3,3,3
번인,4,3,5,1,3,0,1,4,2,4,4,3
번째,3,5,3,1,3,2,2,6,0,0,1,1
벌인,5,4,1,1,2,3,0,4,1,9,2,0
벗어나야,1,1,0,0,0,0,1,0,0,2,1,0
베가라스,9,7,4,0,3,0,0,4,2,5,1,4
베갈라스,8,5,3,0,3,0,0,3,3,5,1,3
베트남,6,4,2,2,1,3,1,2,1,7,2,0
벤더로,3,6,3,3,1,4,2,7,2,3,0,2
벤츠,12,10,10,2,4,2,0,6,6,10,14,2
벤타스는,1,0,2,1,4,1,0,1,0,0,0,0
변경해야,3,1,1,1,0,2,9,0,0,2,1,0
보고,4,6,4,2,3,2,1,6,1,1,1,2
보고서,1,1,1,2,0,1,2,2,0,0,1,0
보급률,3,4,2,5,0,1,1,1,6,2,2,1
보기,3,2,1,2,1,1,3,2,1,2,1,3
보도자료,4,2,7,1,3,0,1,2,2,1,0,0
보여준다.,7,5,3,1,4,1,1,2,4,2,1,4
보유하고,13,12,11,7,7,9,6,10,7,7,4,2
보이고,5,3,1,4,0,5,2,2,1,5,0,1
보인다.,5,5,2,2,1,2,2,3,2,5,5,1
보일,6,5,6,4,2,4,1,5,2,3,2,2
보통에서,2,1,2,2,1,1,1,1,3,0,0,1
보호,6,10,6,4,6,1,1,6,3,8,1,5
보호조치,3,3,1,1,2,0,0,2,0,1,0,0
본격,12,9,8,1,3,4,0,8,4,9,8,3
본격적인,12,10,10,2,4,2,0,6,6,10,14,2
본선,2,2,0,1,2,0,1,1,1,1,0,1
부가가치,4,1,1,1,0,2,10,2,2,1,0,1
부문,12,10,8,5,8,6,3,10,3,10,5,2
부문에,6,4,4,2,5,0,1,6,1,5,4,2
부문에서,4,6,4,2,3,2,1,6,1,1,1,2
부문은,2,2,1,2,1,9,1,3,1,3,0,1
부품,11,16,8,6,7,2,2,9,4,13,2,6
부품을,12,10,10,2,4,2,0,6,6,10,14,2
분류,6,10,6,4,6,1,1,6,3,8,1,5
분석,4,2,2,7,1,1,2,2,2,2,1,0
분석결과,8,4,4,14,2,2,4,4,4,4,2,0
분석됐다.,10,5,5,21,2,3,6,6,5,6,2,0
분석을,3,2,2,6,1,1,2,2,2,3,1,0
분석해,2,1,2,2,1,1,1,1,3,0,0,1
분석해서,1,2,1,2,2,1,0,2,2,1,1,0
분야,11,13,7,5,10,4,3,7,6,12,2,7
분야에,5,4,1,1,2,3,0,4,1,9,2,0
분야에서,22,18,9,2,7,1,1,11,6,15,3,8
분야에서는,6,5,5,1,2,1,0,3,3,5,7,1
분야의,24,19,14,4,8,4,1,14,6,13,4,10
불량을,6,7,2,3,2,0,1,5,2,6,2,1
불만이,3,3,1,1,2,0,0,2,0,1,0,0
불안,2,2,0,1,2,0,1,1,1,1,0,1
불투명하고,6,5,4,1,4,4,8,5,0,5,0,0
불확실성이,2,2,3,4,3,4,2,6,4,1,1,2
붉은사막,3,1,4,0,16,0,0,1,3,0,1,1
붉은사막의,2,1,3,0,11,0,0,1,2,0,1,1
브랜드는,10,5,5,21,2,3,6,6,5,6,2,0
브랜드로,2,3,3,4,0,2,0,5,1,2,3,3
브랜드에,5,3,3,13,1,2,4,4,3,5,1,0
브랜드평판,10,5,5,21,2,3,6,6,5,6,2,0
브랜드평판지수,10,5,5,21,2,3,6,6,5,6,2,0
브레이커스,5,3,4,3,7,1,2,4,2,3,3,3
브로드컴,3,6,3,3,1,4,2,7,2,3,0,2
블루라이트,8,13,2,0,2,0,0,11,2,10,0,10
비교하면,13,7,7,27,3,4,8,8,7,9,3,0
비교해보면,8,4,4,14,2,2,4,4,4,4,2,0
비롯해,5,3,4,3,7,1,2,4,2,3,3,3
비스포크,2,1,1,2,1,1,2,2,1,0,0,3
비슷한,5,2,4,1,3,2,0,3,2,2,1,0
비전옥스,24,18,6,5,10,8,2,16,8,35,6,2
비전옥스와,6,5,1,0,2,2,0,3,1,9,1,0
비전옥스의,5,4,1,1,2,3,0,4,1,9,2,0
비중,1,2,1,2,2,1,0,2,2,1,1,0
비즈니스,5,6,8,1,2,1,2,5,3,3,2,3
비판이,3,3,1,1,2,0,0,2,0,1,0,0
비해,8,4,4,4,2,3,1,3,2,5,4,1
비핵심,6,5,2,1,3,1,1,5,2,6,2,1
빅데이터,13,7,7,27,3,4,8,8,7,9,3,0
빛샘전자,5,6,3,2,4,3,2,6,1,4,1,1
빛을,6,6,6,2,5,1,1,5,7,2,1,1
빠른,4,3,5,1,3,0,1,4,2,4,4,3
빨래도,4,5,3,0,1,0,0,4,0,1,0,5
사실,1,3,0,0,0,0,1,1,0,1,0,1
사실상,12,10,10,2,4,2,0,6,6,10,14,2
사업,7,8,5,5,5,7,2,6,4,6,2,0
사업에,5,3,1,1,4,3,2,1,3,4,1,2
사업을,6,6,4,3,3,6,2,4,2,5,1,0
사업이다.,6,5,3,1,4,0,0,2,1,7,2,0
사업장을,2,2,3,4,3,4,2,6,4,1,1,2
사업화,5,6,1,2,1,0,1,3,1,4,1,0
사옥,6,5,4,1,4,4,8,5,0,5,0,0
사용,10,12,9,8,8,3,4,9,7,8,1,9
사용자의,2,1,2,2,1,1,1,1,3,0,0,1
사용하던,1,3,0,0,0,0,1,1,0,1,0,1
사용할,28,22,17,2,13,0,2,17,9,17,9,18
사우스,4,1,3,3,2,3,0,3,1,2,4,3
사이니지,5,6,8,1,2,1,2,5,3,3,2,3
사이니지를,5,6,8,1,2,1,2,5,3,3,2,3
사장,8,4,4,4,2,3,1,3,2,5,4,1
사장은,6,5,2,1,3,1,1,5,2,6,2,1
사전,1,1,2,0,6,0,0,1,1,0,1,1
사진,5,6,2,2,1,1,1,3,1,5,1,1
사피엔반도체,5,6,3,2,4,3,2,6,1,4,1,1
사피엔반도체가,5,6,3,2,4,3,2,6,1,4,1,1
사피엔반도체는,5,6,3,2,4,3,2,6,1,4,1,1
사회공헌,6,4,4,2,5,0,1,6,1,5,4,2
사회공헌지수,10,5,5,21,2,3,6,6,5,6,2,0
산소포화도,2,1,2,2,1,1,1,1,3,0,0,1
산업,14,14,9,5,9,2,2,11,4,13,4,7
산업용,6,10,6,4,6,1,1,6,3,8,1,5
산업의,5,6,1,2,1,0,1,3,1,4,1,0
산정,18,9,9,5,4,12,47,6,1,10,4,0
산학연,5,6,1,2,1,0,1,3,1,4,1,0
삼성,15,9,11,4,7,5,18,9,6,8,6,7
삼성SDI,10,5,5,21,2,3,6,6,5,6,2,0
삼성그룹노동조합연대,1,0,1,1,0,2,6,2,0,1,0,0
삼성그룹노조연대는,1,0,0,1,0,2,10,1,0,0,1,0
삼성노조연대,9,6,5,2,4,6,18,5,0,6,1,0
삼성노조연대는,15,8,8,4,4,10,37,6,0,9,3,0
삼성다운,6,2,3,2,0,4,20,1,1,2,2,0
삼성디스플레이,72,45,29,28,21,30,66,32,23,55,33,12
삼성디스플레이가,10,7,3,5,6,1,3,4,6,12,3,1
삼성디스플레이는,27,17,11,10,11,13,5,13,11,20,15,7
삼성디스플레이에,8,4,4,4,2,3,1,3,2,5,4,1
삼성디스플레이의,13,9,6,6,3,5,3,6,4,10,9,2
삼성은,5,8,2,7,0,4,3,4,9,4,2,1
삼성의,6,5,4,1,4,4,8,5,0,5,0,0
삼성전자,113,79,63,85,51,106,123,83,45,76,38,26
삼성전자가,2,4,0,2,0,3,2,3,3,2,0,0
삼성전자는,5,5,2,2,1,2,2,3,2,5,5,1
삼성전자본사,6,5,4,1,4,4,8,5,0,5,0,0
삼성전자에,5,5,2,2,1,2,2,3,2,5,5,1
삼성전자의,4,1,1,1,0,2,10,2,2,1,0,1
삼성중공업은,1,1,0,0,0,0,1,0,0,2,1,0
상대로,4,3,1,2,2,0,1,0,2,4,1,0
상무가,3,0,3,2,1,1,3,0,4,1,2,0
상반기,39,28,27,21,14,14,5,22,21,30,28,10
상상을,3,5,3,1,3,2,2,6,0,0,1,1
상생세일,8,13,2,0,2,0,0,11,2,10,0,10
상승,13,7,7,29,3,6,12,10,7,9,3,0
상승과,5,2,3,4,4,5,2,3,1,4,2,0
상승하며,8,4,4,4,2,3,1,3,2,5,4,1
상승할,2,1,2,2,0,10,2,3,1,2,0,1
상승했다.,10,5,5,21,2,3,6,6,5,6,2,0
상장,7,1,4,5,2,4,0,5,2,2,5,7
상장기업,13,7,7,27,3,4,8,8,7,9,3,0
상장을,4,1,3,3,2,3,0,3,1,2,4,3
상장이,9,4,7,9,2,6,0,10,3,4,8,10
상한,12,4,5,4,0,8,39,1,1,5,4,0
상한제도,6,5,4,1,4,4,8,5,0,5,0,0
상향,8,6,8,7,2,7,1,8,2,5,2,2
상향조정하고,4,2,2,3,1,10,2,2,3,3,1,2
상황이다.,6,4,2,3,4,1,2,4,4,8,2,1
상회할,9,4,5,7,5,15,4,5,4,7,3,2
새로운,33,28,26,8,14,6,3,22,10,14,6,13
새벽,1,3,0,0,0,0,1,1,0,1,0,1
색상,4,3,5,1,3,0,1,4,2,4,4,3
생산,34,36,25,20,22,18,9,33,18,32,14,15
생산라인,17,13,4,3,6,8,0,13,4,27,5,1
생산량,6,4,2,3,4,1,2,4,4,8,2,1
