term,cur,prev,diff,ma7,z_like,total
레노버,15,1,14,3.286,4.165,66
울트라샤프,10,0,10,1.429,3.905,10
모니터,15,4,11,5.143,3.016,194
모바일,10,2,8,2.429,2.959,79
hdr,6,0,6,0.857,2.67,7
저전력,6,0,6,0.857,2.67,7
폴더블,9,5,4,2.714,2.374,87
삼성전자,32,36,-4,19.857,2.226,519
하이센스,6,6,0,2.0,1.657,19
퀄컴,7,9,-2,2.857,1.54,36
인텔,6,8,-2,2.286,1.479,34
tcl,8,0,8,3.714,1.464,42
노트북,9,17,-8,5.143,1.18,99
hp,4,2,2,1.429,1.171,43
딥엑스,2,0,2,0.286,1.117,2
tv,21,15,6,15.714,1.065,357
lcd,3,0,3,1.0,1.0,47
고성능,3,2,1,1.0,1.0,18
boe,3,2,1,1.143,0.898,60
intel,1,0,1,0.143,0.622,5
lg화학,1,0,1,0.143,0.622,2
게이밍모니터,1,0,1,0.143,0.622,2
롤러블,1,0,1,0.143,0.622,3
샤프,1,0,1,0.143,0.622,2
애플,6,3,3,4.143,0.612,150
엔비디아,6,16,-10,4.286,0.558,77
픽셀,1,0,1,0.429,0.345,4
ar,2,2,0,1.286,0.335,42
아마존,1,1,0,0.571,0.244,9
소니,1,3,-2,0.571,0.244,12
아이폰,2,0,2,1.571,0.19,79
현대모비스,1,0,1,0.714,0.155,53
구글,1,1,0,0.714,0.155,55
메타,1,4,-3,1.0,0.0,13
공급망,1,0,1,1.143,-0.069,18
올레드,1,5,-4,1.429,-0.195,25
갤럭시,2,1,1,2.571,-0.219,83
스마트폰,1,0,1,1.714,-0.309,108
amd,1,7,-6,2.0,-0.414,27
lg디스플레이,2,12,-10,3.857,-0.627,141
삼성디스플레이,12,23,-11,15.143,-0.643,170
lg전자,7,6,1,10.857,-0.898,336
그램,1,1,0,4.0,-1.0,29
디스플레이,6,28,-22,11.429,-1.239,256
oled,15,51,-36,29.429,-2.246,454
