term,cur,diff,z_like
레노버,15,14,4.16
울트라샤프,10,10,3.90
모니터,15,11,3.02
모바일,10,8,2.96
hdr,6,6,2.67
저전력,6,6,2.67
폴더블,9,4,2.37
