term,cur,prev,diff,ma7,z_like,total
lg전자,30,7,23,14.143,3.331,363
레노버,17,15,2,5.714,3.329,75
fhd,3,0,3,0.571,1.383,4
소니,4,1,3,1.143,1.381,16
엔비디아,10,6,4,5.714,1.264,83
모바일,6,10,-4,3.143,1.03,85
lg디스플레이,8,2,6,4.857,0.981,144
롤러블,2,1,1,0.429,0.95,3
구글,3,1,2,1.143,0.898,44
마이크로소프트,1,0,1,0.143,0.622,4
씽크패드,1,0,1,0.143,0.622,1
에어팟,1,0,1,0.143,0.622,1
증착기,1,0,1,0.143,0.622,1
편광판,1,0,1,0.143,0.622,2
삼성전자,25,32,-7,22.857,0.371,532
tv,18,21,-3,16.143,0.37,369
폴더블,4,9,-5,3.0,0.366,88
딥엑스,1,2,-1,0.429,0.345,3
sk하이닉스,2,0,2,1.286,0.335,42
tsmc,1,0,1,0.571,0.244,18
선익시스템,1,0,1,0.571,0.244,16
스마트폰,2,1,1,1.714,0.124,95
샤오미,1,0,1,0.857,0.074,15
xr,1,0,1,1.0,0.0,68
양산,1,0,1,1.0,0.0,23
아이폰,1,2,-1,1.0,0.0,80
lcd,1,3,-2,1.0,0.0,46
hdr,1,6,-5,1.0,0.0,8
저전력,1,6,-5,1.0,0.0,8
고성능,1,3,-2,1.143,-0.069,19
퀄컴,3,7,-4,3.286,-0.102,39
공급망,1,1,0,1.286,-0.134,18
hp,1,4,-3,1.571,-0.254,44
애플,3,6,-3,4.143,-0.377,145
갤럭시,1,2,-1,2.143,-0.464,79
하이센스,1,6,-5,2.143,-0.464,20
인텔,1,6,-5,2.429,-0.558,34
모니터,3,15,-12,5.143,-0.656,196
oled,19,15,4,26.0,-1.148,453
노트북,1,9,-8,5.0,-1.236,94
디스플레이,3,6,-3,11.714,-1.97,250
삼성디스플레이,1,12,-11,12.286,-2.505,167
