date,topic_id,avg_sentiment,article_count
2025-10-15,0,0.5064,211
2025-10-15,1,0.5048,269
2025-10-15,2,0.505,274
2025-10-15,3,0.5052,233
2025-10-15,4,0.5063,232
2025-10-15,5,0.5056,234
2025-10-15,6,0.5066,231
2025-10-15,7,0.5079,43
2025-10-15,8,0.5063,206
2025-10-15,9,0.5063,161
2025-10-15,10,0.5052,270
2025-10-15,11,0.5051,287
2025-10-15,12,0.5059,219
2025-10-15,13,0.5053,226
