term,cur,prev,diff,ma7,z_like,total
tcl,4,0,4,0.714,1.781,31
기아,3,0,3,0.429,1.554,21
맥북,3,1,2,1.0,1.0,28
도우인시스,2,0,2,0.571,0.814,7
hp,2,2,0,0.571,0.814,45
bmw,2,0,2,0.714,0.697,13
4k,1,0,1,0.143,0.622,34
원익ips,1,0,1,0.143,0.622,10
한미반도체,1,0,1,0.143,0.622,5
인텔,2,1,1,0.857,0.593,50
카카오,1,0,1,0.286,0.465,14
현대모비스,1,0,1,0.286,0.465,10
공급망,2,1,1,1.143,0.414,48
sk하이닉스,3,1,2,2.0,0.414,55
vr,1,0,1,0.429,0.345,14
모니터,2,3,-1,1.429,0.26,160
메타,1,0,1,0.571,0.244,34
amd,1,1,0,0.571,0.244,31
lcd,1,1,0,0.571,0.244,10
lg디스플레이,4,6,-2,3.429,0.2,80
모바일,1,0,1,0.857,0.074,26
스마트폰,2,1,1,1.857,0.06,88
구글,3,3,0,3.0,0.0,113
아이폰,2,1,1,2.143,-0.058,45
삼성전자,11,27,-16,11.429,-0.098,521
폴더블,2,1,1,2.286,-0.114,61
갤럭시,1,6,-5,1.286,-0.134,51
lg전자,6,4,2,6.571,-0.16,283
oled,4,4,0,4.714,-0.225,292
tv,4,9,-5,5.143,-0.35,260
노트북,2,10,-8,3.143,-0.412,109
레노버,2,6,-4,4.286,-0.744,88
디스플레이,2,6,-4,4.429,-0.782,195
xr,2,18,-16,4.429,-0.782,109
엔비디아,3,4,-1,6.286,-0.937,243
애플,3,5,-2,6.714,-1.034,158
