org,topic,base_score,topic_share,company_focus,hybrid_score
ASUS,0,2.7347,0.0080,0.7187,2.7347
ASUS,1,2.5419,0.0122,0.6680,2.5419
ASUS,2,0.7340,0.0024,0.1929,0.7340
AUO,0,3.4183,0.0100,0.7101,3.4183
AUO,2,2.9359,0.0095,0.6098,2.9359
AUO,1,1.6946,0.0082,0.3520,1.6946
BMW,0,2.7347,0.0080,0.8811,2.7347
BMW,2,1.4679,0.0047,0.4730,1.4679
BOE,2,24.9550,0.0804,0.8437,24.9550
BOE,0,14.3570,0.0419,0.4854,14.3570
BOE,1,6.7784,0.0327,0.2292,6.7784
BYD,0,1.3673,0.0040,1.0000,1.3673
CES,0,3.4183,0.0100,0.8230,3.4183
CES,2,2.2019,0.0071,0.5301,2.2019
CES,1,0.8473,0.0041,0.2040,0.8473
CSOT,2,11.7435,0.0378,0.7269,11.7435
CSOT,0,10.2550,0.0299,0.6347,10.2550
CSOT,1,4.2365,0.0204,0.2622,4.2365
Dell,0,2.7347,0.0080,0.7187,2.7347
Dell,1,2.5419,0.0122,0.6680,2.5419
Dell,2,0.7340,0.0024,0.1929,0.7340
HMI,1,0.8473,0.0041,0.6453,0.8473
HMI,2,0.7340,0.0024,0.5590,0.7340
HMI,0,0.6837,0.0020,0.5207,0.6837
HP,0,2.7347,0.0080,0.7187,2.7347
HP,1,2.5419,0.0122,0.6680,2.5419
HP,2,0.7340,0.0024,0.1929,0.7340
Harman,0,4.1020,0.0120,0.7366,4.1020
Harman,2,3.6698,0.0118,0.6590,3.6698
Harman,1,0.8473,0.0041,0.1521,0.8473
Innolux,2,2.2019,0.0071,0.7317,2.2019
Innolux,0,2.0510,0.0060,0.6816,2.0510
IoT,0,12.3060,0.0359,0.7020,12.3060
IoT,2,11.7435,0.0378,0.6699,11.7435
IoT,1,4.2365,0.0204,0.2417,4.2365
JDI,2,5.1378,0.0165,0.9180,5.1378
JDI,0,2.0510,0.0060,0.3665,2.0510
JDI,1,0.8473,0.0041,0.1514,0.8473
KAIST,0,3.4183,0.0100,0.9706,3.4183
KAIST,1,0.8473,0.0041,0.2406,0.8473
LG디스플레이,2,44.0382,0.1418,0.7949,44.0382
LG디스플레이,0,30.7651,0.0898,0.5553,30.7651
LG디스플레이,1,13.5568,0.0653,0.2447,13.5568
LG전자,0,29.3977,0.0858,0.7330,29.3977
LG전자,2,24.9550,0.0804,0.6223,24.9550
LG전자,1,11.0149,0.0531,0.2747,11.0149
LG화학,0,12.9897,0.0379,0.6941,12.9897
LG화학,2,12.4775,0.0402,0.6667,12.4775
LG화학,1,5.0838,0.0245,0.2716,5.0838
SK하이닉스,2,4.4038,0.0142,0.7899,4.4038
SK하이닉스,0,3.4183,0.0100,0.6132,3.4183
TCL,2,3.6698,0.0118,0.8019,3.6698
TCL,0,2.7347,0.0080,0.5975,2.7347
TSMC,0,12.3060,0.0359,0.8110,12.3060
TSMC,2,6.6057,0.0213,0.4353,6.6057
TSMC,1,5.9311,0.0286,0.3909,5.9311
Tianma,2,5.8718,0.0189,0.8141,5.8718
Tianma,0,4.1020,0.0120,0.5687,4.1020
Tianma,1,0.8473,0.0041,0.1175,0.8473
UDC,0,2.7347,0.0080,0.8811,2.7347
UDC,2,1.4679,0.0047,0.4730,1.4679
Visionox,2,2.9359,0.0095,0.7977,2.9359
Visionox,0,2.0510,0.0060,0.5573,2.0510
Visionox,1,0.8473,0.0041,0.2302,0.8473
구글,1,5.0838,0.0245,0.7375,5.0838
구글,0,4.1020,0.0120,0.5951,4.1020
구글,2,2.2019,0.0071,0.3194,2.2019
기아,0,12.3060,0.0359,0.7020,12.3060
기아,2,11.7435,0.0378,0.6699,11.7435
기아,1,4.2365,0.0204,0.2417,4.2365
네이버,0,8.2040,0.0240,0.7498,8.2040
네이버,2,5.8718,0.0189,0.5366,5.8718
네이버,1,4.2365,0.0204,0.3872,4.2365
니오,0,1.3673,0.0040,1.0000,1.3673
