term,cur,prev,diff,total,ma7,z_like
구글,13,5,8,92,5.143,2.404
애플,13,8,5,294,13.857,-0.182
lg전자,11,14,-3,274,10.714,0.067
oled,8,19,-11,358,7.429,0.153
폴더블,8,12,-4,235,9.286,-0.318
선익시스템,7,0,7,41,3.0,1.464
레노버,6,0,6,56,1.143,2.348
스마트폰,6,3,3,98,3.429,0.902
디스플레이,6,14,-8,243,3.857,0.723
모니터,6,9,-3,87,3.857,0.723
픽셀,5,2,3,12,1.0,2.0
tv,5,8,-3,159,9.143,-1.03
ppi,4,0,4,5,0.571,1.953
삼성전자,4,9,-5,318,10.571,-1.546
퀄컴,3,0,3,39,0.571,1.383
마이크로소프트,3,1,2,11,0.571,1.383
노트북,3,1,2,99,2.571,0.165
lg디스플레이,3,12,-9,145,2.857,0.053
아이폰,3,8,-5,66,3.429,-0.15
수율,2,1,1,8,0.571,0.814
hp,2,2,0,56,1.286,0.335
엔비디아,2,4,-2,90,2.0,0.0
양산,2,2,0,51,3.0,-0.366
8k,1,0,1,3,0.143,0.622
생산능력,1,0,1,2,0.143,0.622
auo,1,0,1,1,0.143,0.622
화웨이,1,0,1,13,0.286,0.465
롤러블,1,0,1,7,0.286,0.465
도우인시스,1,0,1,2,0.286,0.465
고성능,1,0,1,9,0.429,0.345
아마존,1,2,-1,30,0.571,0.244
boe,1,3,-2,16,0.714,0.155
샤오미,1,1,0,12,0.714,0.155
삼성디스플레이,1,2,-1,59,0.857,0.074
올레드,1,0,1,13,0.857,0.074
설비투자,1,4,-3,8,0.857,0.074
메타,1,1,0,28,1.143,-0.069
공급망,1,0,1,57,1.714,-0.309
xr,1,1,0,76,2.143,-0.464
