term,cur,prev,diff,total,ma7,z_like
fhd,10,0,10,13,1.857,3.446
hp,5,0,5,42,1.571,1.521
화웨이,4,1,3,17,1.0,1.5
공급망,4,1,3,53,1.0,1.5
삼성디스플레이,7,2,5,51,3.571,1.186
boe,2,0,2,14,0.429,0.95
lcd,2,1,1,38,0.714,0.697
리벨리온,1,0,1,1,0.143,0.622
필립스,1,0,1,1,0.143,0.622
시스코,1,0,1,2,0.143,0.622
게이밍모니터,1,0,1,3,0.143,0.622
기아,2,0,2,25,0.857,0.593
lg디스플레이,3,3,0,98,1.857,0.484
amoled,1,0,1,2,0.286,0.465
주사율,1,0,1,2,0.286,0.465
아이맥,1,0,1,3,0.286,0.465
dell,1,1,0,5,0.286,0.465
태블릿,1,0,1,10,0.286,0.465
nvidia,1,0,1,5,0.429,0.345
sk하이닉스,2,0,2,82,1.429,0.26
fmm,1,0,1,9,0.571,0.244
xr,3,3,0,68,2.714,0.108
맥북,1,0,1,16,0.857,0.074
퀄컴,1,0,1,32,1.0,0.0
스마트폰,2,2,0,101,3.714,-0.586
갤럭시,2,1,1,162,4.143,-0.706
