term,cur,prev,diff,ma7,z_like,total
tsmc,2,0,2,0.286,1.117,17
수율,3,2,1,0.857,1.113,10
퀄컴,3,2,1,0.857,1.113,23
미디어텍,1,0,1,0.143,0.622,3
벤츠,1,0,1,0.143,0.622,9
amd,2,1,1,1.0,0.5,20
sk온,1,0,1,0.286,0.465,2
해상도,1,0,1,0.714,0.155,5
dell,1,1,0,0.714,0.155,10
vr,1,2,-1,0.714,0.155,19
기아,2,3,-1,1.714,0.124,29
인텔,1,0,1,1.143,-0.069,55
아이폰,1,1,0,1.143,-0.069,49
boe,1,3,-2,1.286,-0.134,20
맥북,1,3,-2,1.286,-0.134,16
sk하이닉스,1,1,0,1.429,-0.195,38
메타,1,2,-1,1.571,-0.254,28
공급망,2,1,1,2.857,-0.319,54
레노버,1,5,-4,2.143,-0.464,36
폴더블,1,3,-2,2.571,-0.604,65
xr,2,3,-1,3.857,-0.627,101
애플,3,14,-11,5.571,-0.765,202
노트북,1,1,0,3.714,-0.927,135
lg전자,5,3,2,8.714,-0.94,240
oled,2,7,-5,5.429,-1.03,266
디스플레이,1,2,-1,5.0,-1.236,189
tv,2,5,-3,8.571,-1.673,326
구글,2,1,1,9.286,-1.8,115
모니터,1,4,-3,10.857,-2.295,136
삼성전자,5,17,-12,27.857,-3.641,678
