term,cur,prev,diff,total,ma7,z_like
레노버,18,0,18,83,5.0,4.017
프로아트,10,0,10,12,1.429,3.905
태블릿,8,0,8,17,1.286,3.146
폴더블,6,0,6,64,1.857,1.753
아이폰,6,0,6,39,2.143,1.565
sk하이닉스,5,0,5,52,2.0,1.243
proart,2,0,2,4,0.286,1.117
lcd,2,0,2,11,0.429,0.95
선익시스템,3,0,3,16,1.429,0.716
meta,1,0,1,1,0.143,0.622
바이두,1,0,1,1,0.143,0.622
고해상도,1,0,1,4,0.143,0.622
주사율,1,0,1,4,0.143,0.622
증착기,1,0,1,4,0.143,0.622
사이니지,1,0,1,15,0.143,0.622
구글,3,2,1,124,1.857,0.484
byd,1,0,1,7,0.286,0.465
도우인시스,1,0,1,4,0.429,0.345
boe,2,0,2,28,1.286,0.335
증착,1,0,1,4,0.571,0.244
메타,2,0,2,33,1.571,0.19
lg디스플레이,3,0,3,70,2.571,0.165
tcl,1,0,1,31,1.0,0.0
스마트폰,1,1,0,92,1.0,0.0
고성능,1,0,1,26,1.286,-0.134
퀄컴,1,1,0,45,1.286,-0.134
삼성디스플레이,1,0,1,52,1.714,-0.309
인텔,1,0,1,57,1.857,-0.363
xr,3,1,2,93,4.143,-0.377
노트북,2,2,0,115,3.429,-0.501
모니터,1,1,0,178,2.571,-0.604
