term,cur,prev,diff,total,ma7,z_like
애플,28,5,23,332,14.0,2.953
삼성전자,26,12,14,435,22.143,0.676
lg전자,23,10,13,309,13.0,2.171
노트북,18,4,14,115,6.0,3.479
갤럭시,17,4,13,151,5.429,3.475
비보북,8,0,8,8,1.143,3.314
디스플레이,8,2,6,160,5.571,0.723
oled,8,3,5,313,13.286,-1.138
아이폰,7,3,4,119,6.571,0.12
폴더블,6,4,2,236,9.143,-0.781
boe,5,0,5,14,1.0,2.0
모니터,5,4,1,160,11.429,-1.468
xr,4,1,3,71,2.286,0.682
tv,4,1,3,205,4.143,-0.047
화웨이,3,1,2,20,1.429,0.716
레노버,3,0,3,66,2.714,0.108
엔비디아,3,3,0,162,9.0,-1.5
tcl,2,1,1,29,1.286,0.335
샤오미,2,2,0,27,1.429,0.26
구글,2,3,-1,99,1.714,0.124
스마트폰,2,1,1,95,2.857,-0.319
모바일,2,3,-1,39,2.857,-0.319
퀄컴,1,0,1,29,0.286,0.465
설비투자,1,0,1,10,0.286,0.465
시스코,1,0,1,3,0.286,0.465
sk온,1,0,1,2,0.286,0.465
갤럭시z폴드,1,1,0,2,0.286,0.465
아이패드,1,1,0,5,0.429,0.345
sharp,1,1,0,11,0.571,0.244
기아,1,0,1,24,0.714,0.155
asus,1,1,0,23,1.0,0.0
hp,1,1,0,39,1.143,-0.069
양산,1,2,-1,67,1.429,-0.195
공급망,1,1,0,39,1.429,-0.195
sk하이닉스,1,1,0,71,1.714,-0.309
삼성디스플레이,1,0,1,58,2.714,-0.648
카카오,1,2,-1,43,2.714,-0.648
