term,cur,diff,z_like
xr,38,33,6.59
하이센스,26,18,6.08
삼성디스플레이,17,17,5.54
서피스,9,9,3.62
에어팟,8,7,3.15
마이크로소프트,7,7,2.83
디스플레이,15,9,2.67
애플,14,12,2.44
폴더블,10,8,2.30
아이폰,8,7,2.27
