term,cur,prev,diff,total,ma7,z_like
기아,13,1,12,34,2.143,4.407
퀄컴,3,0,3,50,0.571,1.383
디스플레이,9,3,6,213,5.0,1.236
nvidia,2,0,2,3,0.429,0.95
카카오,2,0,2,11,0.429,0.95
아마존,2,1,1,12,0.714,0.697
lcd,2,1,1,36,0.714,0.697
아이폰,5,1,4,116,3.143,0.67
터치id,1,0,1,2,0.143,0.622
에어팟,1,0,1,5,0.143,0.622
고성능,2,1,1,23,1.0,0.5
한화시스템,1,0,1,4,0.286,0.465
게이밍모니터,1,0,1,6,0.429,0.345
화웨이,1,0,1,14,0.429,0.345
boe,1,0,1,19,0.429,0.345
인텔,1,1,0,39,0.429,0.345
양산,1,0,1,62,0.429,0.345
삼성디스플레이,1,0,1,84,0.714,0.155
kaist,1,0,1,14,1.429,-0.195
lg전자,3,2,1,230,3.571,-0.198
스마트폰,3,3,0,104,3.714,-0.244
vr,1,1,0,56,1.857,-0.363
lg화학,1,0,1,27,3.857,-0.964
모바일,1,1,0,69,3.857,-0.964
