term,cur,prev,diff,total,ma7,z_like
삼성전자,34,12,22,508,15.286,3.812
모니터,29,12,17,191,7.571,5.712
기아,13,1,12,34,2.143,4.407
애플,13,10,3,273,8.571,1.128
tv,10,10,0,365,12.286,-0.507
갤럭시,9,7,2,108,3.571,1.879
디스플레이,9,3,6,213,5.0,1.236
xr,8,4,4,118,3.143,1.752
oled,7,20,-13,301,8.571,-0.4
tcl,6,9,-3,89,2.571,1.317
lg디스플레이,6,14,-8,135,3.143,1.03
아이폰,5,1,4,116,3.143,0.67
소니,5,10,-5,34,3.286,0.609
엔비디아,4,7,-3,179,2.714,0.486
퀄컴,3,0,3,50,0.571,1.383
노트북,3,4,-1,126,3.143,-0.052
폴더블,3,5,-2,114,3.429,-0.15
lg전자,3,2,1,230,3.571,-0.198
스마트폰,3,3,0,104,3.714,-0.244
카카오,2,0,2,11,0.429,0.95
nvidia,2,0,2,3,0.429,0.95
lcd,2,1,1,36,0.714,0.697
아마존,2,1,1,12,0.714,0.697
sk하이닉스,2,3,-1,68,1.0,0.5
고성능,2,1,1,23,1.0,0.5
구글,2,14,-12,80,5.0,-0.927
에어팟,1,0,1,5,0.143,0.622
터치id,1,0,1,2,0.143,0.622
한화시스템,1,0,1,4,0.286,0.465
양산,1,0,1,62,0.429,0.345
인텔,1,1,0,39,0.429,0.345
boe,1,0,1,19,0.429,0.345
화웨이,1,0,1,14,0.429,0.345
게이밍모니터,1,0,1,6,0.429,0.345
삼성디스플레이,1,0,1,84,0.714,0.155
레노버,1,7,-6,73,1.286,-0.134
kaist,1,0,1,14,1.429,-0.195
vr,1,1,0,56,1.857,-0.363
ar,1,9,-8,50,2.857,-0.69
모바일,1,1,0,69,3.857,-0.964
lg화학,1,0,1,27,3.857,-0.964
