term,cur,prev,diff,ma7,z_like,total,date
원익ips,1,0,1,0.143,0.622,3,2026-07-11
텐센트,1,0,1,0.143,0.622,1,2026-07-11
양산,2,1,1,1.0,0.5,39,2026-07-11
4k,1,0,1,0.286,0.465,14,2026-07-11
소니,1,0,1,0.286,0.465,4,2026-07-11
bmw,1,0,1,0.429,0.345,17,2026-07-11
byd,1,0,1,0.429,0.345,15,2026-07-11
lg디스플레이,4,14,-10,3.143,0.309,124,2026-07-11
퀄컴,1,0,1,0.571,0.244,28,2026-07-11
모바일,1,0,1,0.714,0.155,29,2026-07-11
인텔,1,0,1,0.714,0.155,29,2026-07-11
boe,1,2,-1,0.714,0.155,36,2026-07-11
공급망,2,3,-1,1.714,0.124,52,2026-07-11
hp,1,1,0,0.857,0.074,30,2026-07-11
구글,1,1,0,0.857,0.074,38,2026-07-11
레노버,1,1,0,1.0,0.0,49,2026-07-11
메타,1,1,0,1.0,0.0,29,2026-07-11
갤럭시,5,10,-5,5.286,-0.087,85,2026-07-11
아이폰,3,3,0,3.286,-0.102,88,2026-07-11
모니터,2,12,-10,3.571,-0.544,99,2026-07-11
lg전자,8,14,-6,10.429,-0.574,296,2026-07-11
스마트폰,2,7,-5,4.0,-0.667,92,2026-07-11
노트북,2,4,-2,4.429,-0.782,113,2026-07-11
폴더블,5,10,-5,8.143,-0.816,155,2026-07-11
애플,5,11,-6,9.0,-1.0,306,2026-07-11
xr,1,9,-8,4.286,-1.07,147,2026-07-11
삼성전자,12,14,-2,18.143,-1.168,421,2026-07-11
디스플레이,4,12,-8,8.714,-1.193,234,2026-07-11
인텔,6,1,5,1.571,1.965,33,2026-07-13
태블릿,2,0,2,0.286,1.117,9,2026-07-13
구글,3,1,2,1.286,0.803,36,2026-07-13
샤오미,2,2,0,0.714,0.697,11,2026-07-13
수출입,1,0,1,0.143,0.622,1,2026-07-13
스마트워치,1,0,1,0.143,0.622,2,2026-07-13
지멘스,1,0,1,0.143,0.622,1,2026-07-13
애플,14,16,-2,11.714,0.517,328,2026-07-13
4k,1,0,1,0.429,0.345,14,2026-07-13
tsmc,1,0,1,0.429,0.345,13,2026-07-13
올레드,1,0,1,0.429,0.345,34,2026-07-13
boe,1,0,1,0.857,0.074,37,2026-07-13
tcl,1,0,1,1.143,-0.069,29,2026-07-13
노트북,3,1,2,3.857,-0.289,105,2026-07-13
모니터,3,2,1,4.286,-0.419,99,2026-07-13
tv,3,3,0,4.714,-0.541,235,2026-07-13
엔비디아,1,0,1,3.429,-0.852,95,2026-07-13
아이폰,1,4,-3,3.571,-0.89,90,2026-07-13
갤럭시,1,1,0,4.714,-1.171,80,2026-07-13
oled,4,1,3,9.143,-1.278,253,2026-07-13
lg전자,4,4,0,9.857,-1.415,294,2026-07-13
sk하이닉스,2,6,-4,7.429,-1.457,127,2026-07-13
폴더블,1,1,0,7.714,-1.777,154,2026-07-13
삼성전자,5,4,1,16.143,-2.221,392,2026-07-13
선익시스템,10,0,10,2.714,2.752,33,2026-07-14
아이폰,9,1,8,3.857,1.735,99,2026-07-14
디스플레이,15,0,15,9.0,1.5,241,2026-07-14
lcd,2,0,2,0.286,1.117,17,2026-07-14
tsmc,3,1,2,0.857,1.113,13,2026-07-14
레노버,3,0,3,1.0,1.0,43,2026-07-14
갤럭시,9,1,8,5.714,0.969,89,2026-07-14
amd,2,0,2,0.571,0.814,8,2026-07-14
hdr,1,0,1,0.143,0.622,1,2026-07-14
woled,1,0,1,0.143,0.622,2,2026-07-14
구글,3,3,0,1.714,0.557,38,2026-07-14
지멘스,1,1,0,0.286,0.465,2,2026-07-14
lg디스플레이,5,0,5,3.714,0.439,118,2026-07-14
xr,4,0,4,3.0,0.366,129,2026-07-14
lg전자,11,4,7,9.571,0.349,299,2026-07-14
bmw,1,0,1,0.429,0.345,15,2026-07-14
카카오,1,0,1,0.429,0.345,12,2026-07-14
sharp,2,0,2,1.429,0.26,24,2026-07-14
기아,1,0,1,0.571,0.244,23,2026-07-14
스마트폰,4,0,4,3.429,0.2,92,2026-07-14
모바일,1,0,1,0.857,0.074,31,2026-07-14
sk하이닉스,8,2,6,8.0,0.0,133,2026-07-14
boe,1,1,0,1.0,0.0,38,2026-07-14
노트북,2,3,-1,2.429,-0.168,103,2026-07-14
oled,8,4,4,9.143,-0.284,261,2026-07-14
인텔,1,6,-5,1.714,-0.309,32,2026-07-14
폴더블,4,1,3,5.857,-0.543,157,2026-07-14
삼성디스플레이,2,0,2,3.571,-0.544,62,2026-07-14
애플,8,14,-6,10.571,-0.605,331,2026-07-14
삼성전자,12,5,7,15.0,-0.616,399,2026-07-14
tv,2,3,-1,4.571,-0.819,236,2026-07-14
모니터,1,3,-2,4.143,-1.035,100,2026-07-14
한미반도체,19,0,19,2.714,6.151,19,2026-07-15
모바일,17,1,16,3.143,4.998,48,2026-07-15
스마트폰,14,4,10,5.0,2.781,102,2026-07-15
노트북,8,2,6,3.143,1.752,106,2026-07-15
xr,6,4,2,3.429,0.902,131,2026-07-15
ar,2,0,2,0.571,0.814,49,2026-07-15
lg전자,12,11,1,8.857,0.79,303,2026-07-15
hp,2,0,2,0.714,0.697,27,2026-07-15
그램,1,0,1,0.143,0.622,1,2026-07-15
byd,1,0,1,0.286,0.465,14,2026-07-15
lg화학,1,0,1,0.286,0.465,17,2026-07-15
오포,1,0,1,0.286,0.465,6,2026-07-15
tsmc,2,3,-1,1.143,0.414,14,2026-07-15
카카오,1,1,0,0.429,0.345,12,2026-07-15
공급망,2,0,2,1.429,0.26,51,2026-07-15
아이폰,5,9,-4,4.429,0.184,103,2026-07-15
폴더블,6,4,2,5.714,0.084,162,2026-07-15
인텔,2,1,1,1.857,0.06,34,2026-07-15
애플,11,8,3,11.0,0.0,340,2026-07-15
모니터,4,1,3,4.0,0.0,104,2026-07-15
tv,5,2,3,5.143,-0.044,230,2026-07-15
삼성전자,11,12,-1,12.286,-0.285,399,2026-07-15
구글,1,3,-2,1.714,-0.309,38,2026-07-15
엔비디아,1,0,1,2.286,-0.512,93,2026-07-15
갤럭시,4,9,-5,5.857,-0.543,93,2026-07-15
선익시스템,1,10,-9,2.571,-0.604,34,2026-07-15
oled,6,8,-2,8.714,-0.687,260,2026-07-15
lg디스플레이,1,5,-4,3.571,-0.89,118,2026-07-15
삼성디스플레이,1,2,-1,3.714,-0.927,63,2026-07-15
sk하이닉스,4,8,-4,8.143,-1.075,137,2026-07-15
디스플레이,3,15,-12,8.857,-1.473,236,2026-07-15
hp,10,2,8,2.0,3.314,37,2026-07-16
폴더블,17,6,11,6.286,3.055,172,2026-07-16
qled,7,0,7,1.0,3.0,8,2026-07-16
디스플레이,19,3,16,7.714,2.988,252,2026-07-16
퀀텀닷,3,0,3,0.429,1.554,3,2026-07-16
lg전자,16,12,4,9.857,1.484,314,2026-07-16
삼성전자,16,11,5,10.571,1.277,380,2026-07-16
구글,5,1,4,2.143,1.16,41,2026-07-16
galaxy,2,0,2,0.286,1.117,3,2026-07-16
아이패드,2,0,2,0.286,1.117,31,2026-07-16
공급망,4,2,2,1.714,0.99,52,2026-07-16
퀄컴,2,0,2,0.429,0.95,29,2026-07-16
ppi,1,0,1,0.143,0.622,1,2026-07-16
sfa,1,0,1,0.143,0.622,1,2026-07-16
vr,1,0,1,0.143,0.622,4,2026-07-16
바이두,1,0,1,0.143,0.622,1,2026-07-16
하이센스,1,0,1,0.143,0.622,45,2026-07-16
한화시스템,1,0,1,0.143,0.622,1,2026-07-16
화웨이,1,0,1,0.143,0.622,6,2026-07-16
양산,2,0,2,0.857,0.593,42,2026-07-16
벤츠,1,0,1,0.286,0.465,3,2026-07-16
소니,1,0,1,0.286,0.465,5,2026-07-16
엔비디아,3,1,2,2.286,0.284,90,2026-07-16
샤오미,1,0,1,0.714,0.155,11,2026-07-16
ar,1,2,-1,0.714,0.155,48,2026-07-16
모바일,4,17,-13,3.571,0.148,51,2026-07-16
인텔,2,2,0,1.857,0.06,36,2026-07-16
tv,4,5,-1,3.857,0.048,215,2026-07-16
노트북,3,8,-5,3.286,-0.102,106,2026-07-16
갤럭시,4,4,0,4.857,-0.268,96,2026-07-16
xr,2,6,-4,3.143,-0.412,130,2026-07-16
애플,8,11,-3,10.429,-0.574,339,2026-07-16
삼성디스플레이,2,1,1,3.857,-0.627,65,2026-07-16
아이폰,2,5,-3,3.857,-0.627,102,2026-07-16
스마트폰,2,14,-12,4.429,-0.782,101,2026-07-16
oled,5,6,-1,8.714,-0.94,262,2026-07-16
sk하이닉스,2,4,-2,8.429,-1.647,138,2026-07-16
