cluster_id,keywords
0,"미국, 갤럭시, 폴더블, 여름, 소재, 체결, 경험, 메모리, 유럽, 박람회, 영화, 세탁, 유지, 구미, 무역수지, 게임, 외국, 스토어, 선택, 시간, 오픈, 추가, 확산, 전력, 영역, 대상, 넘어, 집중, 역할, 목표, 전체, 영향, 하이닉스, 월드, 감소, 차세대, 플랫폼, 팝업, 더욱, 기존, 서비스, 공개"
1,중국
2,"애플, 스마트폰, 아이폰"
3,티타늄
4,"모니터, 반도체, 노트북, 인텔, 인공지능"
5,인도네시아
6,"공장, 개발, 생산, 분석, 정보, 점유율, 수입, 제조, 수출, 설계, 자금, 자산, 과정, 효율, 투자, 매출, 시스템, 가격"
7,인프라
