term,cur,prev,diff,ma7,z_like,total
벤큐,1,0,1,0.143,0.622,8
사이니지,1,0,1,0.286,0.465,3
공급망,2,0,2,1.143,0.414,36
카카오,1,0,1,0.429,0.345,11
host,1,1,0,0.429,0.345,3
갤럭시,5,5,0,4.143,0.282,104
선익시스템,1,1,0,0.571,0.244,17
엔비디아,1,4,-3,1.429,-0.195,165
노트북,7,10,-3,8.143,-0.297,142
스마트폰,4,5,-1,5.143,-0.35,99
양산,2,1,1,3.571,-0.544,83
모니터,2,2,0,4.0,-0.667,191
레노버,1,0,1,3.0,-0.732,64
디스플레이,3,5,-2,6.429,-0.97,168
sk하이닉스,2,5,-3,5.429,-1.03,88
xr,1,3,-2,4.429,-1.104,121
아이폰,3,6,-3,7.429,-1.189,142
삼성전자,9,11,-2,17.0,-1.562,495
lg전자,5,4,1,12.0,-1.568,260
tv,3,4,-1,9.571,-1.605,313
폴더블,1,7,-6,7.286,-1.699,144
애플,3,11,-8,10.286,-1.732,273
oled,1,7,-6,12.429,-2.525,321
