term,cur,prev,diff,ma7,z_like,total
tv,34,6,28,15.429,3.769,412
애플,15,11,4,8.0,1.828,263
삼성전자,33,74,-41,27.571,0.868,627
boe,2,1,1,0.571,0.814,23
갤럭시북,1,0,1,0.143,0.622,1
폭스바겐,1,0,1,0.143,0.622,4
샤오펑,1,0,1,0.286,0.465,2
레노버,1,0,1,0.429,0.345,45
고성능,1,1,0,0.571,0.244,18
삼성디스플레이,1,1,0,0.714,0.155,91
메타,1,2,-1,1.286,-0.134,30
구글,1,2,-1,1.857,-0.363,53
xr,2,3,-1,3.0,-0.366,126
엔비디아,1,1,0,2.143,-0.464,87
갤럭시,1,3,-2,2.286,-0.512,86
모니터,1,5,-4,2.429,-0.558,118
lg전자,5,5,0,7.143,-0.583,229
스마트폰,1,4,-3,2.571,-0.604,117
아이폰,1,2,-1,3.0,-0.732,112
노트북,2,3,-1,4.571,-0.819,150
