term,cur,prev,diff,total,ma7,z_like
lg전자,16,6,10,310,7.0,2.469
폴더블,11,19,-8,314,12.143,-0.255
애플,11,9,2,414,15.857,-0.975
oled,10,17,-7,334,8.429,0.403
고효율,9,0,9,21,1.286,3.615
노트북,8,5,3,135,3.571,1.532
구글,7,1,6,63,1.571,2.409
xr,7,5,2,91,4.571,0.774
디스플레이,7,4,3,201,4.714,0.721
모니터,6,4,2,162,4.286,0.558
삼성전자,5,2,3,463,4.0,0.333
태블릿,3,0,3,10,0.429,1.554
갤럭시,3,7,-4,128,3.429,-0.15
스마트폰,3,3,0,106,4.143,-0.377
아이폰,3,7,-4,248,12.857,-2.15
샤프,2,0,2,2,0.286,1.117
소니,2,0,2,11,0.571,0.814
ar,2,5,-3,54,1.286,0.335
sk하이닉스,2,2,0,55,1.714,0.124
lg디스플레이,2,5,-3,61,2.429,-0.168
공급망,2,4,-2,57,2.714,-0.27
모바일,1,0,1,45,0.143,0.622
아마존,1,0,1,16,0.143,0.622
양산,1,0,1,29,0.286,0.465
tsmc,1,1,0,8,0.286,0.465
수율,1,0,1,8,0.286,0.465
저전력,1,0,1,5,0.286,0.465
csot,1,0,1,3,0.286,0.465
폭스바겐,1,1,0,5,0.429,0.345
맥북,1,0,1,20,0.571,0.244
byd,1,0,1,15,0.571,0.244
lcd,1,3,-2,38,0.857,0.074
인텔,1,4,-3,27,0.857,0.074
tcl,1,1,0,78,1.429,-0.195
4k,1,1,0,13,1.429,-0.195
엔비디아,1,1,0,175,1.571,-0.254
레노버,1,1,0,124,1.714,-0.309
삼성디스플레이,1,2,-1,85,2.0,-0.414
lg화학,1,4,-3,26,3.429,-0.852
기아,1,15,-14,47,5.143,-1.268
tv,1,2,-1,232,5.714,-1.39
