term,cur,prev,diff,ma7,z_like,total,date
인텔,1,3,-2,2.714,-0.648,58,2026-05-15
tv,2,4,-2,4.286,-0.744,427,2026-05-15
삼성전자,8,9,-1,13.0,-1.086,660,2026-05-15
디스플레이,29,12,17,7.714,5.635,267,2026-05-16
tv,22,2,20,7.143,4.045,374,2026-05-16
삼성전자,33,8,25,16.429,3.279,648,2026-05-16
엔비디아,13,12,1,5.0,2.472,90,2026-05-16
sk하이닉스,4,2,2,1.571,1.078,49,2026-05-16
lg전자,14,18,-4,9.857,1.001,220,2026-05-16
하이센스,2,0,2,0.429,0.95,10,2026-05-16
tcl,3,1,2,1.143,0.898,27,2026-05-16
두산로보틱스,1,0,1,0.143,0.622,1,2026-05-16
마이크로소프트,1,0,1,0.143,0.622,13,2026-05-16
시스코,1,0,1,0.143,0.622,2,2026-05-16
씽크패드,1,0,1,0.143,0.622,1,2026-05-16
amd,1,0,1,0.286,0.465,14,2026-05-16
byd,1,0,1,0.286,0.465,14,2026-05-16
메타,1,0,1,0.286,0.465,22,2026-05-16
설비투자,1,0,1,0.286,0.465,4,2026-05-16
프로아트,1,0,1,0.286,0.465,3,2026-05-16
lg화학,1,1,0,0.286,0.465,11,2026-05-16
레노버,2,1,1,1.143,0.414,24,2026-05-16
아마존,1,2,-1,0.429,0.345,9,2026-05-16
vr,1,0,1,0.571,0.244,17,2026-05-16
amoled,1,3,-2,0.571,0.244,5,2026-05-16
lg디스플레이,3,3,0,2.571,0.165,119,2026-05-16
카카오,1,0,1,0.714,0.155,20,2026-05-16
아이폰,1,1,0,0.714,0.155,53,2026-05-16
태블릿,1,1,0,0.714,0.155,20,2026-05-16
ar,1,0,1,0.857,0.074,31,2026-05-16
퀄컴,1,1,0,0.857,0.074,22,2026-05-16
hp,1,1,0,1.0,0.0,66,2026-05-16
스마트폰,3,5,-2,3.429,-0.15,86,2026-05-16
xr,2,4,-2,2.429,-0.168,116,2026-05-16
소니,1,3,-2,1.429,-0.195,18,2026-05-16
구글,3,2,1,4.0,-0.333,66,2026-05-16
갤럭시,1,3,-2,2.143,-0.464,65,2026-05-16
애플,4,7,-3,5.857,-0.543,226,2026-05-16
인텔,1,1,0,2.429,-0.558,59,2026-05-16
폴더블,1,2,-1,2.429,-0.558,94,2026-05-16
노트북,2,2,0,3.857,-0.627,132,2026-05-16
oled,4,10,-6,9.143,-1.278,357,2026-05-16
현대모비스,2,0,2,0.571,0.814,5,2026-05-17
qned,1,0,1,0.143,0.622,1,2026-05-17
딥엑스,1,0,1,0.143,0.622,1,2026-05-17
알파벳,1,0,1,0.286,0.465,7,2026-05-17
메타,1,1,0,0.429,0.345,22,2026-05-17
아마존,1,1,0,0.571,0.244,10,2026-05-17
태블릿,1,1,0,0.714,0.155,20,2026-05-17
사이니지,2,0,2,1.714,0.124,16,2026-05-17
lcd,1,0,1,0.857,0.074,14,2026-05-17
ar,1,1,0,1.0,0.0,32,2026-05-17
스마트폰,3,3,0,3.571,-0.198,81,2026-05-17
xr,2,2,0,2.571,-0.219,115,2026-05-17
4k,1,0,1,1.571,-0.254,19,2026-05-17
sk하이닉스,1,4,-3,1.714,-0.309,47,2026-05-17
엔비디아,4,13,-9,5.571,-0.468,84,2026-05-17
애플,4,4,0,5.714,-0.506,223,2026-05-17
lg디스플레이,1,3,-2,2.429,-0.558,118,2026-05-17
lg전자,8,14,-6,10.429,-0.574,227,2026-05-17
노트북,2,2,0,4.0,-0.667,132,2026-05-17
삼성전자,13,33,-20,17.857,-0.929,619,2026-05-17
모니터,1,0,1,4.429,-1.104,78,2026-05-17
tv,3,22,-19,7.286,-1.159,329,2026-05-17
디스플레이,2,29,-27,8.0,-1.567,265,2026-05-17
apple,1,0,1,0.143,0.622,3,2026-05-18
google,1,0,1,0.143,0.622,1,2026-05-18
nvidia,1,0,1,0.143,0.622,2,2026-05-18
sharp,1,0,1,0.143,0.622,8,2026-05-18
맥북,1,0,1,0.286,0.465,10,2026-05-18
sk하이닉스,3,1,2,2.143,0.348,49,2026-05-18
amd,1,0,1,0.429,0.345,15,2026-05-18
bmw,1,0,1,0.429,0.345,9,2026-05-18
lg화학,1,0,1,0.429,0.345,8,2026-05-18
공급망,2,0,2,1.429,0.26,52,2026-05-18
아마존,1,1,0,0.714,0.155,11,2026-05-18
xr,3,2,1,3.0,0.0,108,2026-05-18
ar,1,1,0,1.0,0.0,31,2026-05-18
hp,1,0,1,1.143,-0.069,66,2026-05-18
폴더블,2,0,2,2.571,-0.219,88,2026-05-18
노트북,3,2,1,3.857,-0.289,133,2026-05-18
스마트폰,3,3,0,3.857,-0.289,84,2026-05-18
모바일,1,0,1,1.857,-0.363,33,2026-05-18
구글,3,0,3,4.429,-0.46,56,2026-05-18
tv,5,3,2,7.571,-0.685,326,2026-05-18
애플,3,4,-1,5.429,-0.729,222,2026-05-18
lg전자,7,8,-1,10.571,-0.84,233,2026-05-18
엔비디아,2,4,-2,5.857,-1.128,85,2026-05-18
모니터,1,1,0,4.571,-1.138,74,2026-05-18
삼성전자,12,13,-1,18.571,-1.238,604,2026-05-18
oled,2,0,2,8.571,-1.673,339,2026-05-18
디스플레이,1,2,-1,7.857,-1.803,252,2026-05-18
구글,31,1,30,7.714,6.164,87,2026-05-20
nvidia,6,1,5,1.143,2.348,8,2026-05-20
삼성전자,29,25,4,18.429,1.997,624,2026-05-20
google,4,1,3,0.857,1.632,6,2026-05-20
고성능,3,1,2,0.857,1.113,21,2026-05-20
양산,3,2,1,0.857,1.113,19,2026-05-20
공급망,4,3,1,1.714,0.99,54,2026-05-20
ar,2,0,2,0.714,0.697,33,2026-05-20
메타,2,0,2,0.714,0.697,21,2026-05-20
csot,1,0,1,0.143,0.622,2,2026-05-20
dell,1,0,1,0.143,0.622,6,2026-05-20
sk온,1,0,1,0.143,0.622,1,2026-05-20
샤오펑,1,0,1,0.143,0.622,3,2026-05-20
아이패드,1,0,1,0.143,0.622,10,2026-05-20
해상도,1,0,1,0.143,0.622,2,2026-05-20
화웨이,1,0,1,0.143,0.622,20,2026-05-20
노트북,6,7,-1,4.143,0.612,140,2026-05-20
아이폰,2,3,-1,1.0,0.5,54,2026-05-20
boe,1,0,1,0.286,0.465,12,2026-05-20
카카오,1,0,1,0.286,0.465,21,2026-05-20
폴더블,3,6,-3,2.0,0.414,95,2026-05-20
하이센스,1,0,1,0.429,0.345,11,2026-05-20
인텔,2,2,0,1.286,0.335,56,2026-05-20
현대모비스,1,0,1,0.571,0.244,6,2026-05-20
xr,4,5,-1,3.429,0.2,109,2026-05-20
디스플레이,10,7,3,9.286,0.176,245,2026-05-20
모바일,1,2,-1,0.857,0.074,36,2026-05-20
기아,1,3,-2,0.857,0.074,24,2026-05-20
스마트폰,4,6,-2,4.0,0.0,92,2026-05-20
lg디스플레이,2,3,-1,2.143,-0.058,118,2026-05-20
갤럭시,2,4,-2,2.143,-0.058,63,2026-05-20
tcl,1,4,-3,1.286,-0.134,31,2026-05-20
oled,4,8,-4,4.714,-0.225,348,2026-05-20
모니터,1,1,0,1.714,-0.309,75,2026-05-20
레노버,1,7,-6,1.714,-0.309,31,2026-05-20
lg전자,7,4,3,8.429,-0.366,240,2026-05-20
sk하이닉스,1,1,0,2.0,-0.414,49,2026-05-20
애플,3,6,-3,4.286,-0.419,224,2026-05-20
엔비디아,4,5,-1,6.429,-0.687,91,2026-05-20
tv,4,32,-28,10.286,-1.494,345,2026-05-20
모니터,53,1,52,8.714,11.206,125,2026-05-21
삼성전자,76,29,47,28.0,7.629,695,2026-05-21
구글,23,31,-8,9.0,3.5,110,2026-05-21
lg전자,26,7,19,12.0,3.136,262,2026-05-21
올레드,6,0,6,0.857,2.67,32,2026-05-21
게이밍모니터,5,0,5,0.714,2.323,5,2026-05-21
서피스,5,0,5,0.714,2.323,6,2026-05-21
공급망,8,4,4,2.571,2.085,56,2026-05-21
oled,12,4,8,5.714,1.854,357,2026-05-21
메타,5,2,3,1.286,1.741,25,2026-05-21
해상도,3,1,2,0.571,1.383,5,2026-05-21
그램,2,0,2,0.286,1.117,2,2026-05-21
boe,2,1,1,0.429,0.95,14,2026-05-21
dell,2,1,1,0.429,0.95,8,2026-05-21
인텔,3,2,1,1.286,0.803,58,2026-05-21
고성능,3,3,0,1.286,0.803,23,2026-05-21
kaist,1,0,1,0.143,0.622,16,2026-05-21
고해상도,1,0,1,0.143,0.622,3,2026-05-21
스마트폰,6,4,2,4.286,0.558,92,2026-05-21
엔비디아,9,4,5,7.0,0.549,99,2026-05-21
기아,2,1,1,1.0,0.5,26,2026-05-21
양산,2,3,-1,1.0,0.5,18,2026-05-21
갤럭시z폴드,1,0,1,0.286,0.465,3,2026-05-21
마이크로소프트,1,0,1,0.286,0.465,13,2026-05-21
아이패드,1,1,0,0.286,0.465,10,2026-05-21
화웨이,1,1,0,0.286,0.465,19,2026-05-21
amd,1,0,1,0.429,0.345,16,2026-05-21
카카오,1,1,0,0.429,0.345,22,2026-05-21
폴더블,3,3,0,2.429,0.223,78,2026-05-21
4k,1,0,1,0.714,0.155,19,2026-05-21
lcd,1,0,1,0.714,0.155,13,2026-05-21
갤럭시,2,2,0,1.714,0.124,65,2026-05-21
노트북,4,6,-2,3.714,0.098,137,2026-05-21
sk하이닉스,2,1,1,2.0,0.0,45,2026-05-21
모바일,1,1,0,1.0,0.0,37,2026-05-21
아이폰,1,2,-1,1.143,-0.069,53,2026-05-21
xr,3,4,-1,3.286,-0.102,107,2026-05-21
애플,4,3,1,4.429,-0.138,218,2026-05-21
레노버,1,1,0,1.714,-0.309,32,2026-05-21
lg디스플레이,1,2,-1,1.857,-0.363,116,2026-05-21
디스플레이,7,10,-3,9.714,-0.659,239,2026-05-21
tv,2,4,-2,10.0,-1.922,340,2026-05-21
