cluster_id,keywords
0,"결과, 개선, 변화"
1,"반도체, 설계, 테크, 제조, 환경, 수출, 분석, 소재, 전기, 투자, 노동"
2,중국
3,"구글, 애플, 스마트폰, 모니터, 갤럭시, 시스템, 사용자"
4,"계획, 선정, 예정"
5,"미국, 현대차, 카메라, 게임, 공항, 탑재, 시간, 공간, 실시간, 가능성, 영국, 27형, 32형, 솔루션, 외국, 언론, 정보, 시청, 폴더블, 신제품, 시작, 라인업, 영향, 사람, 대규모, 최신, 마이크, 점유율, 엔비디아, 연결, 주식, 신규, 회사, 디스플레이, 없다, 속도, 대형, 구성, 과거"
6,인프라
7,무대
