term,cur,prev,diff,total,ma7,z_like
퀄컴,15,3,12,32,3.143,4.276
삼성디스플레이,12,1,11,58,2.429,3.741
oled,30,2,28,309,15.857,2.839
sk하이닉스,4,1,3,53,1.143,1.381
픽셀,3,0,3,6,0.714,1.239
공급망,2,0,2,17,0.571,0.814
미디어텍,1,0,1,1,0.143,0.622
수출입,1,0,1,1,0.143,0.622
프로아트,1,0,1,2,0.143,0.622
아이패드,1,0,1,9,0.143,0.622
vr,1,0,1,16,0.143,0.622
양산,1,0,1,39,0.429,0.345
amd,1,0,1,13,0.571,0.244
tcl,1,0,1,66,0.714,0.155
xr,3,2,1,77,3.0,0.0
폴더블,1,1,0,51,1.143,-0.069
노트북,3,2,1,103,3.714,-0.244
스마트폰,4,3,1,82,4.857,-0.268
모니터,4,0,4,103,5.0,-0.309
파나소닉,1,1,0,13,1.857,-0.363
구글,1,0,1,60,2.0,-0.414
엔비디아,2,1,1,108,6.0,-1.16
tv,2,2,0,287,9.429,-1.825
