term,cur,prev,diff,total,ma7,z_like
레노버,15,0,15,71,2.571,4.774
lg디스플레이,13,1,12,127,3.143,3.555
kaist,8,0,8,22,1.714,2.722
아이패드,4,1,3,16,1.0,1.5
카카오,2,0,2,9,0.286,1.117
ar,4,2,2,39,1.714,0.99
화웨이,3,3,0,14,1.143,0.898
lcd,2,1,1,19,0.571,0.814
폭스바겐,1,0,1,1,0.143,0.622
도우인시스,1,0,1,2,0.143,0.622
설비투자,1,0,1,2,0.143,0.622
dell,1,0,1,3,0.143,0.622
해상도,1,0,1,3,0.143,0.622
메타,2,0,2,15,0.857,0.593
선익시스템,1,0,1,4,0.286,0.465
하이센스,1,1,0,4,0.286,0.465
샤오미,1,0,1,27,0.286,0.465
lg화학,1,0,1,17,0.429,0.345
asus,1,0,1,20,0.714,0.155
엔비디아,3,3,0,221,2.714,0.108
tsmc,1,0,1,11,1.0,0.0
갤럭시,1,1,0,69,1.0,0.0
모니터,1,0,1,94,1.429,-0.195
