term,cur,prev,diff,ma7,z_like,total,date
엔비디아,18,0,18,2.571,5.926,26,2025-10-29
스마트폰,6,1,5,1.571,1.965,47,2025-10-29
tv,14,7,7,7.429,1.764,85,2025-10-29
올레드,4,0,4,0.857,1.632,10,2025-10-29
현대모비스,3,0,3,0.429,1.554,23,2025-10-29
모바일,3,0,3,0.714,1.239,12,2025-10-29
현대차,3,0,3,1.143,0.898,30,2025-10-29
디스플레이,9,7,2,6.143,0.821,109,2025-10-29
퀄컴,2,0,2,0.571,0.814,18,2025-10-29
노트북,4,2,2,2.286,0.682,22,2025-10-29
oled,11,3,8,8.429,0.659,165,2025-10-29
8k,1,0,1,0.143,0.622,1,2025-10-29
ltps,1,0,1,0.143,0.622,1,2025-10-29
스마트워치,1,0,1,0.143,0.622,1,2025-10-29
애플워치,1,0,1,0.143,0.622,1,2025-10-29
하이센스,1,0,1,0.143,0.622,1,2025-10-29
한화솔루션,1,0,1,0.143,0.622,2,2025-10-29
레노버,2,0,2,0.857,0.593,7,2025-10-29
벤츠,1,0,1,0.286,0.465,4,2025-10-29
수율,1,0,1,0.286,0.465,5,2025-10-29
아마존,1,1,0,0.286,0.465,4,2025-10-29
화웨이,1,1,0,0.286,0.465,7,2025-10-29
갤럭시,6,3,3,4.857,0.357,58,2025-10-29
카카오,1,0,1,0.429,0.345,8,2025-10-29
bmw,1,2,-1,0.429,0.345,5,2025-10-29
sharp,1,0,1,0.571,0.244,4,2025-10-29
메타,1,1,0,0.571,0.244,11,2025-10-29
lg디스플레이,2,0,2,1.714,0.124,70,2025-10-29
boe,1,0,1,1.0,0.0,15,2025-10-29
hp,1,1,0,1.0,0.0,7,2025-10-29
xr,7,4,3,7.429,-0.115,82,2025-10-29
ar,1,0,1,1.429,-0.195,37,2025-10-29
고성능,1,0,1,1.429,-0.195,19,2025-10-29
아이폰,2,0,2,2.714,-0.27,46,2025-10-29
구글,1,2,-1,1.714,-0.309,26,2025-10-29
폴더블,3,0,3,4.0,-0.333,56,2025-10-29
sk하이닉스,1,1,0,1.857,-0.363,37,2025-10-29
lg전자,4,5,-1,5.857,-0.543,108,2025-10-29
amd,1,0,1,2.571,-0.604,24,2025-10-29
삼성전자,15,30,-15,20.143,-0.937,296,2025-10-29
애플,3,5,-2,7.286,-1.159,144,2025-10-29
인텔,31,1,30,5.0,8.034,42,2025-10-30
엔비디아,15,13,2,6.286,2.485,52,2025-10-30
아마존,6,2,4,1.429,2.082,12,2025-10-30
기아,4,0,4,0.571,1.953,7,2025-10-30
현대모비스,3,1,2,0.571,1.383,17,2025-10-30
kaist,2,0,2,0.286,1.117,2,2025-10-30
맥북,2,0,2,0.286,1.117,17,2025-10-30
lg디스플레이,4,2,2,1.857,0.907,69,2025-10-30
현대차,4,6,-2,1.857,0.907,38,2025-10-30
아이패드,6,0,6,3.571,0.84,38,2025-10-30
갤럭시,7,6,1,4.429,0.828,70,2025-10-30
asus,2,0,2,0.571,0.814,4,2025-10-30
lcd,2,0,2,0.571,0.814,17,2025-10-30
boe,2,1,1,0.571,0.814,17,2025-10-30
sk하이닉스,5,1,4,3.0,0.732,46,2025-10-30
디스플레이,8,8,0,5.857,0.627,129,2025-10-30
dell,1,0,1,0.143,0.622,1,2025-10-30
nvidia,1,0,1,0.143,0.622,1,2025-10-30
롤러블,1,0,1,0.143,0.622,1,2025-10-30
xr,9,8,1,7.0,0.549,103,2025-10-30
도우인시스,1,0,1,0.286,0.465,2,2025-10-30
스마트폰,3,6,-3,2.143,0.348,52,2025-10-30
세미파이브,1,0,1,0.429,0.345,3,2025-10-30
