term,cur,prev,diff,ma7,z_like,total,date
삼성디스플레이,21,0,21,3.286,6.298,109,2026-01-02
그램,16,0,16,2.286,5.46,18,2026-01-02
oled,43,7,36,16.857,5.12,336,2026-01-02
양산,8,1,7,1.714,2.722,23,2026-01-02
tcl,8,0,8,2.143,2.377,24,2026-01-02
갤럭시,4,1,3,1.0,1.5,84,2026-01-02
tv,15,8,7,9.857,1.242,302,2026-01-02
아마존,2,0,2,0.286,1.117,8,2026-01-02
픽셀,2,0,2,0.429,0.95,3,2026-01-02
아이폰,5,1,4,2.571,0.933,82,2026-01-02
올레드,2,0,2,0.571,0.814,19,2026-01-02
lcd,1,0,1,0.143,0.622,44,2026-01-02
퀀텀닷,1,0,1,0.143,0.622,2,2026-01-02
지멘스,1,1,0,0.286,0.465,2,2026-01-02
boe,1,0,1,0.857,0.074,57,2026-01-02
sk하이닉스,1,0,1,0.857,0.074,40,2026-01-02
폴더블,2,1,1,2.429,-0.168,92,2026-01-02
현대모비스,1,2,-1,1.429,-0.195,65,2026-01-02
애플,3,2,1,3.857,-0.289,164,2026-01-02
스마트폰,2,1,1,2.857,-0.319,108,2026-01-02
노트북,2,8,-6,3.0,-0.366,102,2026-01-02
모바일,1,1,0,3.143,-0.773,69,2026-01-02
lg전자,7,6,1,12.0,-1.12,323,2026-01-02
디스플레이,1,16,-15,5.429,-1.33,199,2026-01-02
lg디스플레이,1,4,-3,5.571,-1.36,139,2026-01-02
모니터,3,1,2,10.143,-1.707,188,2026-01-02
삼성전자,4,14,-10,15.714,-2.36,446,2026-01-02
삼성디스플레이,12,21,-9,4.857,2.229,119,2026-01-03
디스플레이,14,1,13,7.429,1.764,213,2026-01-03
tcl,7,8,-1,2.571,1.701,31,2026-01-03
갤럭시,4,4,0,1.429,1.171,83,2026-01-03
hp,2,0,2,0.286,1.117,37,2026-01-03
asus,2,0,2,0.571,0.814,10,2026-01-03
amd,1,0,1,0.143,0.622,15,2026-01-03
udc,1,0,1,0.143,0.622,13,2026-01-03
비전프로,1,0,1,0.143,0.622,3,2026-01-03
엔비디아,2,0,2,1.0,0.5,59,2026-01-03
csot,1,0,1,0.286,0.465,3,2026-01-03
공급망,1,0,1,0.286,0.465,12,2026-01-03
생산능력,1,0,1,0.286,0.465,2,2026-01-03
그램,4,16,-12,2.857,0.425,22,2026-01-03
tsmc,1,0,1,0.429,0.345,19,2026-01-03
메타,1,0,1,0.429,0.345,26,2026-01-03
ar,1,0,1,0.571,0.244,40,2026-01-03
고성능,1,0,1,0.571,0.244,22,2026-01-03
레노버,1,0,1,0.571,0.244,70,2026-01-03
주사율,1,0,1,0.571,0.244,13,2026-01-03
sk하이닉스,1,1,0,0.571,0.244,39,2026-01-03
양산,2,8,-6,1.571,0.19,25,2026-01-03
모니터,7,3,4,6.429,0.162,192,2026-01-03
구글,1,0,1,0.714,0.155,64,2026-01-03
xr,2,0,2,1.714,0.124,89,2026-01-03
삼성전자,14,4,10,13.429,0.123,445,2026-01-03
boe,1,1,0,0.857,0.074,57,2026-01-03
애플,4,3,1,3.857,0.048,159,2026-01-03
tv,9,15,-6,8.857,0.036,304,2026-01-03
현대모비스,1,1,0,1.143,-0.069,66,2026-01-03
lg디스플레이,6,1,5,6.286,-0.081,142,2026-01-03
oled,17,43,-26,18.143,-0.217,346,2026-01-03
스마트폰,2,2,0,2.571,-0.219,107,2026-01-03
노트북,2,2,0,3.0,-0.366,99,2026-01-03
아이폰,1,5,-4,2.429,-0.558,79,2026-01-03
모바일,1,1,0,2.571,-0.604,70,2026-01-03
lg전자,2,7,-5,8.286,-1.621,313,2026-01-03
sk하이닉스,3,1,2,0.857,1.113,42,2026-01-04
애플,8,4,4,4.571,1.093,157,2026-01-04
고효율,1,0,1,0.143,0.622,1,2026-01-04
선익시스템,1,0,1,0.286,0.465,13,2026-01-04
amd,1,1,0,0.286,0.465,16,2026-01-04
sfa,1,0,1,0.429,0.345,3,2026-01-04
맥북,1,0,1,0.429,0.345,22,2026-01-04
qled,1,0,1,0.714,0.155,5,2026-01-04
갤럭시,2,4,-2,1.714,0.124,84,2026-01-04
스마트폰,3,2,1,2.714,0.108,108,2026-01-04
boe,1,1,0,0.857,0.074,57,2026-01-04
현대모비스,1,1,0,1.0,0.0,67,2026-01-04
tcl,2,7,-5,2.857,-0.319,33,2026-01-04
그램,2,4,-2,3.143,-0.412,23,2026-01-04
아이폰,1,1,0,2.429,-0.558,78,2026-01-04
모바일,1,1,0,2.571,-0.604,70,2026-01-04
모니터,2,7,-5,5.571,-1.063,191,2026-01-04
tv,4,9,-5,8.143,-1.075,302,2026-01-04
삼성전자,8,14,-6,14.143,-1.29,450,2026-01-04
