cluster_id,keywords
0,노트북
1,"미국, 스마트폰, 폴더블, 구글, 픽셀, 양산, 경험, 환경, 변화, 전기차, 그램, 설계, 소재, 분석, 기술력, 정보, 고성능, 솔루션, 역할, 개발, 효과, 신제품, 계획, 마이크, 이재용, 라스베이거스, 디스플레이, 패널, 나는, 소비, 혜택, 부문장, 연결, 탑재, 무대, 인프라, 예정, 전시, 수준, 밝기, 고도화, 추가, 제어, 실시간, 에너지, 스피커, 도전, 작업, 리더십, 맞춤형, 자율주행, 사무실, 업무, 클로이드, 일상, 홈로봇, 카메라, 사용자, 사장, 게이밍, 체결, 안에, 대규모, 콘셉트, 그룹, 대상, 기업들, 4형"
2,애플
3,반도체
4,효율
5,새해
6,중국
7,"모니터, 인텔, 갤럭시"
