term,cur,prev,diff,ma7,z_like,total
갤럭시,22,9,13,8.429,3.477,124
노트북,8,2,6,4.0,1.333,104
lg전자,16,4,12,10.429,1.317,298
고성능,1,0,1,0.143,0.622,8
메타,1,0,1,0.143,0.622,28
벤큐,2,0,2,0.857,0.593,10
삼성전자,12,3,9,9.857,0.518,323
벤츠,1,0,1,0.286,0.465,4
byd,1,1,0,0.429,0.345,15
tcl,1,0,1,0.571,0.244,26
lcd,1,0,1,0.714,0.155,15
아이폰,3,0,3,2.857,0.053,87
모니터,2,2,0,2.0,0.0,102
퀄컴,1,2,-1,1.0,0.0,28
스마트폰,5,4,1,5.429,-0.129,108
폴더블,6,0,6,6.714,-0.199,176
인텔,1,0,1,1.571,-0.254,31
oled,5,1,4,6.286,-0.367,259
xr,2,1,1,3.286,-0.457,85
애플,7,12,-5,10.286,-0.781,343
tv,1,3,-2,3.286,-0.813,168
모바일,1,0,1,3.714,-0.927,47
엔비디아,1,3,-2,4.0,-1.0,99
디스플레이,2,1,1,7.571,-1.485,234
