term,cur,prev,diff,ma7,z_like,total
엔비디아,37,24,13,13.143,5.158,182
삼성전자,28,24,4,14.0,2.953,474
폴더블,13,2,11,4.571,2.686,65
갤럭시,9,3,6,3.571,1.879,254
화웨이,3,1,2,0.571,1.383,14
애플,13,9,4,8.0,1.306,248
kaist,2,0,2,0.286,1.117,24
스마트폰,4,1,3,1.857,0.907,114
qled,1,0,1,0.143,0.622,39
갤럭시북,1,0,1,0.143,0.622,1
수출입,1,0,1,0.143,0.622,2
하이센스,1,0,1,0.143,0.622,9
한화솔루션,1,0,1,0.143,0.622,6
현대모비스,2,1,1,0.857,0.593,22
모니터,5,5,0,3.429,0.551,127
4k,1,0,1,0.286,0.465,5
ltpo,1,1,0,0.286,0.465,2
sk하이닉스,4,6,-2,3.0,0.366,63
ar,3,4,-1,2.143,0.348,42
오포,1,0,1,0.429,0.345,11
amd,2,1,1,1.286,0.335,24
tv,7,4,3,5.857,0.334,360
공급망,3,4,-1,2.286,0.284,34
퀄컴,1,1,0,0.571,0.244,34
xr,6,13,-7,5.571,0.128,108
아이폰,5,4,1,4.857,0.045,80
구글,1,3,-2,1.143,-0.069,66
레노버,3,2,1,3.286,-0.102,70
vr,1,5,-4,1.429,-0.195,28
태블릿,1,2,-1,2.0,-0.414,17
lg전자,2,2,0,3.286,-0.457,211
노트북,1,6,-5,2.857,-0.69,124
맥북,1,4,-3,3.143,-0.773,97
lg디스플레이,2,5,-3,5.714,-1.096,116
디스플레이,2,5,-3,8.571,-1.673,288
oled,3,11,-8,11.286,-1.901,364
