term,cur,prev,diff,total,ma7,z_like
lg전자,9,36,-27,358,12.143,-0.701
tv,6,13,-7,456,17.0,-2.147
애플,5,5,0,175,5.429,-0.129
모바일,3,1,2,44,1.0,1.0
현대모비스,3,1,2,35,1.143,0.898
삼성전자,3,9,-6,467,21.143,-3.241
메타,2,1,1,29,1.286,0.335
ar,2,0,2,38,1.571,0.19
스마트폰,2,0,2,103,2.857,-0.319
벤츠,2,20,-18,49,5.143,-0.962
디스플레이,2,1,1,251,6.571,-1.283
oled,2,3,-1,453,10.714,-2.039
카카오,1,0,1,9,0.143,0.622
asp,1,0,1,1,0.143,0.622
레노버,1,0,1,110,0.571,0.244
hp,1,1,0,73,0.571,0.244
소니,1,2,-1,86,1.429,-0.195
고성능,1,0,1,32,1.571,-0.254
구글,1,1,0,63,1.857,-0.363
sk하이닉스,1,1,0,56,2.0,-0.414
모니터,1,1,0,126,2.857,-0.69
갤럭시,1,1,0,90,3.0,-0.732
tcl,1,1,0,111,4.571,-1.138
lg디스플레이,1,4,-3,120,7.714,-1.777
