term,cur,prev,diff,ma7,z_like,total
구글,4,1,3,1.429,1.171,120
생산능력,1,0,1,0.286,0.465,2
스마트폰,1,2,-1,1.143,-0.069,94
맥북,1,4,-3,1.286,-0.134,22
sk하이닉스,1,0,1,1.571,-0.254,47
레노버,2,3,-1,2.714,-0.27,65
요가,1,1,0,1.857,-0.363,13
공급망,1,1,0,2.0,-0.414,53
lg디스플레이,1,3,-2,2.286,-0.512,71
노트북,2,0,2,4.286,-0.744,114
xr,1,1,0,4.0,-1.0,92
애플,1,7,-6,5.143,-1.268,155
디스플레이,1,5,-4,5.571,-1.36,179
lg전자,4,2,2,9.857,-1.415,282
tv,4,12,-8,10.857,-1.597,256
삼성전자,2,8,-6,13.429,-2.45,526
엔비디아,5,11,-6,18.429,-2.537,215
