term,cur,prev,diff,ma7,z_like,total
레노버,15,0,15,4.714,3.243,88
소니,5,0,5,0.714,2.323,7
qled,4,0,4,0.571,1.953,9
삼성전자,15,14,1,9.571,1.326,426
노트북,5,0,5,2.0,1.243,89
파나소닉,2,0,2,0.286,1.117,2
tsmc,3,0,3,0.857,1.113,15
아이폰,4,1,3,2.0,0.828,81
ar,4,1,3,2.143,0.754,43
엔비디아,3,0,3,1.571,0.634,143
씽크패드,1,0,1,0.143,0.622,1
갤럭시,5,13,-8,3.286,0.609,79
폴더블,6,8,-2,4.429,0.506,104
lcd,2,2,0,1.0,0.5,22
dell,2,4,-2,1.0,0.5,8
아마존,1,0,1,0.286,0.465,7
오포,1,0,1,0.286,0.465,4
태블릿,3,5,-2,2.0,0.414,21
공급망,2,1,1,1.286,0.335,30
bmw,1,1,0,0.714,0.155,20
아이패드,1,0,1,0.857,0.074,10
boe,1,2,-1,0.857,0.074,41
애플,9,8,1,8.714,0.072,237
lg전자,12,13,-1,11.714,0.065,226
sk하이닉스,2,2,0,2.0,0.0,43
올레드,1,1,0,1.0,0.0,39
선익시스템,1,1,0,1.143,-0.069,11
스마트폰,3,4,-1,3.286,-0.102,89
구글,1,2,-1,1.429,-0.195,40
모니터,3,1,2,3.571,-0.198,89
lg디스플레이,3,4,-1,4.0,-0.333,92
인텔,1,2,-1,2.143,-0.464,51
oled,7,4,3,9.0,-0.5,258
tv,7,8,-1,9.571,-0.628,230
삼성디스플레이,2,1,1,4.286,-0.744,125
