term,cur,prev,diff,total,ma7,z_like
lg디스플레이,16,2,14,102,3.714,4.197
amd,5,0,5,26,1.0,2.0
태블릿,4,0,4,9,0.857,1.632
엔비디아,7,1,6,111,2.714,1.619
inspection,1,0,1,1,0.143,0.622
ipad,1,0,1,1,0.143,0.622
qned,1,0,1,1,0.143,0.622
google,1,0,1,2,0.143,0.622
iphone,1,0,1,2,0.143,0.622
고효율,1,0,1,4,0.143,0.622
맥북,7,3,4,85,5.143,0.568
게이밍모니터,1,1,0,2,0.286,0.465
원익ips,1,0,1,5,0.286,0.465
벤츠,1,0,1,19,0.286,0.465
설비투자,1,1,0,15,0.429,0.345
샤오미,1,0,1,42,0.429,0.345
vr,1,0,1,21,0.571,0.244
아이패드,1,1,0,14,0.857,0.074
오포,1,1,0,11,1.0,0.0
공급망,1,1,0,22,1.0,0.0
tcl,5,1,4,85,6.143,-0.329
lg전자,3,3,0,224,6.714,-1.034
