term,cur,prev,diff,total,ma7,z_like
lg디스플레이,30,1,29,147,7.429,6.059
설비투자,2,0,2,3,0.286,1.117
양산,4,2,2,30,1.571,1.078
마이크로소프트,2,0,2,4,0.571,0.814
프로아트,1,0,1,2,0.143,0.622
수율,1,0,1,4,0.143,0.622
한미반도체,1,0,1,20,0.143,0.622
tcl,1,0,1,22,0.143,0.622
인텔,2,2,0,34,0.857,0.593
공급망,2,1,1,40,1.143,0.414
아이폰,3,3,0,77,2.0,0.414
올레드,1,0,1,10,0.429,0.345
byd,1,1,0,11,0.571,0.244
아마존,1,0,1,10,0.714,0.155
hp,2,1,1,45,1.714,0.124
구글,1,0,1,54,1.571,-0.254
xr,1,1,0,94,1.714,-0.309
엔비디아,3,2,1,100,4.143,-0.377
amd,1,0,1,29,2.0,-0.414
