term,cur,prev,diff,ma7,z_like,total
lg디스플레이,16,2,14,3.714,4.197,102
amd,5,0,5,1.0,2.0,26
태블릿,4,0,4,0.857,1.632,9
엔비디아,7,1,6,2.714,1.619,111
sk하이닉스,5,7,-2,2.571,0.933,64
폴더블,5,7,-2,2.714,0.863,56
google,1,0,1,0.143,0.622,2
inspection,1,0,1,0.143,0.622,1
ipad,1,0,1,0.143,0.622,1
iphone,1,0,1,0.143,0.622,2
qned,1,0,1,0.143,0.622,1
고효율,1,0,1,0.143,0.622,4
맥북,7,3,4,5.143,0.568,85
아이폰,4,9,-5,2.714,0.486,58
벤츠,1,0,1,0.286,0.465,19
원익ips,1,0,1,0.286,0.465,5
게이밍모니터,1,1,0,0.286,0.465,2
xr,5,5,0,3.714,0.439,85
샤오미,1,0,1,0.429,0.345,42
설비투자,1,1,0,0.429,0.345,15
vr,1,0,1,0.571,0.244,21
아이패드,1,1,0,0.857,0.074,14
공급망,1,1,0,1.0,0.0,22
오포,1,1,0,1.0,0.0,11
hp,1,2,-1,1.0,0.0,51
애플,8,12,-4,8.0,0.0,231
ar,1,2,-1,1.286,-0.134,37
tcl,5,1,4,6.143,-0.329,85
구글,2,5,-3,3.0,-0.366,71
갤럭시,4,8,-4,5.286,-0.39,248
현대모비스,1,3,-2,2.0,-0.414,21
노트북,2,5,-3,4.286,-0.744,125
디스플레이,4,12,-8,6.857,-0.79,265
스마트폰,2,12,-10,5.286,-0.996,115
lg전자,3,3,0,6.714,-1.034,224
oled,1,8,-7,4.429,-1.104,346
모니터,1,17,-16,4.857,-1.204,131
삼성전자,10,38,-28,19.857,-1.807,434
tv,4,12,-8,16.143,-2.42,357
