term,cur,prev,diff,ma7,z_like,total
올레드,11,0,11,1.571,4.184,47
인텔,7,1,6,1.857,2.177,55
모니터,5,0,5,1.429,1.627,160
애플,12,14,-2,6.714,1.472,175
모바일,4,0,4,1.143,1.381,27
lg전자,12,4,8,7.143,1.323,269
양산,3,3,0,0.857,1.113,49
갤럭시,4,2,2,1.571,1.078,51
디스플레이,10,15,-5,6.429,1.01,177
sk하이닉스,4,3,1,1.857,0.907,53
ar,4,3,1,2.0,0.828,32
노트북,7,6,1,4.429,0.828,116
asus,1,0,1,0.143,0.622,11
fhd,1,0,1,0.143,0.622,2
hud,1,0,1,0.143,0.622,2
게이밍모니터,1,0,1,0.143,0.622,13
고효율,1,0,1,0.143,0.622,2
올레드tv,1,0,1,0.143,0.622,3
울트라와이드,1,0,1,0.143,0.622,1
저비용,1,0,1,0.143,0.622,1
bmw,2,1,1,0.857,0.593,14
구글,3,2,1,1.857,0.484,83
비보,1,0,1,0.286,0.465,5
벤큐,1,0,1,0.429,0.345,6
화웨이,1,0,1,0.429,0.345,15
tcl,2,3,-1,1.286,0.335,27
카카오,1,0,1,0.571,0.244,15
xr,10,38,-28,9.143,0.213,151
lcd,1,0,1,0.714,0.155,10
tsmc,1,0,1,0.857,0.074,19
tv,13,14,-1,12.714,0.063,277
스마트폰,3,4,-1,2.857,0.053,82
퀄컴,1,5,-4,1.0,0.0,45
아이폰,2,8,-6,2.429,-0.168,53
공급망,1,2,-1,1.429,-0.195,46
엔비디아,3,5,-2,3.714,-0.244,226
boe,1,6,-5,1.714,-0.309,36
oled,3,6,-3,4.429,-0.46,291
삼성디스플레이,1,17,-16,2.571,-0.604,65
폴더블,1,10,-9,3.429,-0.852,69
lg디스플레이,1,3,-2,4.286,-1.07,94
삼성전자,12,10,2,20.714,-1.57,535
