semantic_key,monthly_avg_sentiment
Apple_Display_Topic,0.5042
Automotive_Display_Topic,0.5006
Display_Materials_Topic,0.4935
Equipment_Maker,0.5105
Flexible_Display_Topic,0.4985
Foldable_Display_Topic,0.5106
Gaming_Monitor_Topic,0.4948
IT_OLED_Topic,0.4895
MicroLED_Topic,0.4937
Panel_Manufacturer,0.5052
Platform_Company,0.4923
Quantum_Dot_Topic,0.4910
Set_Manufacturer,0.5022
Smartphone_Display_Topic,0.4909
TV_Display_Topic,0.5024
XR_Device_Topic,0.4896
