org,topic,base_score,topic_share,company_focus,hybrid_score
AGC,0,8.2416,0.0002,0.6800,8.2416
AGC,1,7.5548,0.0002,0.6233,7.5548
AGC,2,4.1589,0.0001,0.3431,4.1589
AGC,10,1.4396,0.0001,0.1188,1.4396
AGC,3,0.7340,0.0001,0.0606,0.7340
AGC,4,0.7198,0.0001,0.0594,0.7198
AGC,7,0.7062,0.0001,0.0583,0.7062
AGC,9,0.7062,0.0001,0.0583,0.7062
AGC,6,0.6931,0.0001,0.0572,0.6931
AMD,1,1107.8051,0.0227,0.6041,1107.8051
AMD,0,1090.6351,0.0207,0.5947,1090.6351
AMD,2,805.4370,0.0198,0.4392,805.4370
AMD,10,283.6073,0.0224,0.1546,283.6073
AMD,9,270.4820,0.0206,0.1475,270.4820
AMD,4,264.1723,0.0225,0.1440,264.1723
AMD,7,189.9730,0.0150,0.1036,189.9730
AMD,6,142.0952,0.0125,0.0775,142.0952
AMD,3,123.3068,0.0222,0.0672,123.3068
AMD,8,49.4105,0.0119,0.0269,49.4105
AMD,5,21.4136,0.0096,0.0117,21.4136
ASE,0,52.1966,0.0010,0.6578,52.1966
ASE,1,44.6419,0.0009,0.5626,44.6419
ASE,2,33.2711,0.0008,0.4193,33.2711
ASE,7,10.5933,0.0008,0.1335,10.5933
ASE,10,9.3576,0.0007,0.1179,9.3576
ASE,6,9.0109,0.0008,0.1136,9.0109
ASE,4,8.6378,0.0007,0.1089,8.6378
ASE,9,8.4746,0.0006,0.1068,8.4746
ASE,3,5.1378,0.0009,0.0647,5.1378
ASE,8,3.9847,0.0010,0.0502,3.9847
ASE,5,1.6472,0.0007,0.0208,1.6472
ASUS,1,649.0241,0.0133,0.6382,649.0241
ASUS,0,640.0957,0.0122,0.6294,640.0957
ASUS,2,313.9957,0.0077,0.3087,313.9957
ASUS,10,190.7511,0.0150,0.1876,190.7511
ASUS,4,160.5188,0.0137,0.1578,160.5188
ASUS,9,150.4247,0.0115,0.1479,150.4247
ASUS,3,97.6179,0.0176,0.0960,97.6179
ASUS,7,84.0401,0.0066,0.0826,84.0401
ASUS,6,49.9066,0.0044,0.0491,49.9066
ASUS,8,26.2992,0.0063,0.0259,26.2992
ASUS,5,14.0012,0.0062,0.0138,14.0012
AUO,0,32.2795,0.0006,0.6099,32.2795
AUO,1,28.8455,0.0006,0.5450,28.8455
AUO,2,24.2602,0.0006,0.4584,24.2602
AUO,10,13.6765,0.0011,0.2584,13.6765
AUO,4,10.0774,0.0009,0.1904,10.0774
AUO,6,4.8520,0.0004,0.0917,4.8520
AUO,7,4.2373,0.0003,0.0801,4.2373
AUO,9,2.8249,0.0002,0.0534,2.8249
AUO,3,0.7340,0.0001,0.0139,0.7340
Acer,1,107.1405,0.0022,0.6334,107.1405
Acer,0,105.7669,0.0020,0.6252,105.7669
Acer,2,49.2134,0.0012,0.2909,49.2134
Acer,9,33.1923,0.0025,0.1962,33.1923
Acer,4,30.9521,0.0026,0.1830,30.9521
Acer,10,30.9521,0.0024,0.1830,30.9521
Acer,7,13.4182,0.0011,0.0793,13.4182
Acer,3,13.2114,0.0024,0.0781,13.2114
Acer,6,11.7835,0.0010,0.0697,11.7835
Acer,8,3.9847,0.0010,0.0236,3.9847
Acer,5,0.8236,0.0004,0.0049,0.8236
Apple,0,203.2922,0.0039,0.6757,203.2922
Apple,1,150.4088,0.0031,0.4999,150.4088
Apple,2,128.9254,0.0032,0.4285,128.9254
Apple,9,57.2038,0.0044,0.1901,57.2038
Apple,4,52.5465,0.0045,0.1747,52.5465
Apple,10,44.6286,0.0035,0.1483,44.6286
Apple,7,31.0736,0.0024,0.1033,31.0736
Apple,3,21.2851,0.0038,0.0708,21.2851
Apple,6,16.6355,0.0015,0.0553,16.6355
Apple,8,13.5480,0.0033,0.0450,13.5480
Apple,5,5.7652,0.0026,0.0192,5.7652
BMW,0,274.7192,0.0052,0.5989,274.7192
BMW,4,241.1382,0.0205,0.5257,241.1382
BMW,1,215.6546,0.0044,0.4701,215.6546
BMW,2,131.6980,0.0032,0.2871,131.6980
BMW,9,74.1530,0.0057,0.1617,74.1530
BMW,10,58.3050,0.0046,0.1271,58.3050
BMW,7,40.9607,0.0032,0.0893,40.9607
BMW,6,38.8162,0.0034,0.0846,38.8162
BMW,3,27.8908,0.0050,0.0608,27.8908
BMW,5,7.4124,0.0033,0.0162,7.4124
